行政区,POI业务类型,POI名称,POI泰文名称,POI细分类型,地理位置描述,名称直接命中帖子数（非热度）,证据样例标题,证据样例URL,重要口径
沙敦府,住宿酒店,瓦皮度假村,Wapi Resort,度假村,丽贝岛日出沙滩,2,"丽贝岛｜旅行攻略—住宿篇🏠
丽贝岛一次面朝大海的泰式马杀鸡","https://www.xiaohongshu.com/explore/697f1e2e000000001a01c117?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/698765fd000000001b014107?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,Casa de Lipe,Casa de Lipe,度假村,丽贝岛日出沙滩,1,丽贝岛🇹🇭住进了理想度假酒店🏖️人均500➕,https://www.xiaohongshu.com/explore/67bd61e0000000002a00dbb5?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
素可泰府,住宿酒店,Baan B&B,班B&B,民宿,,1,在素可泰找到了人生咖啡馆！附1️⃣日吃喝攻略,https://www.xiaohongshu.com/explore/697ace65000000001a02c74e?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
素可泰府,住宿酒店,Le Charme Sukhothai,勒查梅素可泰,度假酒店,历史公园入口1公里,1,素可泰｜被问爆了的莫奈花园酒店！,https://www.xiaohongshu.com/explore/6793c6a000000000290126f3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
素可泰府,住宿酒店,Old City Boutique House,老城精品屋,民宿,"历史公园步行距离,711路口",2,"🇹🇭攻略｜泰国素可泰餐厅、民宿、乘车推荐‼️
120r 泰国6城火车游第三站：素可泰","https://www.xiaohongshu.com/explore/664b47730000000016012108?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/694286bc000000001f0055f1?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
素可泰府,住宿酒店,Sawasdee Sukhothai Resort,萨瓦迪素可泰度假村,度假村,历史公园5分钟车程,3,"200的酒店，无价的服务，在素可泰🇹🇭
素可泰人均100的酒店
素可泰平均房价不到800泰铢的独栋小屋泳池度假村和它还算丰富的早餐。
​推荐指数","https://www.xiaohongshu.com/explore/6666d5f3000000000e0318ea?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d904af000000001d0199b1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2caacb00000000170298c0?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
素可泰府,住宿酒店,SRIWILAI Hotel,斯里威莱酒店,酒店,,1,泰国自由行之：素可泰府这间酒店非常棒！,https://www.xiaohongshu.com/explore/69da024d000000002003a934?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
素可泰府,住宿酒店,Sukhothai Treasure Resort & Spa,素可泰珍宝度假村,度假村,历史公园附近,1,素可泰一日游这样玩！历史公园＋宝藏度假村✨,https://www.xiaohongshu.com/explore/6a705dc50000000011020bcc?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
素可泰府,住宿酒店,Taitai Sukhothai Resort,泰泰素可泰度假村,度假村,历史公园附近1.5公里,1,吹爆性价比天花板！素可泰Taitai Sukhothai,https://www.xiaohongshu.com/explore/679dc88c000000001902fb29?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
素可泰府,住宿酒店,Thai Thai Resort,泰泰度假村,度假村,历史公园车程10分钟,2,"清迈回曼谷｜中途入住素可泰 Thai Thai Reso
来泰国绝对不能错过这间Resort!!🇹🇭","https://www.xiaohongshu.com/explore/6a8a744f000000001602850e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68207754000000000f038e7d?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,FARM STAY@Pai,FARM STAY@Pai,民宿与客栈,拜县,1,泰国｜在拜县不到200元一晚拥有独栋小木屋,https://www.xiaohongshu.com/explore/651febca000000001d039997?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Khun Yuam Resort(昆元度假村),Khun Yuam Resort,度假村,拜县,1,推荐两家夜丰颂环线上的住宿,https://www.xiaohongshu.com/explore/679ecd7e000000002900b488?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Moon Garden Hostel,Moon Garden Hostel,青年旅舍,拜县,1,拜县 30一晚的青旅,https://www.xiaohongshu.com/explore/6a2b59c900000000220084e3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,P.L.P. Guest House,P.L.P. Guest House,民宿与客栈,夜丰颂市,1,🇹🇭Mae Hong Son夜丰颂P.L.P Guest House,https://www.xiaohongshu.com/explore/670f97800000000016020d86?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Pai Kiniman Resort,Pai Kiniman Resort,度假村,拜县,1,在这样的国外乡下 你能待多久,https://www.xiaohongshu.com/explore/69129026000000000301b152?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Pai Village Boutique Resort(拜县精品农场度假村),Pai Village Boutique Resort,精品度假酒店,拜县,1,拜县神仙民宿免费住！🌿,https://www.xiaohongshu.com/explore/6982a8e0000000000d0082cc?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Phu Pai Art Resort(普派艺术酒店),Phu Pai Art Resort,度假村,拜县,1,泰国旅行攻略14 | 拐760弯去住拜县这家酒店,https://www.xiaohongshu.com/explore/5fab74f3000000000101d9f9?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,PiYa Guest House,PiYa Guest House,民宿与客栈,夜丰颂市,1,泰国夜丰颂～实用完整攻略～旅居旅行,https://www.xiaohongshu.com/explore/6989bad0000000002801c286?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Pripta Boutique Resort,Pripta Boutique Resort,精品度假酒店,拜县,2,"推荐两家夜丰颂环线上的住宿
Reverie Siam Resort - 意式精品酒店","https://www.xiaohongshu.com/explore/679ecd7e000000002900b488?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a254d3f0000000013020400?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Reverie Siam Resort,Reverie Siam Resort,精品度假酒店,拜县,1,Reverie Siam Resort - 意式精品酒店,https://www.xiaohongshu.com/explore/6a254d3f0000000013020400?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Romtai House Mae Hong Son,Romtai House Mae Hong Son,民宿与客栈,夜丰颂市,1,泰国夜丰颂～实用完整攻略～旅居旅行,https://www.xiaohongshu.com/explore/6989bad0000000002801c286?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,The Riverfront Reserve(河畔珍藏),The Riverfront Reserve,度假酒店,拜县,2,"泰国拜县好去处
Pai县-The Riverfront Reserve（河畔珍藏）","https://www.xiaohongshu.com/explore/5ebaa0190000000001000317?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c53fdb000000001a02a924?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,TIMN Co-working Space & Hostel Female Only,TIMN Co-working Space & Hostel Female Only,青年旅舍,拜县,2,"清迈Day15｜离开拜县早上打泰拳按摩店推荐
在这样的国外乡下 你能待多久","https://www.xiaohongshu.com/explore/6914b3ea0000000005003323?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69129026000000000301b152?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,Yoma Hotel,Yoma Hotel,精品酒店,拜县,1,Reverie Siam Resort - 意式精品酒店,https://www.xiaohongshu.com/explore/6a254d3f0000000013020400?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,住宿酒店,ปล่อยใจ ปลายนา - ที่พักแม่ฮ่องสอน,ปล่อยใจ ปลายนา - ที่พักแม่ฮ่องสอน,民宿与客栈,夜丰颂市,1,2025年8月碧差汶-彭世洛-帕府-南奔-夜丰颂,https://www.xiaohongshu.com/explore/68aa4667000000001d03b47c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,住宿酒店,蓝坦海滩民宿,แหลมแท่นโฮมบีช รีสอร์ท,海湾民宿,"Ao Bo Mao Bay,距市中心33km",1,泰国春蓬自驾〡小众海边高性价比民宿,https://www.xiaohongshu.com/explore/6a915691000000002503d06b?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,住宿酒店,秘境度假村,Clean Wave Resort Chumphon,海边秘境度假村,"Saphli, Pathio District",1,春蓬秘境渡假村｜住进海边的森林小屋，享,https://www.xiaohongshu.com/explore/67b2d11b000000001800bc88?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,住宿酒店,娜娜海滩度假村,Nana Beach Resort,海滩度假村,"离码头40分钟车程,离市中心20分钟",1,春蓬🌴🌊,https://www.xiaohongshu.com/explore/67d94b50000000001b03e2e6?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,住宿酒店,诺沃春蓬海滩度假村,The Nouveau Chumphon Beach Resort & Golf,海滩度假村,山顶360度海景,1,🌴 优惠速递！今年7月，来泰国春蓬府 (Chumphon) 享受超值度假吧 ☀,https://www.xiaohongshu.com/explore/6a3288ff000000000e031400?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,住宿酒店,莎莎旅馆,Salsa Hostel,青旅/旅馆,市区,2,"穷游第16天泰国春蓬
🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来","https://www.xiaohongshu.com/explore/66b7641c00000000090150d9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,住宿酒店,树屋酒店,Baan Ouadchum Treehouse,树屋民宿,"海边,距市中心41km",2,"春蓬自驾〡海边树屋登高远眺海湾，好吃好看
泰国春蓬自驾〡小众海边高性价比民宿","https://www.xiaohongshu.com/explore/6a9195e7000000002003cabc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a915691000000002503d06b?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,住宿酒店,雨林别墅,Villa Varich,雨林度假村,"邦马克村,丛林河畔",2,"泰国南部自驾之旅2.12-21第九章 春蓬雨林
泰国小众地春蓬🇹🇭千字旅游攻略真心大放送","https://www.xiaohongshu.com/explore/69c25618000000001a02b0ab?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65df30730000000003036527?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,住宿酒店,Cleanwave Resort,Cleanwave Resort Chumphon,度假村,通瓦兰沙滩旁,2,"🇹🇭春蓬｜三天三夜吃喝住行全攻略
春蓬秘境渡假村｜住进海边的森林小屋，享","https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67b2d11b000000001800bc88?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,Plus hostel ayutthaya,Plus hostel ayutthaya,青年旅舍,中心城区北面,1,泰国青旅小记（3）大城ayutthaya,https://www.xiaohongshu.com/explore/68726168000000002201f04e?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,班塔伊王,Baan Tye Wang,民宿,历史公园附近,3,"在大城选一处避世
大城府两日游，民宿推荐
泰国大城府｜被低估的度假胜地","https://www.xiaohongshu.com/explore/68dd5a510000000003010b0a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d16947000000000e021ae7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68b0742d000000001d01fbff?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,罗望子民宿,Tamarind Guesthouse,民宿,玛哈泰寺对面,2,"大城府住宿推荐，罗望子民宿
泰国🇹🇭大城府民宿推荐-罗望子宾馆","https://www.xiaohongshu.com/explore/6a463cd300000000060350ba?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f7262a000000003502687f?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,Ayutthaya Retreat,Ayutthaya Retreat,度假村,Ban Pom,1,大城府-泰式传统菜，可以去尝尝哦,https://www.xiaohongshu.com/explore/6a622c8f0000000010028e58?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,Baan Sawhangsilp,บ้านสว่างศิลป์@อยุธยา,民宿,玛哈泰寺和火车站中间,1,大城府两日游，民宿推荐,https://www.xiaohongshu.com/explore/68d16947000000000e021ae7?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,Bigcountry Villa,Bigcountry Villa,民宿,古城内,1,大城府,https://www.xiaohongshu.com/explore/6a75ec1b000000000801088f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,Kunst Ayuttaya,Kunst Ayuttaya,酒店,红砖咖啡馆楼上,1,Kunst Ayuttaya｜住在大城府红砖咖啡馆楼上,https://www.xiaohongshu.com/explore/693a668d000000001e00cddf?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,Ruen Tubtim Resort,Ruen Tubtim Hotel 24/2 Koh Loy,民宿,Koh Loy岛,2,"🇹🇭 大城| 人均一百多住进传统泰式木屋
大城府 我住到了泰式传统木屋","https://www.xiaohongshu.com/explore/6966129d000000000c0373e6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8545e90000000029032a1f?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,Sala Ayutthaya,Sala Ayutthaya,酒店,临河,1,📍自信点，大城府酒店推荐， 没有之一,https://www.xiaohongshu.com/explore/691c93260000000019025f16?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,住宿酒店,Tony's Place Ayutthaya,Tony's Place Ayutthaya,民宿,古城内,1,泰国大城府百元民宿,https://www.xiaohongshu.com/explore/6a7ea7f600000000240265eb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,7seas,7seas,酒店,东岸沙滩,1,董里克雷登岛简明攻略,https://www.xiaohongshu.com/explore/67ad63ce000000001902e476?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Chang Residence Trang,Chang Residence Trang,酒店,市区,1,🇹🇭4天3夜 董里宋卡合艾 Part 1️⃣💛,https://www.xiaohongshu.com/explore/6a4fa458000000000e021800?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Coco Cottage,Coco Cottage,度假村,东侧海滩,2,"📒泰国董里旅游攻略
99%中国人都没来过的泰国奈岛","https://www.xiaohongshu.com/explore/6890b04f0000000025022012?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67e00b5e000000001d03bbc0?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Fantasy Resort,Fantasy Resort,度假村,东侧海滩,1,📒泰国董里旅游攻略,https://www.xiaohongshu.com/explore/6890b04f0000000025022012?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Green Hotel,Green Hotel,酒店,东侧海滩,1,超级适合度假的奈岛⛱️,https://www.xiaohongshu.com/explore/6708b6da000000001a021d67?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Kachonghills Tented Resort Trang,Kachonghills Tented Resort Trang,帐篷度假村,卡昌山,3,"不想去普吉人挤人？我去了董里：泡酒店+跳岛
⛰️泰国董里，把童年还给山野
🏕️卡昌山｜住进帐篷，过一天神仙日子","https://www.xiaohongshu.com/explore/699ff818000000002603319a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a3e1945000000001503d20e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a3e1750000000001700bec9?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Koh Mook Sivalai Beach Resort,Koh Mook Sivalai Beach Resort,度假村,东海岸,1,📒泰国董里旅游攻略,https://www.xiaohongshu.com/explore/6890b04f0000000025022012?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Koh Ngai Resort,Koh Ngai Resort,度假村,东侧海滩,2,"🇹🇭董里甲米｜koh ngai奈岛吃喝住行全攻略
超级适合度假的奈岛⛱️","https://www.xiaohongshu.com/explore/65d039da000000000b023883?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6708b6da000000001a021d67?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Madee Spa & Resort,Madee Spa & Resort,度假村,市区,1,Trang 董里CP值很高的酒店,https://www.xiaohongshu.com/explore/68c6dc99000000001d0152a4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Mayalay Resort,Mayalay Resort,度假村,东侧海滩,1,📒泰国董里旅游攻略,https://www.xiaohongshu.com/explore/6890b04f0000000025022012?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,My Friends Hotel,My Friends Hotel,酒店,火车站附近,1,🇹🇭董里Trang 超平价的住宿,https://www.xiaohongshu.com/explore/6912b337000000000402102e?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,住宿酒店,Rua Rasada Hotel,Rua Rasada Hotel,酒店,市区,1,泰国小众城市董里,https://www.xiaohongshu.com/explore/68e4985e0000000003038162?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,罗望子酒店,Tamarind Resort,海岛度假村,Ao Cho海滩,1,春节游泰国之曼谷和沙美岛(二),https://www.xiaohongshu.com/explore/699d6457000000000c03480d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,罗勇罗姆塔雷美居别墅度假村,Mercure Rayong Lomtalay,别墅度假村,Lomtalay区,2,"泰国罗勇府攻略｜比普吉清净、比芭提雅治愈
Mercure Rayong Lomtalay美居罗勇","https://www.xiaohongshu.com/explore/69eb5dd7000000003601efde?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67ac653b000000001703ba1f?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,罗勇万豪度假酒店,Rayong Marriott Resort,豪华度假村,Mae Ramphueng Beach,2,"2026第一站:罗勇万豪度假酒店
2025第十三站:罗勇万豪度假酒店","https://www.xiaohongshu.com/explore/698c1327000000000a02ca3f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/681990f0000000002300198d?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,萨凯海滩度假村,Sai Kaew Beach Resort,海岛度假村,主街附近,2,"沙美岛码头好吃到飞起的皮皮虾面！探店成功
沙美岛-萨凯酒店sai kaew beach resort","https://www.xiaohongshu.com/explore/689ca12d000000001d036b5f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/693f4250000000001e034566?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,沙美别墅度假酒店,Samed Villa Resort,海岛度假村,Ao Phai沙滩,3,"春节游泰国之曼谷和沙美岛(二)
沙美岛 samed villa resort
8天曼谷+芭提雅+沙美岛自由行行程供参考","https://www.xiaohongshu.com/explore/699d6457000000000c03480d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69992665000000000a03246b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a579500000000016008ebc?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,Golden City Rayong Hotel,Golden City Rayong Hotel,城市酒店,市区,1,曼谷Mochit-罗勇-沙美岛 交通实测攻略,https://www.xiaohongshu.com/explore/6a7dbc25000000002500a237?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,Huan Soontaree,Huan Soontaree,经济酒店,码头附近,1,🇹🇭罗勇府的一天,https://www.xiaohongshu.com/explore/66f8c9df000000001b0231ab?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,Kerala Coco,Kerala Coco,海岛度假村,Ao Prao海滩,1,🇹🇭 试试把沙美岛AoPrao海滩说明白,https://www.xiaohongshu.com/explore/65cf93e4000000002d001ba8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,Le Vimarn / Aoprao Resort,Le Vimarn / Aoprao Resort,豪华度假村,Ao Prao海滩,1,🇹🇭 试试把沙美岛AoPrao海滩说明白,https://www.xiaohongshu.com/explore/65cf93e4000000002d001ba8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,Likita Resort,Likita Resort,民宿度假村,码头对面,2,"Staycation，泰国罗勇府班佩码头住到不想走
泰国沙美岛班佩码头交通住宿购物全攻略","https://www.xiaohongshu.com/explore/6a71f006000000000502b174?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69913da3000000001b01f11d?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,Samed Tropical Resort,Samed Tropical Resort,海岛度假村,远离钻石沙滩,1,曼谷2h直达果冻海✨沙美岛环岛上岛攻略,https://www.xiaohongshu.com/explore/6a4cbfe0000000001003d536?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,Star Convention Hotel,Star Convention Hotel,商务酒店,Big C附近,1,曼谷东站—罗勇市区star convention hotel,https://www.xiaohongshu.com/explore/6a76c2d9000000002c0044cc?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,住宿酒店,Tubtim Resort,Tubtim Resort,海岛度假村,岛中部,1,沙美岛来对了,https://www.xiaohongshu.com/explore/6a8eff69000000002502467f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
