行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
普吉府,康养SPA,Health Land（芭东原帖推荐）,泰式按摩,,芭东,按摩/SPA/康养放松,0,既有全量候选,https://www.xiaohongshu.com/explore/69f70e9f0000000023015697?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：普吉岛芭东酒吧街｜女生友好+夜生活全攻略✨
正文：2. Health Land｜平价大碗
本地人常去，手法专业，1200铢/2小时，无推销，位置离酒吧街步行5分钟",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,JD MASSAGE KATA,泰式按摩,JD MASSAGE KATA,卡伦海滩白色小店,按摩/SPA/康养放松,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6860e58f000000001202e9a5?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：💆🏻♀️卡伦海滩马杀鸡小店，不来真的亏！
正文：来普吉岛卡伦海滩玩，除了看海景，还一定要安排这家白色小店按摩，真的是我挖到的高颜值的宝藏小店😍来了就不想走了，真的又便宜又舒服

📍店名：JD MASSAGE KATA

✨店内装修：这家店装修超有品位，白色系搭配原木系风格，简约又大气。进店后，耳边是舒缓的流水声、轻柔的音乐，还有微微的风扇声，瞬间就能让人放松下来，清新的椰子香更是让人很舒适🥥

✨服务：一进门，店员就贴心地端来一杯冰凉的麦茶，按摩师会带我们去洗脚区，让我们舒舒服服地开启按摩之旅。按摩师手法巨温柔，力度把控得恰到好处，全程都在贴心地确认按得舒不舒服。我选的是足底按摩套餐，才花了300泰铢，折合人民币66元左右，性价比超高！按摩完，会在带回到茶水区休息，店家还准备了精致的茶点和小礼物：一朵鸡蛋花发夹，或者是萌萌的小象钥匙扣，仪式感满满🎁

这家店真的让我很惊喜，服务超棒，环境也超舒适，是来卡伦海滩必打卡的按摩店！宝子们下次去普吉岛别错过呀！🤗

❤️价格表和地址我放在最后咯

#普吉岛[话题]# #普吉岛旅游[话题]# #卡伦海滩[话题]# #普吉岛按摩[话题]# #海岛旅游[话题]# #泰国旅游[话题]# #来了就不想走[话题]# #按摩店推荐[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,Kanda Massage and Nails,泰式按摩,Kanda,普吉镇万怡酒店旁,按摩/SPA/康养放松,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6970f363000000000a02b2ab?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：普吉镇马杀鸡认准这家 就在万怡旁边～
正文：@Kanda massage and nails 这个是门口接待的小哥
特别特别特别热情 不像日本的服务业一看就是职业笑哈哈哈哈哈 我忏悔之前一直对东南亚有偏见 到现在遇到的每一个泰国人都真好……又便宜（除了打车）又热情 知道我们是中国人还给我分享他的小红书号哈哈哈 一个司机还跟我们加了微信 特地等我们射击馆玩完送我们去海滩[哭惹R][哭惹R][哭惹R]
这家就在普吉镇万怡酒店旁边 酒店出来左转第一家就是 几步路就到了 本来打算往前再看看 这个小哥太太太真诚了 果断进去哈哈哈哈哈 晒伤来一个芦荟精油spa特别有用 身上刺痛缓解好多 按的很舒服（不过比较温柔 不是那种有力的）店内空调会有点冷 跟他们说cold会细心帮你身上盖牢毛毯～
哎呀妈呀 第一次专门发小红书推荐店 为我之前对泰国的偏见忏悔🫶🏻再也不乱信网上这些人吵来吵去的了 明天早饭完还想去按 中饭完也想去按 晚饭还想去………
#泰式按摩[话题]# #按摩放松好去处[话题]# #普吉岛[话题]# #message普吉[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,KIM Massage,泰式按摩,,,按摩/SPA/康养放松,0,既有全量候选,https://www.xiaohongshu.com/explore/6a8d753f000000002003ef87?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：普吉岛5日游
正文：Day2，普吉镇老街，逛逛逛买买买（有很多工艺品店，绝对是整个普吉岛最地道的了，值得淘一淘，购物最多的一天）。KIM massage ，强推！！这家附近一个美食广场，超级好吃！晚上去了尚泰，最好逛的商场，哈哈但是good goods我真的买不来，几乎没买。楼下喝了超好喝的泰奶，买了他们的奶茶粉。TOPS买了芒果糖。买了泡泡玛特。吃了GINGER FARM，好吃，点了500多剩了好多！
Day3，跳岛，珊瑚岛+皇帝岛（老街的街边报名的，全包，船上有水、可乐、水果，珊瑚岛午餐）。天气最好的一天，珊瑚岛绝美！皇帝岛落脚没有休息的位置，主要是珊瑚岛。珊瑚岛深潜很有趣。浮潜，不要自己买面罩了，说是浮潜就是戴着泳镜憋口气闷水里看鱼，哈哈哈！带好泳镜即可，相信我！很值得的跳岛！下午回酒店游泳，然后去尚泰吃意面简餐，吃好去青蛙夜市，可去可不去，有杏鲍菇烧烤和烤水母挺好吃的！
Day4，去BIG C买东西，门口药妆店买到了此行唯二羊毛，买一送一的香蕉船防晒喷雾，好用！前一天我老公刚在711全价买了一支香蕉船防晒霜。买了零食等等各种！买好拿行李换酒店，去了卡伦盛泰兰，我喜欢！孩子们开始泡泳池，开始挖沙，一堆寄居蟹！晚上去了附近街边吃了简单的海鲜，鱿鱼孩子喜欢！
Day5，早晨下雨，吃好早餐在儿童游乐区打发时间，快到中午雨停了，酒店泳池+漂流+挖沙挖沙挖沙（中午直接酒店披萨+椰子，沙滩边吃边玩），依然一堆寄居蟹！玩了一天，傍晚打车去芭东，去吃了日料，泰餐最近有点儿吃多了！吃好附近商场补买下东西，tutu车（好玩但是贵）去马林夜市，实在没啥可买的，又打车回酒店。
Day6，一早狂风暴雨，酒店躺平休整，中午去班赞买海鲜（一只超大面包蟹，5只超大皮皮虾，虾黄爆满，一只大龙虾，4只生蚝，送了蛤蜊，一共2500THB，非常划算。楼上加工费900太贵了！但是味道赞，送了炒饭、白米饭、炒青菜。海鲜品质一万分！孩子们特别爱吃）然后附近商场买了点儿NARAYA收纳包（正经包我实在欣赏不来，收纳袋都挺好），尚泰一楼喝咖啡喝泰奶。此刻去机场大巴上，此行完美闭环！
谢谢又一个好天气，普吉岛开心逛吃5天，来吧来吧挺好的！",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,Let's Relax Spa Phuket Jungceylon,SPA与泰式按摩,Let's Relax Spa Phuket Jungceylon,芭东,按摩/SPA/康养放松,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a4498c00000000011010fc2?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：普吉岛下雨天还能玩什么，别浪费一天！
正文：[蹲R]Let’s Relax Spa Phuket Jungceylon
适合：雨天做 1-2 小时泰式按摩，位置方便，做完直接吃饭逛街。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,Let's Relax Spa（芭东）,泰式按摩,,芭东,按摩/SPA/康养放松,0,既有全量候选+本轮定向补采增强,"https://www.xiaohongshu.com/explore/6a489bfa0000000008032b8f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ede48b0000000035021550?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：Let's Relax Spa在🇹🇭普吉岛最爱的按摩spa
正文：📍Let’s Relax Spa（The Sis Kata）
在我们住的Beyond Kata酒店附近，是一个泰国的一个连锁品牌按摩店，全国门店蛮多的，这家是我国内外体验过最舒服的按摩店，我们选的是经典的Thai Massage，是250rmb一个人，时长是两个小时，整个店的环境特别好，人少安静
☕️服务：进门会给你端上热毛巾和热茶，然后服务员会给你一个ipad 在里面选择中文服务，里面会让你选择你想要的力度，希望重点按的部位，以及要避开的部位等，我个人觉得不太受力的女生选择轻度力量刚刚好，受力点的可以选择标准的。
🧘🏻♀️项目体验：先会安排你洗脚，然后再到按摩的房间，每一个隔间的隐私性很强，房间很凉快安静，项目开始前会给你衣服换，项目开始后拉帘子后房间几乎是全黑的，服务员全程也安静，不会跟你聊天，只有偶尔会轻声询问你，整个按摩很沉浸放松，体验感非常的好，对于我这种喜欢安安静静享受按摩的真的很满足。
🕌可以直接导航到：Let’s Relax Spa（The Sis Kata）位置在the sis 酒店的门口旁边，入口如p7
✉️预定方式：可以搜let’s relax spa 他们的预定网址，如图8，然后选择想要的门店项目和预定时间，也可以谷歌地图上搜索打电话预定，这个门店人比较少，我们当时当时提前了几个小时预定能订到，但是保险起见还是建议提前一天预定哦#泰国按摩[话题]##普吉岛马杀鸡[话题]# #普吉岛[话题]# #普吉岛按摩[话题]# #马杀鸡[话题]# #泰式按摩[话题]# #普吉岛攻略[话题]# #泰国[话题]# #泰国度假[话题]# #普吉岛旅游[话题]#

「2*混合贴」
标题：普吉岛友好旅行｜每天一场泰式马杀鸡🛖
正文：1️⃣Let‘s Relax Spa（Sis Kata Hotel）
🌟🌟🌟🌟🌟
之前在曼谷就感受过，体验感非常好👍🏻
Google Maps搜索预定，这次尝试了精油SPA🧴
到店后会有很好喝的斑斓叶茶🍵
然后选精油味道，闻了一圈选了最爱的茶香
工作人员会给iPad选按摩力度和习惯
房间私密性很好，按摩力道很舒服💆🏻♀️
结束后会有热姜茶和椰子卷零食
价格稍贵一些但环境和服务绝对值得🥰",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,Lila Massage（芭东原帖推荐）,泰式按摩,,芭东,按摩/SPA/康养放松,0,既有全量候选,https://www.xiaohongshu.com/explore/69f70e9f0000000023015697?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：普吉岛芭东酒吧街｜女生友好+夜生活全攻略✨
正文：3. Lila Massage｜夜市旁小店
800铢/1小时，古法按摩超正宗，逛累直接冲，性价比拉满
💰消费参考（2026最新）
• 啤酒：80-150铢
• 鸡尾酒：150-250泰铢
• 夜店门票：多数免费
• 小tips：先看价再点单，核对账单；不接陌生人递的酒
⚠️避坑&安全贴士
• 👯女生：结伴同行！不单独去偏僻小巷；穿舒适好走的鞋（人挤人）
• 🚫避雷：拒绝拉客、不进“绿叶标识”店；不参与可疑表演
• 💡细节：看好随身物品；手机开飞行模式防诈骗；适量饮酒",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,Makkha Health & Spa,SPA与泰式按摩,Makkha,芭东(182 Phangmuang Sai Gor Road),按摩/SPA/康养放松,5,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a5f96d0000000001002443b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ea261e0000000020000805?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a86ad8800000000320239b4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f84b4300000000350383ad?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a68bc0b000000000401e447?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：普吉岛 Makkha Spa｜泰舒服了💆
正文：不做大怨种
明码标价的马杀鸡治愈了旅途的疲惫🇹🇭💆♀️

纯粹放松的正规马杀鸡
藏在普吉芭东街边的Makkha Spa✨

🌿 从进门到离开 都很细节
那种不被打扰的距离感真的太加分了
店内可以洗澡🛁我刚好是冲浪完去的
直接洗完舒服享受
所有项目明码标价
无服务费无隐藏消费
线上预约多少钱
做完结账就是多少钱 对游客很友好

#女生必冲的“玫瑰精油”
一定要试试他家的玫瑰精油！
100%纯天然 推开的一瞬间整个房间
是温柔高级的玫瑰香
按摩完皮肤滑溜溜的
自带体香连香水都省了

如果喜欢甜系，茉莉花的味道也超治愈

店在芭东，设施很新很干净
关上房门完全听不到外面的喧嚣
按着按着就舒服得睡过去了
临走还有芒果糯米饭送
甜滋滋的作为完美收尾

📍 坐标
Makkha Health & Spa Phuket (Arches Patong – 3rd Street)
182 Phangmuang Sai Gor Road, Tambon Patong

在普吉岛暴走一天后
别去路边随便找店赌运气了
这家很赞😎
#普吉马杀鸡[话题]##普吉芭东海滩[话题]##泰国旅行[话题]##泰国普吉岛[话题]##makkha按摩[话题]##泰国MAKKHA[话题]##泰国[话题]##游玩攻略[话题]##泰国spa[话题]##按摩spa[话题]#

「2」
标题：普吉岛按摩店推荐
正文：💆店名：Makkha Health & Spa Phuket (Calm Patong - 3rd Street)（P1、P8）

⏰营业：10:00-01:00

📍地址：江西冷商场附近，步行400m左右即可到达。

[赞R]门口只有有英文信息单（P2），不要慌，进去后前台桌面上有各种版本的信息单，包括中文信息单（P3），前台也会几句简单的中文，可以直接指给前台看需要哪个选项。选好服务后，前台会让在等候区稍坐几分钟，其他服务人员主动送茶、点心（P4），过一会还会送调研表（P5）到座位，让标注力度、按摩重点区域等信息，还是蛮细致的。接着就是正常洗脚、带去房间（P6）、洗澡、换衣服、按摩、结束...

🥭最后按摩结束后回到前台处，店里会提供芒果糯米饭（P7），很好吃！（旁边的外国小孩吃完一份，让他爸又加了一份哈哈哈）。

🐘谷歌点评店铺，还送小象挂件，也很可爱～

💰单纯泰式按摩一小时只要850泰铢（180人民币，性价比高，强烈推荐）。但我又加了一小时泰式草药热敷按摩，加起来两小时2140泰铢（470人民币，草药热敷太烫了，不是很推荐）。

👉房间可选两人间或者单人间，按摩师傅很专业，力度到位，如果觉得太重或者太轻也可以沟通，她们基本都会简单的英文，这家是在普吉岛试过的按摩店里体验感最好的，可以放心冲！
#泰式按摩[话题]# #按摩spa[话题]# #普吉岛按摩[话题]# #泰国按摩[话题]# #精油spa[话题]# #水疗[话题]# #按摩放松的好去处[话题]#

「3*混合贴」
标题：清迈的四次massage分享｜五天四按
正文：📍Makkha Health&Spa Chiang Mai  P3
官网提前付费预约 1h泰式马杀鸡 2人1980泰铢/405人民币
这家有特斯拉车接 环境很优雅 到店先确认力度重点按摩部位 洗脚然后进按摩房间换衣服 边摸清凉油边按 1h下来透心凉 可能是选的时间短 我觉得按的不算细致 感受一般 结束的糯米饭和芒果不错～

「4*混合贴」
标题：清迈的四次massage分享
正文：p1-5 Makkha Health & Spa(清迈-Ancient House) 抵达清迈后的第一次马杀鸡，给到人上人。环境超级好！！！泰式精油（选的香茅）按摩60分钟，可中文沟通，且细致。先引导填写一张表格，哪个部位不想按哪个部位需要加强按，是否在月经期等等。即使在月经期也不需要担心，提供安睡裤。结束后有芒果糯米饭可以吃。336人民币
2️⃣
P6 包车司机推荐的店，她说她自己常常去这里按摩，两个小时只要395泰铢，我们觉得时间有点久，选了一个小时的，纯泰式传统按摩，只换衣服不洗澡，很舒服，ending pose——大回旋哈哈哈哈哈。性价比对比我们做的另外三家完胜。但是地理位置一般，路边很多这样的店吧不需要特意找。52人民币

「5*混合贴」
标题：曼谷SPA真实测评：Makkha VS Let's relax
正文：1️⃣Makkha health & Spa （BTS Asok分店）
在Klook上直接预定和选择时间，预定成功后会收到邮件确认，邮件写时间确认成功后不可退款。建议大家联系店家都用邮件，我本来睡过了还有点担心当天按不上了，邮件和店家解释了一下，推迟了时间，同时邮件里先把二维码给店员扫掉了。
一个加分点在于他们家有免费接驳车，可以在覆盖范围内接送你到店和离开，接驳范围我放在P5了，还是挺方便的，车上有免费冰矿泉水可以自取。
我点了120分钟的香薰精油按摩加面部护理，苏老师点了120分钟精油按摩加足部，两种set都是人民币529。平台减了十几块钱折扣可以忽略不计。
前台小姐姐可以英语交流，进门常规欢迎流程：冰茶、冰毛巾、米饼，然后在问卷上自己勾选力度和想着重的部位，接着换鞋准备坐电梯上楼，环境很禅意，有点全季。进房间可以自选要不要淋浴，然后脱衣换一次性内裤（吐槽一下黑色丝网内裤实在让人有点害羞），准备好了敲敲门，阿姨就进来了。
按摩过程手法非常好，我一开始勾选了力度重一些，完全没有遇到网上说的太轻没感觉。我在国内按摩非常受力耐痛，这次阿姨用手臂按压脊柱附近的时候甚至都有点小痛，非常酸爽，翻面的时候都快睡着了。最后会有一个冰冰凉凉的油再按一遍肩颈，味道特好闻，但忘记问是哪一款了。出来之后的芒果糯米饭也很新鲜好吃，一整个大放松。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,Oasis Spa,泰式按摩,The Oasis Spa,卡隆海滩/苏林,按摩/SPA/康养放松,3,本轮定向补采新增,"https://www.xiaohongshu.com/explore/69f0a4f60000000022029e5a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69eed58b000000003701c1a2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69eed58b000000003701c1a2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a92b83600000000250252cd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a86ad8800000000320239b4?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：普吉岛马杀鸡汇总
正文：The oasis spa[黄色心形R][黄色心形R][黄色心形R][黄色心形R]（图9.10）
普吉岛网红之一，每年来都会去做一次，每家店都可以派车接送你去按摩，服务体验技术都在线的一家
萨玛[黄色心形R][黄色心形R][黄色心形R]（图11.12）
所谓的温泉就是个浴缸啦，氛围感蛮好，做的芳疗spa，按摩师技术参差不齐，我的按摩师还可以，家属那个按摩师就比较拉垮，毫无章法，按个头也是左捏一下额头，右推一下脸[叹气R]
PHUMONTRA[黄色心形R][黄色心形R][黄色心形R][黄色心形R]（图13.14）
老网红没话说，差不多的价位里没有对手，一定要提前预约，临时去的话肯定没位置
THE SURIN SPA[黄色心形R][黄色心形R][黄色心形R][黄色心形R]（图15.16）
住苏林的时候体检了一下他家的spa，环境服务都没得说，苏林的每个人都热情满满，就连捡树枝的工作人员都会和你say hi，服务已经赢了一大半，可去体验一下
PARESA SPA[黄色心形R][黄色心形R][黄色心形R][黄色心形R]（图17.18）
做的晨醒spa，单纯为了体验看海做按摩去的，他家的海景一绝，脸部spa劝退，感觉给我搓的多了两条皱纹，身体还是可以体验的
Let’s relax [黄色心形R][黄色心形R][黄色心形R]
不会二刷，没有记忆点，芳疗就那样，无功无过
KIM’S[黄色心形R][黄色心形R][黄色心形R]
老牌连锁按摩店，不知道做什么的话，可以去打卡一下

「2*混合贴」
标题：个人测评普吉岛马杀鸡由夯到拉
正文：[二R]oasis spa p7-10
卡隆海滩那边
[耶R]这家店提供专车接送～
在普吉岛这个打车贵贵的地方，真的很加分
[害羞R]车香香的，一车一客
店在山腰上，房间里可以看到山下的风景p9
有单独的按摩房间
会提前问你按摩的力度，需要注意的地方
[笑哭R]手法属于比较轻柔的，我第一次让阿姨加重力道
员工阿姨按摩很认真，按得太舒服，给我按睡着了，醒来才发现阿姨给我重新扎了头发[集美R]
[萌萌哒R]结束后有好吃的糯米点心，然后就专车送我们回酒店啦～
[猪头R]缺点的话房间空调较冷 ，价格有点贵，记得差不多500r两个小时
[玫瑰R]给到夯

「3*混合贴」
标题：个人测评普吉岛马杀鸡由夯到拉
正文：[二R]oasis spa p7-10
卡隆海滩那边
[耶R]这家店提供专车接送～
在普吉岛这个打车贵贵的地方，真的很加分
[害羞R]车香香的，一车一客
店在山腰上，房间里可以看到山下的风景p9
有单独的按摩房间
会提前问你按摩的力度，需要注意的地方
[笑哭R]手法属于比较轻柔的，我第一次让阿姨加重力道
员工阿姨按摩很认真，按得太舒服，给我按睡着了，醒来才发现阿姨给我重新扎了头发[集美R]
[萌萌哒R]结束后有好吃的糯米点心，然后就专车送我们回酒店啦～
[猪头R]缺点的话房间空调较冷 ，价格有点贵，记得差不多500r两个小时
[玫瑰R]给到夯

「4*混合贴」
标题：可能是小红书上曼谷这5家Spa最详尽的评测～
正文：一）Oasis Spa

「5*混合贴」
标题：清迈的四次massage分享｜五天四按
正文：📍Oasis Spa P6-7
提前几天付费预约  2h2人绿洲帝王按摩4590泰铢/936人民币
当地老牌spa 庭院式风格 到店服务很细致 先用热药包按再涂精油按摩 技师手法很专业 药包精油和技师的手全程都是热乎的 细节很到位 按完超放松 房间里有淋浴有厕所 按完的热茶和糯米饭也不错 有接送服务～",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,Onbeach Massage & Spa,泰式按摩,Onbeach,芭东总店(Bangla Road 附近),按摩/SPA/康养放松,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a71e416000000002402f47c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6ad59d000000000402acac?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a521260000000001102d846?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：🇹🇭我最爱的泰国饭店和按摩店-普吉岛篇
正文：2️⃣Onbeach Massage & Spa Patong （图7～14）
如果追求安静专业的按摩💆🏻♀️氛围，onbeach绝对是做得最好的，穿过一条相当热闹狂放的街，来到闹中取静的onbeach，不得不说隔音还挺好的。进来先选择项目（推荐他们的招牌冷椰子油！！Signature Organic Cold Coconut Oil Massage，价格见图8），然后填个表写自己的偏好，洗脚换上可爱的鱼嘴鞋，就进去享受按摩啦！去了两次我都是选了冷椰子油90分钟，冰冰凉凉的椰子油涂到身上慢慢地推开，真是极致的享受！按摩完还有茶点。这家店挺火的，最好早点去或者提前预约，我们是没有预约的办法所以walk in的，因为太舒服了我们连着去了两次[偷笑R][暗中观察R]第二天前台阿姨看到我们二进宫也是会心一笑，感觉在想“折服于我们的技术了吧！”，并且表示今天位置非常多，任我们挑选项目！

「2」
标题：普吉芭东SPA实测｜避开漫天推销！
正文：来芭东真的很怕踩雷很多按摩店
路边拉客、坐地涨价、疯狂推销真的很烦 而且有的店卫生堪忧，路过就很多浓妆艳抹的招揽生意

这家Onbeach Massage总店在Bangla Road
就在芭东夜市总街的沿街拐进去一个地方，位置很方便。
包间也是独立的 跟朋友一起的话可以把板子拉开就能看见对方。

力度可以随时沟通，技师全程安静，没有推销！这点很加分。而且按摩师很温柔说话声音大也会提醒你需要安静一些 要给别人一个安静的环境。

附上店里原版价目表，大家可以对照参考
价格对比路边的店铺会略高，但是环境和卫生也会比较好。
⚠️温馨提醒：不要路边揽客带你进店，容易加价

#100家探店计划[话题]# #普吉岛spa[话题]# #芭东按摩推荐[话题]# #OnbeachMassage[话题]# #普吉芭东攻略[话题]# #泰国精油按摩[话题]# #普吉自由行[话题]#

「3*混合贴」
标题：🌴在普吉岛·体验三家马杀鸡
正文：📍5 2 Patak Soi 24 Karon Beach",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
普吉府,康养SPA,Phumontra,SPA与泰式按摩,,,按摩/SPA/康养放松,9,既有全量候选,"https://www.xiaohongshu.com/explore/695f905e000000001a0286f9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a71cd3c00000000220104ab?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8b049e000000003703fc61?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a911d71000000002102e3de?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8d02e6000000002802ca24?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：🏖️普吉岛6天5晚自由行 J人超详细攻略
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】

「2*混合贴」
标题：普吉岛Phumontra真实体验｜超值的半天
正文：这次去普吉，我特意留了半天给SPA。做了很多攻略后，最后选择了 Phumontra。

体验下来，它不是靠网红打卡出圈，而是真正把服务做到细节，让人完全放松。如果准备去普吉，这篇建议先收藏。

「3*混合贴」
标题：普吉岛最爱的SPA—PHUMONTRA
正文：唯独这家PHUMONTRA让我心甘情愿二刷！
都说它是网红店，但真心实感：完全无槽点！全是真诚和用心✨

两次都果断冲了他家120分钟全能套餐：磨砂清洁 + 温热精油按摩 + 草药热敷 + 面部SPA
一套下来从头到脚彻底放松，性价比直接拉满
每个项目都不敷衍，闭眼无脑冲不踩雷！

我认准的是总店！服务温柔到骨子里，细节直接封神🥹
第一次去的时候店里人不多，还没到预约时间，小姐姐就主动让我提前开始体验。
进店会先贴心让你挑选喜欢的精油、磨砂膏，还会详细填写身体需求表：哪里酸痛、力度偏好、需要避开的部位都会一一记录，全程都是定制化按摩体验，巨舒服！

第二次是周末去的，店里客人比较多，怕我们等候无聊、耽误时间，特意带我们先做了提神醒脑的香薰舒缓，工作人员还主动帮忙拍照，超级耐心！
最戳我的一点是，结束想给小费表达心意，小姐姐温柔婉拒了，笑着说“你们开心就好”，一瞬间真的被狠狠治愈到，太暖心了！

整套按摩结束后，会准备精致泰式点心和茶水休整
上次吃到一款超好吃的粽叶包泰式传统点心
店长看到我很喜欢，直接贴心打包了好几个让我带走😭
而且他家服务真的极致有温度
每次做完离开，工作人员都会站在门口
目送我们、确认客人安全上车才离开
独自来泰国旅行的女生，在这里真的能收获满满安全感！

靠服务、手法、细节圈死我的宝藏SPA

「4*混合贴」
标题：普吉岛疗愈风马杀鸡Phumontra💆
正文：谷歌地图直接搜：Phumontra Cafe & Massage

⏰营业时间：10:00‑20:30

「5*混合贴」
标题：普吉Phumontra SPA已按💆
正文：普吉岛很火的Phumontra SPA老店，距离卡伦沙滩过去要40分钟，整体体验还是很舒服的，主要价格也不贵，不过如果追求力度的话可能普通按摩店会更合适。

环境🍃：老店在山上，被树木包围，私密性超强。没有喧闹，全程安安静静。

💰选了热石香薰套餐，最贵也才1260泰铢。我们选了青草柠檬和佛手柑，超级喜欢这个佛手柑的味道！
小朋友90分钟套餐原价900株，最后优惠750株。
另外加购洗脸项目150泰铢，可惜最后没能安排上，遗憾。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
