entityType,entityChineseName,field,fieldChineseName,dataType,constraint,index,optional,description,currentNonEmptyCount,coveragePercent
TransitFacility,交通设施,qualityStatus,质量状态,Text,,Text,,,166,0.031445
TransitFacility,交通设施,qualityNotes,质量说明,Text,,TextAndVector,,,3,0.000568
TransitFacility,交通设施,rating,平台评分,Float,,,,,8,0.001515
TransitFacility,交通设施,averageCost,平台人均或费用,Float,,,,,0,0
TransitFacility,交通设施,tags,平台标签,Text,MultiValue,TextAndVector,,,1,0.000189
TransitFacility,交通设施,locatedInAdminArea,所属行政区,AdminArea,,,,,5279,1
TransitFacility,交通设施,latitude,纬度,Float,,,,,5273,0.998863
TransitFacility,交通设施,longitude,经度,Float,,,,,5273,0.998863
TransitFacility,交通设施,coordinateSystem,坐标系,Text,"Enum=""WGS84,GCJ02,BD09,unknown""",Text,,有经纬度时必填。exact 必须与 City.spatialCoordinateSystem 一致；unknown 不得进入 H3 或附近检索,5273,0.998863
TransitFacility,交通设施,h3Index,空间网格,Text,,Text,,由同一组经纬度通过 h3-py 4.x latlng_to_cell 派生的真实 H3 R9；查询必须先算 k 环再精确测距,5273,0.998863
TransitFacility,交通设施,h3IndexCoarse,粗粒度网格,Text,,Text,,与 h3Index 成对派生的 H3 R7，用于 1km 以上的候选检索,5273,0.998863
TransitFacility,交通设施,geoPrecision,坐标精度,Text,"NotNull,Enum=""exact,approx,none""",Text,,exact=已核验的独立点位，必须有项目统一坐标系及成对 R9/R7 H3，可参与地图与附近排序；approx=中心点或估算点，不写 H3、不参与附近排序；none=无直接坐标，坐标、坐标系和 H3 均为空,5279,1
TransitFacility,交通设施,visitorDemandScenarios,游客需求场景,Text,MultiValue,TextAndVector,,,8,0.001515
TransitFacility,交通设施,ugcPoiSubtype,游客内容细分类型,Text,,TextAndVector,,,8,0.001515
TransitFacility,交通设施,ugcLocationDescription,游客内容位置描述,Text,,TextAndVector,,,8,0.001515
TransitFacility,交通设施,externalMapName,外文或地图名,Text,,Text,,,0,0
TransitFacility,交通设施,directMentionCount,名称直接命中帖子数,Integer,,,,只代表本次证据集中名称直接命中的帖子数，不得解释为全网热度或排名,8,0.001515
TransitFacility,交通设施,identityStatus,跨源身份状态,Text,"NotNull,Enum=""source_only,confirmed_match,provisional_match,ambiguous""",Text,,source_only=只有一个地点来源、尚未声称与其他来源是同一对象；confirmed_match=共享稳定外部ID或人工确认；provisional_match=按受控名称与地域规则暂定同一对象，不能当作绝对去重结果；ambiguous=存在候选但证据不足，保留独立节点并禁止融合字段,5279,1
TransitFacility,交通设施,identityResolutionMethod,身份解析方法,Text,"NotNull,Enum=""source_external_id,shared_external_id,unique_name_city,unique_name_admin,unique_name_parent_admin,unique_name_admin_coordinate,manual_review,not_matched""",Text,,记录本节点当前身份结论采用的最强规则；名称规则不得冒充共享外部ID,5279,1
TransitFacility,交通设施,possibleSameAs,可能同一交通POI,TransitFacility,MultiValue,,,仅保存待人工判断的候选，不做字段融合、不继承坐标、不参与唯一POI计数；确认后删除候选边并更新 identityStatus,0,0
TransitFacility,交通设施,sourceId,来源ID,Text,NotNull,Text,,,5279,1
TransitFacility,交通设施,fieldSources,字段级来源,Text,MultiValue,Text,,,5279,1
TransitFacility,交通设施,fieldUpdatedAt,字段级更新时间,Text,MultiValue,Text,,,5279,1
TransitFacility,交通设施,batchId,采集批次,Text,,Text,,,5279,1
TransitFacility,交通设施,externalIds,外部标识,Text,"NotNull,MultiValue",Text,,跨源去重键；高德设施必须含 amap:ID,5279,1
TransitFacility,交通设施,lastVerifiedAt,最近核验时间,Text,,Text,,,0,0
TransitFacility,交通设施,verifiedBy,核验人或来源,Text,,Text,true,,0,0
TransitFacility,交通设施,dataQuality,数据质量,Text,"NotNull,Enum=""ingestable,needs_review,rejected,archived""",Text,,,5279,1
TransitFacility,交通设施,contentHash,内容哈希,Text,,Text,,,5279,1
TransitFacility,交通设施,createdAt,首次入库时间,Text,,Text,,,5279,1
TransitFacility,交通设施,updatedAt,内容更新时间,Text,,Text,,,5279,1
TransitFacility,交通设施,lastSeenAt,最近抓取时间,Text,,Text,,,5279,1
TransitFacility,交通设施,referencedBy,被引用数,Integer,,,,,5279,1
TransitFacility,交通设施,archivedAt,归档时间,Text,,Text,,,0,0
TransitFacility,交通设施,archiveReason,归档原因,Text,,Text,,,0,0
TransportFareRule,票价规则,id,标识,Text,NotNull,Text,,,17,1
TransportFareRule,票价规则,name,规则名称,Text,NotNull,TextAndVector,,,17,1
TransportFareRule,票价规则,transportMode,交通方式,Text,"NotNull,Enum=""出租车,网约车,公交,地铁,其他""",Text,,,17,1
TransportFareRule,票价规则,applicableAdminArea,适用行政区,AdminArea,,,,,17,1
TransportFareRule,票价规则,vehicleCategory,车型或服务类别,Text,,Text,,,17,1
TransportFareRule,票价规则,timeWindow,适用时段,Text,,Text,,,17,1
TransportFareRule,票价规则,distanceOrCondition,距离或触发条件,Text,,TextAndVector,,,17,1
TransportFareRule,票价规则,chargeComponent,收费组成,Text,,Text,,,17,1
TransportFareRule,票价规则,rateValue,数值,Float,,,,,13,0.764706
TransportFareRule,票价规则,currency,币种,Text,,Text,,,12,0.705882
TransportFareRule,票价规则,rateUnit,计费单位,Text,,Text,,,16,0.941176
TransportFareRule,票价规则,calculationRule,计算规则,Text,,TextAndVector,,,17,1
TransportFareRule,票价规则,effectiveDate,生效日期,Text,,Text,,,17,1
TransportFareRule,票价规则,currentness,时效状态,Text,,Text,,,17,1
TransportFareRule,票价规则,sourceTitle,来源文件或标题,Text,,Text,,,17,1
TransportFareRule,票价规则,sourceUrl,来源地址,Text,,Text,,,17,1
TransportFareRule,票价规则,auditStatus,审核状态,Text,,Text,,,17,1
TransportFareRule,票价规则,qualityNotes,质量说明,Text,,TextAndVector,,,17,1
TransportFareRule,票价规则,sourceId,来源ID,Text,NotNull,Text,,,17,1
TransportFareRule,票价规则,fieldSources,字段级来源,Text,MultiValue,Text,,,17,1
TransportFareRule,票价规则,fieldUpdatedAt,字段级更新时间,Text,MultiValue,Text,,,17,1
TransportFareRule,票价规则,batchId,采集批次,Text,,Text,,,17,1
TransportFareRule,票价规则,externalIds,外部标识,Text,"NotNull,MultiValue",Text,,,17,1
TransportFareRule,票价规则,lastVerifiedAt,最近核验时间,Text,,Text,,,0,0
TransportFareRule,票价规则,verifiedBy,核验人或来源,Text,,Text,true,,0,0
TransportFareRule,票价规则,dataQuality,数据质量,Text,"NotNull,Enum=""ingestable,needs_review,rejected,archived""",Text,,,17,1
TransportFareRule,票价规则,contentHash,内容哈希,Text,,Text,,,17,1
TransportFareRule,票价规则,createdAt,首次入库时间,Text,,Text,,,17,1
TransportFareRule,票价规则,updatedAt,内容更新时间,Text,,Text,,,17,1
TransportFareRule,票价规则,lastSeenAt,最近抓取时间,Text,,Text,,,17,1
TransportFareRule,票价规则,referencedBy,被引用数,Integer,,,,,17,1
TransportFareRule,票价规则,archivedAt,归档时间,Text,,Text,,,0,0
TransportFareRule,票价规则,archiveReason,归档原因,Text,,Text,,,0,0
