行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
呵叻府,景点观光,Art Forrest,Art Forrest Khao Yai,主题园区,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"艺术森林,工作日16点放人造雾气",周末逃离曼谷|🐑130km直达“瑞士牧场“,https://www.xiaohongshu.com/explore/69cb970f000000001b021dcc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Ban Tha Chang Spring,Ban Tha Chang Spring,自然景点,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,休闲游客,"原生态泉水,可跳水,水里有小鱼",五一不知道去哪？那你应该看看泰国巴冲,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,GranMonte酒庄,GranMonte Vineyard and Winery,葡萄园/酒庄,北冲县,55,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,品酒爱好者,"被群山环绕的绝美酒庄,可参观葡萄园和酒窖","泰国小瑞士！考艾3天2夜自驾之旅
泰国🇹🇭考艾 3天2晚自由行攻略","https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6985c506000000000d00a373?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Haew Su Wat Waterfall,Haew Su Wat Waterfall,瀑布,考艾国家公园内,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,徒步爱好者,"《海滩》电影取景地,旱季水量较小",泰国考艾国家公园两天一夜自驾行程攻略,https://www.xiaohongshu.com/explore/6a1934430000000036001d5d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Khao Yai Da,เขาใหญ่ดา,登山步道,罗勇,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,运动爱好者,13公里徒步往返、5公里眺望沙美岛、终点6.3公里有饮料泡面,罗勇牛马周末也要爬山爆汗Khao Yai Da,https://www.xiaohongshu.com/explore/6a89c15700000000380009f9?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Khao Yai National Park,อุทยานแห่งชาติเขาใหญ่,国家公园,考艾,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自然爱好者,徒步吸氧、野生猴子观测、森林瀑布,"泰国🇹🇭考艾 3天2晚自由行攻略
考艾｜该怎么形容这片在曼谷周边静谧的绿意","https://www.xiaohongshu.com/explore/6985c506000000000d00a373?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7882600000000033032cf5?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Kong Kaew瀑布,Kong Kaew Waterfall,瀑布,考艾国家公园内,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,徒步爱好者,"1号徒步路线终点,火山岩溪流+沼泽森林",0难度新手必看考艾国家森林公园懒人路线,https://www.xiaohongshu.com/explore/67f39299000000000900fcba?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Palio Khao Yai,Palio Khao Yai,主题园区,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,彩色小房子和石板路的购物小镇,五一不知道去哪？那你应该看看泰国巴冲,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,PB Valley葡萄酒庄,PB Valley Khao Yai Winery,葡萄园/酒庄,北冲县,55,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,品酒爱好者,"泰国最大酒庄,可参观葡萄园、酿酒厂并品酒","假装在意大利！曼谷2h直达的“小欧洲”
考艾爆火的PB Valley 葡萄酒庄园实测
旅游 Vlog｜泰国·参观葡萄酒庄🍷","https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a505d62000000001102f940?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0ee0300000000007020be1?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Pha Diao Dai Cliff,Pha Diao Dai Cliff,观景点,考艾国家公园内,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,徒步爱好者,"峡谷观景台,徒步loop约七八分钟",泰国考艾国家公园两天一夜自驾行程攻略,https://www.xiaohongshu.com/explore/6a1934430000000036001d5d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Pha Trom Jai Viewpoint,Pha Trom Jai Viewpoint,观景点,考艾国家公园内,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"可边喝咖啡边看风景,有斑冠犀鸟出没",泰国考艾国家公园两天一夜自驾行程攻略,https://www.xiaohongshu.com/explore/6a1934430000000036001d5d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Phimai Historical Park,พิมายประวัติศาสตร์公园,历史遗迹,披迈县,29,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,"高棉风格石宫、""泰国小吴哥窟""、千年古建","呵叻| 跨越国界的文明—披迈石宫
泰国冷门宝藏！呵叻5大避世地🌿
帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️
挑战 100 个泰国打卡点|披迈石宫","https://www.xiaohongshu.com/explore/6a32ac9700000000160264c1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/692fc283000000001d03d693?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7bc3f000000000330106cb?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Primo Piazza,Primo Piazza Khao Yai,主题园区,北冲县,55,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"复刻意大利托斯卡纳小镇,可喂羊驼","假装在意大利！曼谷2h直达的“小欧洲”
泰国考艾亲子攻略｜自然×农场×美食一次满足
泰国🇹🇭考艾 3天2晚自由行攻略
五一不知道去哪？那你应该看看泰国巴冲","https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6985c506000000000d00a373?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,The Bloom,The Bloom Khao Yai,主题园区,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"200+种鲜花+童话玻璃屋,欧式花园",假装在意大利！曼谷2h直达的“小欧洲”,https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
廊开府,景点观光,Sala Keoku,ศาลาแก้วกู่,雕塑公园,Wat That社区,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,佛教+印度教巨型雕塑、七头娜迦护佛、25-30米高卧佛,"出片友好旅行｜Sala Keoku泰国小众魔幻秘境
🇹🇭泰国最魔幻的雕塑群，萨拉鬼窟","https://www.xiaohongshu.com/explore/69ca24080000000023017ae1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d231370000000023012b06?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,景点观光,Khao Laem Ya,เขาแหลมยา,观景点,罗勇,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,看日落,傍晚海景日落、受欢迎自然景点,🇹🇭 罗勇一日行程收藏 🔖,https://www.xiaohongshu.com/explore/6a68a8cf000000000c003000?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,景点观光,Laem Charoen Beach,แหลมเจริญ,海滩,罗勇,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,海边休闲,散步吹海风、悠闲海岸风景,🇹🇭 罗勇一日行程收藏 🔖,https://www.xiaohongshu.com/explore/6a68a8cf000000000c003000?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,景点观光,Rayong Botanical Garden,สวนพฤกษศาสตร์ระยอง,湿地公园,罗勇,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/自然爱好者,泰国小亚马逊、睡莲水道、划船体验(100铢自划/300铢代划),泰国小众绿野仙踪｜罗勇湿地划船全攻略,https://www.xiaohongshu.com/explore/6a64d6fe000000000401d257?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,景点观光,Thung Prong Thong,ทุ่งปรองทอง,红树林步道,Pak Nam Prasae,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自然爱好者,金色红树林、免费门票、社区三轮车8铢,罗勇景点｜免费的金色红树林步道,https://www.xiaohongshu.com/explore/6a6b86e30000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,景点观光,Yomjinda Road,ถนนยมจินดา,老街,罗勇市区,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,百年南洋骑楼老建筑、旧木门窗、复古电影感,"在罗勇老街，消磨一段南洋旧时光🌿
🇹🇭 罗勇一日行程收藏 🔖","https://www.xiaohongshu.com/explore/6a759fa90000000022031532?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a68a8cf000000000c003000?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,景点观光,Khanom Beach,หาดขนอม,海滩,卡农县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,海边休闲,本地人私藏海滩、水清沙幼人少、偶遇粉色海豚,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,景点观光,Khao Phlai Dam Coastal Road,เขาพลายดํา沿海公路,景观公路,洛坤,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾/拍照,泰国最美海滨公路、8公里海岸线、远眺苏梅岛帕岸岛,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,景点观光,Wat Ai Khai,วัดไอ้ไข่,寺庙,洛坤,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,求财祈福,泰国超灵求财神庙、拜艾凯神童、烧炮仗还神、红公鸡雕像,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,景点观光,Khiriwong Village,หมู่บ้านคีรีวง,目的地城市与度假区,洛坤,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自然爱好者,泰国公认空气最好小清新村、骑车溯溪、瀑布玩水,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,景点观光,Doi Phu Kha National Park,ดอยภูคา国家公园,国家公园,普卡县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自然爱好者,云海日出、星空观测、1715号观景台日落,泰国难府，47万人活成了世外桃源,https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,景点观光,Nan National Museum,พิพิธภัณฑสถานแห่งชาติน่าน,博物馆,难府古城,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,百年建筑、兰纳时期文物、历任统治者遗物,泰国难府，47万人活成了世外桃源,https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,景点观光,Wat Phumin,วัดภูมินทร์,寺庙,难府古城,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化爱好者,"兰纳艺术壁画、""爱的低语""壁画、泰北文化符号","难府｜看普明寺壁画✨
泰国难府，47万人活成了世外桃源","https://www.xiaohongshu.com/explore/6a81790c0000000028033a7f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,Bang Niang Beach,邦娘海滩,海滩,邦娘区,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/度假,细软白沙、果冻海、秋千架,🇹🇭泰国!考拉!不愧是亲子酒店天花板,https://www.xiaohongshu.com/explore/69e6ebaf000000002200eb84?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,Khuk Khak Beach,库克卡克海滩,海滩,The Haven酒店前,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,静谧/成人,5000m2海水泳池、12岁+,🌊邂逅宁静——The Haven Khao Lak🌊,https://www.xiaohongshu.com/explore/6a6171b5000000000f0110cd?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,Small Sandy Beach,小沙滩,隐蔽海滩,小众,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,安静/私密,人少、适合躺平,向全世界安利普吉周边度假小镇—考拉,https://www.xiaohongshu.com/explore/67d15c99000000001201ea99?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,The Little Amazon Takuapa,小亚马逊塔库阿帕,雨林皮划艇,热带雨林,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/体验,500泰铢/大人、看野生动物(蛇),泰国南部 Phang Nga 攀牙的活动,https://www.xiaohongshu.com/explore/68cab5c10000000013034d3b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
彭世洛府,景点观光,Sgt. Maj. Thawee Folk Museum,พิพิธภัณฑ์ทหารเอกทวี,民俗博物馆,彭世洛市区,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化爱好者,老军人创立、本地民间生活器物收藏,多彩的泰北小城｜ 彭世洛一日游,https://www.xiaohongshu.com/explore/69a07bc9000000002303869c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
彭世洛府,景点观光,Wat Chan Tawan Tok,วัดจันทร์ตะวันตก,寺庙,彭世洛市区,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,傍晚河对岸远拍、安静有氛围,泰北旅行泰国彭世洛旅游攻略,https://www.xiaohongshu.com/explore/6a799c28000000002c003f20?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
彭世洛府,景点观光,Wat Phra Si Rattana Mahathat,วัดพระศรีรัตนมหาธาตุ,寺庙,彭世洛市区,29,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化爱好者,成功佛Phra Phuttha Chinnarat、素可泰艺术巅峰、火焰状背光,"彭世洛旅游攻略 好喜欢这个慢悠悠的城市
泰北旅行泰国彭世洛旅游攻略
多彩的泰北小城｜ 彭世洛一日游","https://www.xiaohongshu.com/explore/6a0710220000000036001496?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a799c28000000002c003f20?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a07bc9000000002303869c?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,景点观光,合艾钟楼,Hatyai Clock Tower,地标钟楼,市中心,42,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,交通节点/拍照,"去宋卡的面包车出发点,一人35泰铢","🇹🇭合艾旅行最满意的景点😍
泰国预备世界遗产地｜南洋秘境-宋卡老城
合艾｜拒绝赶趟，别再把合艾当中转站","https://www.xiaohongshu.com/explore/65da15610000000007026cd9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a896d8000000000380001fe?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a55bb600000000016024a6c?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,景点观光,宋卡湖,Songkhla Lake,湖泊,市区,42,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,休闲散步,"湖面波光粼粼,天气晴朗时非常适合发呆放空","合艾宋卡府 | 岛屿秘境咖啡馆 - Summer Sky
🎨泰国南部宋卡｜漫步老城的色彩美学
海丝一梦·宋卡·泰南篇
泰国预备世界遗产地｜南洋秘境-宋卡老城","https://www.xiaohongshu.com/explore/6a4b8449000000000e038400?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a40efbd0000000006034624?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b3ce92000000001f0056f8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a896d8000000000380001fe?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Ban Chiang National Museum,บ้านเชียงพิพิธภัณฑ์แห่งชาติ,博物馆,班清县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,古代出土陶器、冷气足、世界文化遗产,泰国东北🇹🇭乌隆他尼自由行～,https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Phu Phra Bat Historical Park,ภูพระบาทประวัติศาสตร์公园,历史公园,乌隆他尼,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自然/历史爱好者,奇特巨石、世界文化遗产、徒步路线,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Red Lotus Lake,บึงหนองหาน,湖泊,乌隆他尼,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,含苞待放红莲、日出船拍、平静如镜,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Thai-Chinese Cultural Center,ศูนย์วัฒนธรรมไทย-จีน,文化中心,乌隆他尼市区,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化爱好者,华人本头公妈庙、忠孝园、孔子二十四孝介绍,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Wat Papukon,วัดป่าภูคอน,寺庙,乌隆他尼,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,山上蓝色庙宇、大卧佛、景色辽阔,泰国东北🇹🇭乌隆他尼自由行～,https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
武里南府,景点观光,Phanom Rung Historical Park,พนมรุ้งประวัติศาสตร์公园,历史遗迹,南隆县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,"泰国最大高棉遗址、15道石门、太阳穿门奇观(4月3-5日/9月8-10日日出,3月5-7日/10月6-8日日落)",帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️,https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
武里南府,景点观光,Prasat Muang Tam,ปราสาทเมืองต่ํา,历史遗迹,南隆县,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,泰国三大高棉遗址之一、莲花池环绕、5座红砂岩佛塔,"帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️
挑战 100 个泰国打卡点|披迈石宫","https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7bc3f000000000330106cb?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
武里南府,景点观光,Wat Khao Angkhan,วัดเขาอังคาร,寺庙,南隆县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,看日落,死火山顶部寺庙、8世纪陀罗钵地砂岩界标、日落极美,帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️,https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,景点观光,大象世界保育营,Elephants World Kanchanaburi,大象保护营,市区外,27,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,亲子/动物爱好者,ethical互动体验、喂食泥浆浴河边洗象、1800泰铢/人含接送,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,景点观光,火车站对面租车店,无专名,租车门店,火车站正对面,72,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,摩托车/自行车,"200-300泰铢/天摩托车,60泰铢自行车",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,GranMonte Vineyard,กรานมอนเต,酒庄,考艾,29,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,品酒爱好者,参观葡萄园酒窖、专业导览讲解、品特色葡萄酒,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,景点观光,Sai Sorn Reservoir,Sai Sorn Reservoir,水库,考艾国家公园内,55,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,自然爱好者,日落前有机会看到大象群来喝水,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,Memories Beach,记忆海滩,冲浪点,海滩,51,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,冲浪/新手,浪友好、适合新手、有bar和massage,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
