候选ID,问题ID,采集轮次,来源阶段,行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,游客需求场景,AI证据强度,POI细分类型证据,地理位置描述证据,游客需求场景证据,字段证据审核状态,名称直接命中帖子数（非热度）,证据帖子ID,证据标题,证据URL,固定实体初筛,分店消歧状态,审核结论,合并主候选ID,审核备注,原始回答行
POICAND-6DDAA866FA8CD3FB,GYTRAVEL-HV-20260916-0092,1,20260916_贵阳高价值POI精确补采,南明区,住宿酒店,贵阳南明兴业希尔顿欢朋酒店,Hampton by Hilton Guiyang Nanming Xingye,中高端连锁酒店（希尔顿旗下欢朋品牌）,贵州贵阳南明区永兴街3号（参考地址），近龙洞堡机场与森林公园地铁站，与亚朵酒店同栋楼，邻近南明区青云市集,来贵阳旅游或出差入住，近机场赶早班机方便，早餐含糯米饭、酸汤面、肠旺面等贵阳本地特色，带泳池（单独收费）,强：近24个月9位独立住客12篇笔记直接提及,,,,,14,"6925ac9f000000001f00fdb9
696081d0000000001a0247bf
69ad3d23000000001a0347c1
69b8f6330000000028009c4b
69f6c1cc000000002202676e
6a16e2e60000000006034d3d
6a673856000000001c0109a1
6a681ef8000000001d022cbf
6a694732000000002201b9cb
6a6b0b84000000002702067c
6a6b0c82000000002102351c
6a816c8d000000003300c736
6a950c74000000001f01d27b
6aa7d973000000002900c55d","贵阳南明兴业希尔顿欢朋酒店年会场地可预定哦，联系电话☎️13639002786
年底会议选这里！省心到直接锁定这家酒店
在南明兴业希尔顿欢朋的餐厅，开启元气一天✨
贵阳南明兴业希尔顿欢朋酒店
@希尔顿欢朋（中国） #希尔顿欢朋[话题]# #贵阳南明兴业希尔顿欢朋酒店[话题
🍉酒店欢迎礼卷疯了！这水果盘我直接惊掉下
南明兴业希尔顿欢朋酒店｜露台电影放映
南明兴业希尔顿欢朋酒店｜打卡全民健身中心
入住贵阳南明兴业希尔顿欢朋酒店，体验感超出预期。酒店毗邻地铁森林公园站，去往机场
来贵阳住这家✨早餐吃到地道贵阳味
贵阳出行优选｜住得舒服才是硬道理🌞
贵阳南明兴业希尔顿欢朋酒店｜欢朋快乐日
谁懂！在酒店早餐解锁贵州烟火
贵阳南明兴业希尔顿欢朋酒店体验很棒✨","https://www.xiaohongshu.com/explore/6925ac9f000000001f00fdb9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/696081d0000000001a0247bf?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ad3d23000000001a0347c1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b8f6330000000028009c4b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f6c1cc000000002202676e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a16e2e60000000006034d3d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a673856000000001c0109a1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a681ef8000000001d022cbf?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a694732000000002201b9cb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6b0b84000000002702067c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6b0c82000000002102351c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a816c8d000000003300c736?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a950c74000000001f01d27b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa7d973000000002900c55d?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳南明兴业希尔顿欢朋酒店｜Hampton by Hilton Guiyang Nanming Xingye｜住宿酒店｜中高端连锁酒店（希尔顿旗下欢朋品牌）｜南明区｜贵州贵阳南明区永兴街3号（参考地址），近龙洞堡机场与森林公园地铁站，与亚朵酒店同栋楼，邻近南明区青云市集｜来贵阳旅游或出差入住，近机场赶早班机方便，早餐含糯米饭、酸汤面、肠旺面等贵阳本地特色，带泳池（单独收费）｜强：近24个月9位独立住客12篇笔记直接提及
POICAND-9BDD5E6726B2E73D,GYTRAVEL-HV-20260916-0063,1,20260916_贵阳高价值POI精确补采,南明区,住宿酒店,贵阳南明吉源希尔顿惠庭酒店,未确认,中高端旅居酒店（机场酒店）,位于双龙航空港经济区西南环线96号，距龙洞堡机场约3公里（约10分钟车程），近地铁2号线云盘站约800米,机场中转与早班/晚班机过夜、亲子度假、宠物友好出行、长住旅居,强（近24个月7篇游客笔记直接提及）,,,,,14,"68a7d807000000001d00b4c7
695f27fe000000000e03f74a
69672062000000000a02c0b9
69a7ab0c000000001a02cae6
69a7bbf8000000002202fd4e
69b0d5a40000000026032008
69f3796c0000000038021481
69fafef60000000023014567
6a06b22e000000003502f89a
6a0f0d31000000003601c75e
6a28f55f000000002202ab6b
6a6c0fca000000002403dc31
6a755f53000000002c00481c
6a7ebd750000000025017994","✈️龙洞堡机场10分钟 解锁旅居新体验
年会无忧｜贵阳希尔顿惠庭酒店欢迎您
请大数据把我推给春节来贵阳旅游的人
贵阳赏花住哪？贵阳4家希尔顿惠庭全搞定
落地即玩🛬住机场旁 带娃冲海洋馆赏樱花
贵阳市区性价比最高的希尔顿酒店
西安出发🚗小狗来贵阳啦🐶
红眼航班救星！贵阳机场旁这家酒店太懂我了
宠物友好酒店测评———贵阳
端午飞贵阳，落地10分钟住进“家”！
23°C贵阳避暑✨，三日逛吃住宿全攻略
龙洞堡出行首选｜希尔顿惠庭自带居家小厨房
贵阳龙洞堡机场停车 17元/天包接送机","https://www.xiaohongshu.com/explore/68a7d807000000001d00b4c7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/695f27fe000000000e03f74a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69672062000000000a02c0b9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a7ab0c000000001a02cae6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a7bbf8000000002202fd4e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b0d5a40000000026032008?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f3796c0000000038021481?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69fafef60000000023014567?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a06b22e000000003502f89a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0f0d31000000003601c75e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a28f55f000000002202ab6b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6c0fca000000002403dc31?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a755f53000000002c00481c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7ebd750000000025017994?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳南明吉源希尔顿惠庭酒店｜未确认｜住宿酒店｜中高端旅居酒店（机场酒店）｜南明区｜位于双龙航空港经济区西南环线96号，距龙洞堡机场约3公里（约10分钟车程），近地铁2号线云盘站约800米｜机场中转与早班/晚班机过夜、亲子度假、宠物友好出行、长住旅居｜强（近24个月7篇游客笔记直接提及）
POICAND-D8A14184B3C8664B,GYTRAVEL-HV-20260916-0073,1,20260916_贵阳高价值POI精确补采,南明区,住宿酒店,贵阳南明火车站希尔顿欢朋酒店,Hampton by Hilton Guiyang Nanming Railway Station,国际连锁商务酒店（希尔顿欢朋品牌）,花溪大道北段262号万科翡翠滨江A1楼，近南明火车站，实际位于太慈桥一带，离花溪、花果园方向较近,来贵阳旅游或出差住宿，近火车站交通便利，自助早餐含贵阳特色美食，配备24小时洗衣房等,中等（有真实入住体验笔记1篇+真实用户咨询1篇，另有大量营销/官方笔记佐证存在与位置）,,,,,13,"6842ea1d000000000303c7c6
686d46ea00000000220325c1
68e9eb3b000000000301fcfb
69dcdc80000000001a022c9b
69f5bffb000000003803650a
69ffe00f000000003601cce9
6a1bcddf000000003701d80a
6a2f5f340000000016024571
6a5cd7cd000000000301f2d6
6a8d4c690000000010023451
6a9bd2ce000000001001d415
6aa342cb000000002803b88c
6aa3ec23000000000d02479e","被酒店氛围感拉满～📷
贵阳火车站旁的轻奢之选！希尔顿欢朋yyds
贵阳南明火车站希尔顿欢朋酒店
看看南明火车站希尔顿欢朋酒店的春色吧～

贵阳的春天，从南明火车站希尔顿欢朋开
希尔顿欢朋酒店｜五一欢享黔味时光💕
🌞 希尔顿欢朋酒店｜活力自助健康早餐
来贵阳落脚选这家希尔顿欢朋太合适啦
贵阳南明火车站希尔顿欢朋｜24h洗衣房
入住实测｜希尔顿欢朋住得舒服真的藏在细节
贵阳出行住这里🚄近火车站出行太方便！
贵阳住宿｜被这家酒店的自助早餐狠狠拿捏✨
一纸心意，暖赴旅途
贵阳希尔顿欢朋｜房卡打卡大堂版","https://www.xiaohongshu.com/explore/6842ea1d000000000303c7c6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/686d46ea00000000220325c1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68e9eb3b000000000301fcfb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69dcdc80000000001a022c9b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f5bffb000000003803650a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ffe00f000000003601cce9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a1bcddf000000003701d80a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2f5f340000000016024571?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5cd7cd000000000301f2d6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8d4c690000000010023451?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9bd2ce000000001001d415?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa342cb000000002803b88c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa3ec23000000000d02479e?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳南明火车站希尔顿欢朋酒店｜Hampton by Hilton Guiyang Nanming Railway Station｜住宿酒店｜国际连锁商务酒店（希尔顿欢朋品牌）｜南明区｜花溪大道北段262号万科翡翠滨江A1楼，近南明火车站，实际位于太慈桥一带，离花溪、花果园方向较近｜来贵阳旅游或出差住宿，近火车站交通便利，自助早餐含贵阳特色美食，配备24小时洗衣房等｜中等（有真实入住体验笔记1篇+真实用户咨询1篇，另有大量营销/官方笔记佐证存在与位置）
POICAND-D94B1DC3A7A1A5D8,GYTRAVEL-HV-20260916-0183,1,20260916_贵阳高价值POI精确补采,南明区,住宿酒店,贵阳甲秀楼猴子酒店(喷水池地铁站店),未确认,酒店,富水南路2号五楼（甲秀楼旁、状元街附近，步行至甲秀楼约10分钟、民生路约15分钟）,来贵阳游客住宿，临近甲秀楼、民生路等景点，位置便利,"证据强度：弱（近24个月仅1篇直接署名""甲秀楼喷水池店""的游客笔记）",,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,"贵阳甲秀楼猴子酒店(喷水池地铁站店)｜未确认｜住宿酒店｜酒店｜南明区｜富水南路2号五楼（甲秀楼旁、状元街附近，步行至甲秀楼约10分钟、民生路约15分钟）｜来贵阳游客住宿，临近甲秀楼、民生路等景点，位置便利｜证据强度：弱（近24个月仅1篇直接署名""甲秀楼喷水池店""的游客笔记）"
POICAND-F80EB3637B4BEDED,GYTRAVEL-HV-20260916-0085,1,20260916_贵阳高价值POI精确补采,南明区,住宿酒店,贵阳雅高诺富特酒店(喷水池甲秀楼店),Novotel Guiyang（贵阳诺富特酒店）,国际连锁商务酒店（雅高集团）,中华南路8号，近喷水池/大十字核心商圈，中山西路地铁站E口步行约5分钟,游客市中心住宿，出行便利，邻近甲秀楼、民生路好吃街、青云市集等,强（近24个月6篇＋近36个月2篇真实到访笔记）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,贵阳雅高诺富特酒店(喷水池甲秀楼店)｜Novotel Guiyang（贵阳诺富特酒店）｜住宿酒店｜国际连锁商务酒店（雅高集团）｜南明区｜中华南路8号，近喷水池/大十字核心商圈，中山西路地铁站E口步行约5分钟｜游客市中心住宿，出行便利，邻近甲秀楼、民生路好吃街、青云市集等｜强（近24个月6篇＋近36个月2篇真实到访笔记）
POICAND-AF12BA42F591B292,GYTRAVEL-HV-20260916-0068,1,20260916_贵阳高价值POI精确补采,南明区,住宿酒店,贵阳雅高铂尔曼大酒店（甲秀楼鸿通城购物中心店）,Pullman Guiyang,国际五星级连锁酒店（雅高旗下）,贵阳市南明区解放路100号（鸿通城购物中心内，邻近贵阳火车站、甲秀楼、青云市集、二七路小吃街）,贵阳旅游过渡/中转住宿、亲子遛娃（五楼萌宠乐园）、甲秀楼青云市集周边住宿、恒温泳池健身,强（近24个月17篇独立游客到访笔记）,,,,,1,6a883eed000000000302a19d,贵阳铂尔曼大酒店 | Pullman Guiyang,https://www.xiaohongshu.com/explore/6a883eed000000000302a19d?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳雅高铂尔曼大酒店（甲秀楼鸿通城购物中心店）｜Pullman Guiyang｜住宿酒店｜国际五星级连锁酒店（雅高旗下）｜南明区｜贵阳市南明区解放路100号（鸿通城购物中心内，邻近贵阳火车站、甲秀楼、青云市集、二七路小吃街）｜贵阳旅游过渡/中转住宿、亲子遛娃（五楼萌宠乐园）、甲秀楼青云市集周边住宿、恒温泳池健身｜强（近24个月17篇独立游客到访笔记）
POICAND-FBB79A33FB18B787,GYTRAVEL-HV-20260916-0114,1,20260916_贵阳高价值POI精确补采,南明区,交通服务,贵阳站,Guiyang Railway Station,铁路客运站,遵义路1号（出站即地铁1号线贵阳火车站，近市中心老城区）,来贵阳旅游的大陆游客进出城交通枢纽，涉及抵离换乘、地铁接驳、行李寄存、打车乘车等场景,证据强度：强（近24个月多篇来贵阳旅游游客笔记直接提及）,,,,,19,"67e95b44000000001c017e4e
67ffaf83000000001c02f74a
686b539a000000000b01ced3
68b7a6b1000000001d009ceb
68dc12df0000000007016d4f
68ff5f46000000000703962e
69055f150000000004020b76
69ec60d20000000036033a1d
6a048e670000000007012df8
6a05d6e400000000080032b0
6a50b49e00000000160245b9
6a6834ed000000001c013c58
6a6c72ac0000000033009c71
6a7173fb000000002201420c
6a9652610000000012001f35
6a9cd6fd000000002b01cf3d
6a9fd10a00000000120356ce
6aa41e25000000002601c357
6aa93029000000002b01c881","贵州旅游碎碎念
贵阳火车站附近好吃的早餐摊摊～
贵阳站10分钟超级方便的小屋
贵阳共有5个车站.贵阳站，北站，东站，龙洞堡
分享贵州贵阳火车站0元免费寄存行李攻略
贵阳站详细打车攻略！
贵阳站快速乘车攻略🍃
贵阳站
如何从贵阳火车站出发，玩遍整个贵阳市中心？
大众城市旅游攻略（贵阳）
贵阳站省钱攻略｜7.5r带走贵州邮票冰箱贴
(贵A-贵阳).333.  车站介绍:  贵阳站。
贵阳只待①天，直接复制这条citywalk路线❗
贵阳好多人！！
坐车观城~贵阳2路公交漫游
48h 特种兵·贵阳一日游实录
中秋国庆来贵州要玩的溶洞‼️速🐎住
贵阳📍三日游，保姆级逛吃攻略，超详细❗
汪苏泷贵阳演唱会｜追星+逛吃保姆级全攻略✨（内附朋友圈文案）
终于等到汪苏泷「明","https://www.xiaohongshu.com/explore/67e95b44000000001c017e4e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67ffaf83000000001c02f74a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/686b539a000000000b01ced3?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68b7a6b1000000001d009ceb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68dc12df0000000007016d4f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68ff5f46000000000703962e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69055f150000000004020b76?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ec60d20000000036033a1d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a048e670000000007012df8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a05d6e400000000080032b0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a50b49e00000000160245b9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6834ed000000001c013c58?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6c72ac0000000033009c71?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7173fb000000002201420c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9652610000000012001f35?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9cd6fd000000002b01cf3d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9fd10a00000000120356ce?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa41e25000000002601c357?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa93029000000002b01c881?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳站｜Guiyang Railway Station｜交通服务｜铁路客运站｜南明区｜遵义路1号（出站即地铁1号线贵阳火车站，近市中心老城区）｜来贵阳旅游的大陆游客进出城交通枢纽，涉及抵离换乘、地铁接驳、行李寄存、打车乘车等场景｜证据强度：强（近24个月多篇来贵阳旅游游客笔记直接提及）
POICAND-632E0D9704CEBBF3,GYTRAVEL-HV-20260916-0113,1,20260916_贵阳高价值POI精确补采,南明区,交通服务,贵阳龙洞堡国际机场,Guiyang Longdongbao International Airport（IATA: KWE，ICAO: ZUGY）,4E级民用国际机场,南明区龙洞堡片区，机场路1号，含T2、T3航站楼及贵宾楼,抵离贵阳的航空门户，游客候机餐饮购物（去茶山、乔治队长、但家香酥鸭、SeekSeeking等）、安检登机、机场过夜、贵宾厅休息、拍飞机打卡，以及机场—地铁—高铁（龙洞堡站）换乘等场景,强（近24个月约28篇独立游客笔记直接提及，来源充分）,,,,,5,"68c4dc13000000001d02244d
698d16c6000000001b01da27
69f19cd200000000350271bf
6a911af3000000002103060f
6a95487b0000000024006276","贵阳龙洞堡国际机场T3 逛吃逛喝✈️
贵阳龙洞堡国际机场T3国内出发 早上很顺利
📍贵阳龙洞堡国际机场📍✨KWE贵阳✨
第一次体验机场贵宾厅✈️🥳
🛫|贵阳龙洞堡机场吃吃喝喝四件套","https://www.xiaohongshu.com/explore/68c4dc13000000001d02244d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/698d16c6000000001b01da27?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f19cd200000000350271bf?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a911af3000000002103060f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a95487b0000000024006276?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳龙洞堡国际机场｜Guiyang Longdongbao International Airport（IATA: KWE，ICAO: ZUGY）｜交通服务｜4E级民用国际机场｜南明区｜南明区龙洞堡片区，机场路1号，含T2、T3航站楼及贵宾楼｜抵离贵阳的航空门户，游客候机餐饮购物（去茶山、乔治队长、但家香酥鸭、SeekSeeking等）、安检登机、机场过夜、贵宾厅休息、拍飞机打卡，以及机场—地铁—高铁（龙洞堡站）换乘等场景｜强（近24个月约28篇独立游客笔记直接提及，来源充分）
POICAND-45FDA7096F488981,GYTRAVEL-HV-20260916-0028,1,20260916_贵阳高价值POI精确补采,南明区（笔记多标注云岩区，见风险）,餐饮美食,盛意食府(省医家属区宿舍店),盛意食府,中式融合菜餐厅兼省医月饼/糕点门店,宝山南路2号，贵州省人民医院对面，地铁2号线省人民医院站C出口附近,游客购买省医网红云腿月饼、打卡省医特色糕点及融合菜,证据强度：中（近24个月有3篇游客笔记直接提及）,,,,,15,"64ac24f5000000002f028732
66069816000000001a011b00
663dfebc000000001e030e43
66ee3255000000001e018abe
68b64290000000001d0131b5
68ccb261000000000e022a64
68ccd89900000000120235af
68d388c3000000001202ea3e
68d8b8ba0000000012016489
68da1f95000000000e03046e
6937e8db000000001b021479
6a9c2ec2000000002901b951
6a9d094a000000002a027388
6aa028270000000029015fa9
6aa5f564000000001001dfaa","贵阳旅行必吃的——肠旺面🍜能有多好吃呢
两块钱的蛋包糯米饭!
省医职工食堂新品蛋糕第二弹！
贵阳 | 月饼大赏～
说说贵阳的月饼🥮
自己总结了省医月饼几个购买方式🥮
第一次排队买贵阳省医月饼
贵州省人民医院月饼
贵州省医月饼
贵阳省医月饼，要么早点来要么晚点来！
80张定制餐椅焕新省医旁的盛意食府今天80张定制餐椅焕新，祝新椅迎客，生意长虹，
2026省医（盛意）月饼超全购买攻略
省医月饼
不用排队｜省医火腿月饼，外地可帮入手🥮 贵","https://www.xiaohongshu.com/explore/64ac24f5000000002f028732?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66069816000000001a011b00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/663dfebc000000001e030e43?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66ee3255000000001e018abe?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68b64290000000001d0131b5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68ccb261000000000e022a64?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68ccd89900000000120235af?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d388c3000000001202ea3e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d8b8ba0000000012016489?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68da1f95000000000e03046e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6937e8db000000001b021479?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9c2ec2000000002901b951?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9d094a000000002a027388?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa028270000000029015fa9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa5f564000000001001dfaa?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,盛意食府(省医家属区宿舍店)｜盛意食府｜餐饮美食｜中式融合菜餐厅兼省医月饼/糕点门店｜南明区（笔记多标注云岩区，见风险）｜宝山南路2号，贵州省人民医院对面，地铁2号线省人民医院站C出口附近｜游客购买省医网红云腿月饼、打卡省医特色糕点及融合菜｜证据强度：中（近24个月有3篇游客笔记直接提及）
POICAND-A75BDC90E04E593E,GYTRAVEL-HV-20260916-0170,1,20260916_贵阳高价值POI精确补采,清镇市,餐饮美食,丝意丝娃娃(海通步行街店),未确认,丝娃娃/贵州小吃店,清镇市海通步行街（参考地址海通步行街35-37号）,游客品尝清镇特色酸汤丝娃娃及小吃,弱,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,丝意丝娃娃(海通步行街店)｜未确认｜餐饮美食｜丝娃娃/贵州小吃店｜清镇市｜清镇市海通步行街（参考地址海通步行街35-37号）｜游客品尝清镇特色酸汤丝娃娃及小吃｜弱
POICAND-73F18103D4437B64,GYTRAVEL-HV-20260916-0171,1,20260916_贵阳高价值POI精确补采,清镇市,餐饮美食,中环烙锅美食广场,中环烙锅美食广场,烙锅美食街区/美食广场,清镇市中环国际商圈（中环国际商业步行街，参考地址中环国际B2区）,游客品尝地道贵州烙锅、何记冰粉冰浆等本地小吃，感受夜市烟火气，适合贵阳周边游及清镇旅行美食打卡,强,,,,,4,"675a8617000000000603d226
698742b8000000001a026fe1
6a8eab24000000002c03c3c8
6aa2904e0000000025037ace","救命！被清镇烙锅硬控的一餐
贵阳逛吃之烙锅
#人生旅途中的美景[话题]#
清镇中环美食广场，藏着地道贵州烟火✨
来清镇入住桔
这才是贵阳本地人爱吃的烙锅‼️清镇的才正宗","https://www.xiaohongshu.com/explore/675a8617000000000603d226?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/698742b8000000001a026fe1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8eab24000000002c03c3c8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa2904e0000000025037ace?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,中环烙锅美食广场｜中环烙锅美食广场｜餐饮美食｜烙锅美食街区/美食广场｜清镇市｜清镇市中环国际商圈（中环国际商业步行街，参考地址中环国际B2区）｜游客品尝地道贵州烙锅、何记冰粉冰浆等本地小吃，感受夜市烟火气，适合贵阳周边游及清镇旅行美食打卡｜强
