证据ID,候选ID,问题ID,采集轮次,来源阶段,POI名称,小红书帖子ID,标题,URL,帖子正文,命中名称,帖子类型候选,帖子类型审核,证据片段,证据审核状态,审核备注
EV-8FC770438C585CBE,POICAND-6DA08F8343B0F082,GYTRAVEL-HV-20260916-0034,1,20260916_贵阳高价值POI精确补采,丁姨妈贵州臭豆腐烙锅(甲秀楼店),68da11b5000000000e02495a,贵阳 | 两天两夜我都吃了什么（纯天然分享,https://www.xiaohongshu.com/explore/68da11b5000000000e02495a?xsec_token_redacted=1&xsec_source=pc_dots,"1️⃣外卖（图2）
晚上落地贵阳就按捺不住要开吃了，一下点了三家外卖
直接看图吧，随便点都不踩雷，尤其推荐素粉
.
2️⃣原汤豆米火锅（兴隆街店）（图3-6）
+安顺小舒冰浆（图7）
买的腊肉豆米火锅套餐，说实话套餐里的配菜都一般般吧，所以好吃的点是：1、自助的蔬菜超级新鲜；2、锅底都是现炒的，汤好喝，是食物的本味
豆米会煮化掉，汤越来越浓稠，不建议太早加汤
老板很热情，但很忙，没什么服务，💰人均三四十吃到撑
🥒冰浆是黄瓜牛奶味，很清爽，这家更有糯米的颗粒感，个人比较喜欢
.
3️⃣福禄咖啡馆（图8-10）☕
咖啡都很好喝，个人最推荐“小满”，巨峰葡萄这款豆子真的有葡萄味
但是空气中有一股下水道味，如果处理了会更想多待一会儿
.
4️⃣丁姨妈贵州臭豆腐烙锅（甲秀楼店）（图11-12）
本地朋友推荐的，我个人最喜欢的一餐。超！级！好！吃！
臭豆腐和洋芋粑必点，我们都点了两份；还推荐韭菜鸡蛋、娃娃菜
⚠️但是很油，肠胃不好或者不喜欢太油的姐妹慎吃
.
5️⃣花溪牛魔王原汤牛肉粉（新华路店）+名阳破酥包
（图14-15）
点自己喜欢的口味就好，都还不错，小料也很丰富，米粉是比较粗的
破酥包就在粉店隔壁，顺道尝尝，也好吃
.
6️⃣JUJU小人物集合站（阿云朵仓店）（图16-17）
点了一套全家福，小甜水类型，咖啡味比较淡，味道都还可以，个人最喜欢白苹果莳萝酸
.
7️⃣屯大叔（阿云朵仓店）+GUAAI乖丸家冰浆（图18）
美食城类型的长桌食集
点了怪噜炒饭、油豆豉排骨砂锅，因为不饿本想随便吃吃算了，没想到还怪好吃的
🥭冰浆的味道、甜度都还行，但糯米的颗粒感几乎没有，像普通沙冰，个人不太推荐
.
🏨再说一下hotel
是知名小马logo的甲秀楼青云市集店
离地铁远，但似乎不坐地铁也不影响出行
门口有公交站，打车也很方便，步行8分钟可到青云市集
最棒的是附近有很多吃的，楼下走几步就是兴隆街，街不长但都是好吃的，是本地人会来吃的地方。2️⃣、5️⃣都在楼下；步行十几分钟可到4️⃣，途中会经过甲秀楼；外卖巨多

本篇记录与分享在贵阳我觉得好吃的东西
贵阳凯里郎德行程、美食、购物分享请看我主页其他篇

#贵阳美食[话题]# #兴隆街美食[话题]# #贵阳旅游攻略[话题]# #贵阳美食推荐[话题]# #贵阳咖啡馆[话题]# #贵州旅游[话题]# #小街小巷美食[话题]#",丁姨妈贵州臭豆腐烙锅(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-C7EDDAF6D262CCEB,POICAND-6DA08F8343B0F082,GYTRAVEL-HV-20260916-0034,1,20260916_贵阳高价值POI精确补采,丁姨妈贵州臭豆腐烙锅(甲秀楼店),69d10da90000000021006594,正谊路的贵州老字号丁姨妈臭豆腐烙锅绝了,https://www.xiaohongshu.com/explore/69d10da90000000021006594?xsec_token_redacted=1&xsec_source=pc_dots,"藏在正谊路的贵州老字号，臭豆腐烙锅绝了！

就在南明区正谊路21号，离我只有0.1km的「丁姨妈贵州臭豆腐烙锅」，真不愧是贵州省老字号！🔥

招牌臭豆腐和洋芋粑都是自家手工加工，外焦里嫩，一口爆浆～洋芋粑软糯香甜，配上特制辣椒面，绝配！🌶️
❗按照个人口味，由最爱开始排序
酱爆板筋（非常下饭，好吃，辣酱香
而不辣）
臭豆腐（非常非常嫩，烙着烙着就起
锅巴，我非常爱吃这个锅巴，见图六）
洋芋粑（洋芋感觉很新鲜）
脆皮米豆腐（一开始觉得一般，吃着吃
着觉得好吃起来了，特别的味道）
韭菜鸡蛋（家常菜味道，不是很爱鸡蛋的
也可以不点）
魔芋豆腐（个人觉得无功无过，没有太入
味，喜欢小时候贵阳街头酱爆口味的）#有锅气更有烟火气[话题]# #美食分享[话题]# #美食[话题]# #谁懂这一锅的含金量[话题]# #丁姨妈臭豆腐烙锅[话题]#",丁姨妈贵州臭豆腐烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-A027C74C94B32F3C,POICAND-6DA08F8343B0F082,GYTRAVEL-HV-20260916-0034,1,20260916_贵阳高价值POI精确补采,丁姨妈贵州臭豆腐烙锅(甲秀楼店),6a20eb0c000000003502bb78,贵阳旅游｜甲秀楼附近美食合集,https://www.xiaohongshu.com/explore/6a20eb0c000000003502bb78?xsec_token_redacted=1&xsec_source=pc_dots,"1️⃣ 逍魂炒饭（大南门店）
营业时间：11:00开始
推荐：销魂炒饭、销魂二块粑、冰粉
2️⃣ 丁姨妈贵州臭豆腐烙锅（甲秀楼店）
营业时间：12:00开始
3️⃣ 粟多能花园烧烤（甲秀楼店）
营业时间：16:30开始
4️⃣ 小娴 番茄鸡（甲秀楼店）
营业时间：11:00开始
5️⃣ 小满牛肉粉（护国路店）
全天营业
6️⃣ 姚知味鲜肉椒香饼（甲秀楼店）
营业时间：07:30-20:30
7️⃣ 胡记二分店炖鸡饭
营业时间：10:00开始
8️⃣ 黔城故事（花园店）
营业时间：11:00开始
9️⃣ 苗小子砂锅烫菜（甲秀楼店）
营业时间：11:30开始
1️⃣0️⃣ 丝恋丝娃娃（甲秀楼店）
营业时间：11:00开始
1️⃣1️⃣ 雷家豆腐圆子（甲秀楼店）
营业时间：09:30-22:00
#贵阳[话题]#
#贵阳旅游[话题]#
#美食合集[话题]#
#老城区美食[话题]#
#本地人推荐美食[话题]#
#贵州旅游[话题]#
#贵州美食[话题]#
#贵州旅行[话题]#
#贵州烙锅[话题]#
#贵州[话题]#",丁姨妈贵州臭豆腐烙锅(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-D9493DFE8A6896A1,POICAND-6DA08F8343B0F082,GYTRAVEL-HV-20260916-0034,1,20260916_贵阳高价值POI精确补采,丁姨妈贵州臭豆腐烙锅(甲秀楼店),6a6831d7000000000f00649c,贵州美食,https://www.xiaohongshu.com/explore/6a6831d7000000000f00649c?xsec_token_redacted=1&xsec_source=pc_dots,"p1贵阳 金牌罗记肠旺面  夯！
p2贵阳 丁姨妈贵州臭豆腐烙锅(甲秀楼店) 好吃！
p3兴义 郭记鱼号·金州长寿鱼馆(一分店) 好吃便宜！四人套餐80+，点的奶汤锅底
p4兴义 马锐清真馆(桔丰路) 夯！
p5兴义 陈文明羊肉粉馆 夯！
地址：贵州省黔西南布依族苗族自治州兴义市西湖路53号
p6安顺 蒋记牛肉粉古城店 好吃！
p7安顺的宫鼎茶！都超好喝！夯夯夯！

忘拍图的：
🐾安顺 黔府豆米火锅野菜馆(南马店) 夯！
🐾安顺小舒冰浆（抹茶味的）好喝！
#贵州美食[话题]# #本地人爱吃的美食[话题]#",丁姨妈贵州臭豆腐烙锅(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-A10B74227FED3134,POICAND-2C8EC39D77AE58C2,GYTRAVEL-HV-20260916-0023,1,20260916_贵阳高价值POI精确补采,三孃豌杂面(贵棉小区店),6677bcf0000000001c03562b,贵阳美食第13弹|这些店无需营销,https://www.xiaohongshu.com/explore/6677bcf0000000001c03562b?xsec_token_redacted=1&xsec_source=pc_dots,"1、三孃豌杂面(贵棉小区店)：南明区兴关路42号1单元1楼4号(公厕楼上）
2、荷叶糍粑：三孃碗杂面楼下路口
3、老贵阳全牛粉(遵义路34号院店)：南明区尚义路85号
4、折耳根豆腐皮：尚义小学门口固定摊位
5、马记穆斯林全牛肉粉：南明区遵义路42-2号东南50米（第三家牛肉粉对面）
6、白糖烧饼：尚义路小学门口固定摊位
7、手撕豆腐：尚义路小学门口推车（学生放学一般都在）
8、房林老地方牛肉粉：南明区兴关社区服务中心营盘路42-8
9、褚刘香破酥包：南明区兴关路8号（就在十字路口处很显眼）
10、安顺胡记牛肉馆：南明区兴关社区服务中心瑞金南路(贵州电脑城对面)
11、陈记绿色肉饼店：南明区兴关社区服务中心兴关路224号
12、张老二小菜馆：南明区沙冲北路7号（铂尔曼大酒店对面）
13、马老三烤吧：南明区兴关北巷8号（离三孃碗杂面很近）
14、周记留一手烤鱼：青云市集很大一家门面巨显眼
15、豆豆甜品店：南明区兴隆街106号
16、砂锅粉开水面：南明区青云路43号1层20号(青云市集旁边）#贵阳美食打卡指南[话题]# #贵阳美食[话题]# #贵阳美食攻略[话题]# #吃货薯[话题]# #薯条小助手[话题]#",三孃豌杂面(贵棉小区店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-1313F53B535D8A98,POICAND-ABD07560D585DF1B,GYTRAVEL-HV-20260916-0011,1,20260916_贵阳高价值POI精确补采,包整(甲秀楼店),60a4f590000000000102be08,贵阳探店｜包整（甲秀楼店）🥢,https://www.xiaohongshu.com/explore/60a4f590000000000102be08?xsec_token_redacted=1&xsec_source=pc_dots,"🥢包整（甲秀楼店）
📍西湖路甲秀新村1栋1单元
在贵阳的最后一天，睡了个懒觉，整理好行李出门觅食。这家店位置在甲秀楼牌坊对面的巷子里，还是挺好找的，
中午11点40左右开始营业🈺️，可以先拿号，（我就是去早了，爬到楼上结果还没营业🤦♀️）
四楼五楼都是他们家，座位还是充溢的，当然，排队的人也不少，毕竟也是家网红店。
P1，丝娃娃，👑
他们家的招牌，每桌必点，吃着个新鲜，配菜是固定的，酱料自行搭配，味道么，就还行吧，跟我老家的食饼筒是没法比的，
P2，茅台酱油火焰饭🔥
茅台有两档可选，普通的68，基本也是形式主义，上桌后，撒上茅台酒再点火，酱油饭是好吃的，我们干完了，但是吧，茅台的味道可以忽略，
P3，迷踪虾
这虾味道倒是挺别致的，酸辣味的，越到后面越辣，个头大，虾也新鲜的，
P4，不丢嘴洋芋片
味道类似薯片，趁着松脆的时候吃，
P5，热冰粉
其实不热，常温，甜度适中，解腻来一碗还是不错的。",包整(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-74D313BF23867B11,POICAND-ABD07560D585DF1B,GYTRAVEL-HV-20260916-0011,1,20260916_贵阳高价值POI精确补采,包整(甲秀楼店),61a046ef000000000102dd0e,人均40+/贵阳有正宗的安顺夺夺粉火锅了！,https://www.xiaohongshu.com/explore/61a046ef000000000102dd0e?xsec_token_redacted=1&xsec_source=pc_dots,"🕍店名：包整（甲秀楼店）
🍄地址：西湖路甲秀新村1栋1单元（甲秀楼对面）
💰人均：40-60
✨✨✨
之前在贵阳吃过夺夺粉，知道是安顺标志性美食，后来专程去安顺吃了当地比较有名的一家，发现味道和贵阳之前吃的不大一样。
✨✨✨
这次包整居然上新了夺夺粉火锅，介绍说就是安顺的做法，吃了之后确实个人觉得更接近安顺吃到的味道。
✨✨✨
不过先说明一下，夺夺粉还是有丢丢重口味的哦！锅底里面有腐乳，吃之前要三思哈😂咱这种吃得惯的，确实吃起爽，而且有点上头，越吃越好吃。
✨✨✨
特别是煮米豆腐，简直像是打开新世界的大门，原来米豆腐煮火锅是如此的般配！它家可以团，88/双人餐，酥肉、五花肉、米豆腐……必点菜基本都有！量两个人是够的。建议可以试试鲜牛肉，煮着也好吃。
✨✨✨
当然火锅底本身就有肉饼，汤比起寻常火锅来说更浓稠。下锅要注意时间，抓紧吃哦😃。
对了，这次去包整，发现它家还有🌟包房菜🌟（图7&图8）！需要提前一天预订。菜品很不错诶，有不少河鲜，海鲜，宴请朋友啥的，很合适。
#贵阳探店[话题]# #贵阳旅行[话题]# #贵阳美食打卡指南[话题]# #火锅[话题]# #贵阳美食[话题]# #我的美食日记[话题]# #周末探店[话题]#",包整(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-3B61040095C9443F,POICAND-ABD07560D585DF1B,GYTRAVEL-HV-20260916-0011,1,20260916_贵阳高价值POI精确补采,包整(甲秀楼店),651414b50000000020003c24,双打卡❗️贵阳甲秀楼➕当地名小吃丝娃娃 手把,https://www.xiaohongshu.com/explore/651414b50000000020003c24?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳人从小吃到大的丝娃娃
就算去到外地工作也都会十分的想念🥰
每一次回贵阳我都要去吃丝娃娃
收藏了好久这家店 这次回来专门过来吃
位置非常得好 就在甲秀楼的对面
坐在楼上就可以看到整个甲秀楼和南明河的风景
天气很好 蓝天白云☁️ 真的心旷神怡

丝娃娃
这个是必点的啦 一份有10片皮
有十几种配菜、各种蔬菜丝、凉面 泡菜
是自助不限量的 吃完还可以加
第一部是在饼皮上加入各种配菜
第二部把屏皮左右和下端往中间包起来
就像婴儿在襁褓里一样
第三部一勺搭配的辣椒水，从丝娃娃头上浇下去
辣椒水🈶️酸汤的和红汤的 味道也是不同
辣椒水是吃丝娃娃的ning hun

怪噜炒饭
也是从小吃到大的炒饭
名字也是很独特，因为加了各种各样的小菜一起炒
有腊肉、腊肠、豆米、脆哨
看着都流口水 真的巨香巨好吃😋

还有泼辣牛肉、卤串也是很好吃
上面都有贵阳的美食标配折耳根

店名： 包整(甲秀楼店)
地址：西湖路甲秀新村1栋1单元3楼1号（西湖社区）#贵阳[话题]# #贵阳美食[话题]# #贵阳美食打卡指南[话题]# #贵阳小吃[话题]# #贵阳特色小吃推荐[话题]# #小吃[话题]# #丝娃娃[话题]# #贵阳丝娃娃[话题]# #街头小吃[话题]# #国庆[话题]# #国庆吃什么[话题]# #贵阳旅游吃什么[话题]# #贵阳打卡网红拍照地[话题]#",包整(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-CD0C54CE8D58FA94,POICAND-ABD07560D585DF1B,GYTRAVEL-HV-20260916-0011,1,20260916_贵阳高价值POI精确补采,包整(甲秀楼店),661a4b2d000000001a016c7b,【食】包整（甲秀楼店）|贵州小吃集合体,https://www.xiaohongshu.com/explore/661a4b2d000000001a016c7b?xsec_token_redacted=1&xsec_source=pc_dots,"【店名】包整（甲秀楼店）
【坐标】南明区西湖路甲秀新村1栋1单元3楼1号（西湖社区）
【消费】本次四大一小，平台团购3-4人套餐198元
【套餐详情】基本囊括贵州特色小吃：丝娃娃、烤猪雪花、红糖引子粑、豆腐圆子、脆哨炒饭、怪噜饭、酸汤鱼（给我们上漏了）、2杯奶茶、2份冰粉
【先说餐馆环境】餐馆位于甲秀楼对面小巷子进去步梯上三楼（无电梯），靠窗的位置能看到甲秀楼，风景如最后一图（实拍），小店内布置相对紧凑，桌与桌之间的凳子紧挨，个人觉得有些紧凑
【再来说服务】说实话，没啥服务，不介绍怎么吃，丝娃娃蘸料让自己打，表示没吃过，也没主动说帮忙调料，上漏菜品应急处理能力太差
【再来说菜品】
1.丝娃娃：还得去地摊吃才爽，首先我们蘸料不得劲，味道就可想而知了，而且丝娃娃的面皮很少，属于华而不实的菜式；
2.烤猪雪花：这个菜客观说，对我的胃，好吃，但是因为是小火炉烤着，签是铁签（反复用的那种），所以吃肉的时候小心不要碰到签子，会烫嘴，分量小；
3.红糖引子粑：感觉是糍粑，小粒小粒的，喜欢甜食的玥爸，承包了整份；
4.豆腐圆子：玥妈觉得无功无过，这个菜不辣，小孩可吃；
5.怪噜饭：微微辣，味道奇奇怪怪的，不推荐；
6.脆哨炒饭：味道OK的，有葱花，不喜的，可以提前叫不放，要不然挑起来很麻烦，不过，建议要葱花，要不然失去了这道饭的精髓；
7.奶茶和冰粉不做评价，味道中规中矩；
8.酸汤鱼漏了，无法点评。
【最后来个总结】
1.是个贵州小吃的集合店，如果时间比较紧没办法去吃接地气的小吃，推荐来这，还是比较齐全的，但凡时间充裕都不推荐，味道中规中矩，没有什么亮点；
2.无法做正餐，吃不饱滴；
3.节假日靠窗位置基本11：30左右就没有了（我们就是那时候到的），但是好像可以留位置，我们到的时候有一个靠窗位置，店员说是留座，执着于甲秀楼景色的可以试试电话预约。",包整(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-EED202EB773F2962,POICAND-ABD07560D585DF1B,GYTRAVEL-HV-20260916-0011,1,20260916_贵阳高价值POI精确补采,包整(甲秀楼店),6a424a87000000000f00788f,贵阳美食实测红黑榜,https://www.xiaohongshu.com/explore/6a424a87000000000f00788f?xsec_token_redacted=1&xsec_source=pc_dots,"[红色心形R]快哈烤米皮：不愧是上过舌尖系列老店，米皮糯唧唧的，而且软韧不烂，裹满秘制红油，表面还洒满了辣椒面。但是对于吃辣不行的来说还是有点辣了，建议配个小甜水解辣。
[红色心形R]凉都青瓦房烙锅：第二站来到了花果园的凉都青瓦房烙锅，这家店是12点开门，来吃的要注意好时间。这家味道非常可以，个人认为全场最佳是火腿肠！火腿肠的表皮微焦，配上辣椒面，咸香十足！
[黄色心形R]宝妈蛋包洋芋：整体口感很有特色，金黄软嫩的蛋皮包裹着捣碎的黄心洋芋，混合着酸萝卜、火腿丁，洋芋脑袋狂喜。但是这个有个特别的味道，褒贬不一，能吃的就很爱，综合下来还是给个黄榜。
巧八角：网传贵阳必打卡的冰浆网红店，期待值拉满结果大失所望，完全不值得专门排队！点了三个味道杨梅、芋泥和芒果，只有芒果相对好吃。糯米感觉不出来，冰沙也不够绵密。
觉园素斋：路过的时候尝试了一下引子包。感觉就是普通的糖包，不爱吃糖包的直接避开。
包整（甲秀楼店）：客观来说位置和服务都可以，在窗边就能望到甲秀楼，但是味道不如之前好了，专程打卡没必要，只适合顺路拍照打卡、不想走远的游客。
[红色心形R]小平香辣素粉：藏在老小区的地道老店，排队人超多。粗酸粉劲道顺滑，吸满了红油。推荐搭配个溏心蛋，口感翻倍。划重点：辣椒后劲十足，对于吃辣不行的人来说即使是少辣椒，也偏辣。
[黄色心形R]去茶山：我们尝试的是芭乐生椰贵州铜仁抹茶，芭乐果香浓郁，但抹茶存在感不强。爱喝芭乐的可以直接冲，很清新。喜欢抹茶的不推荐这款。
[红色心形R]陈氏豆米火锅：二十年本地老牌，招牌糟辣锅底，汤汁浓厚，柔和酸辣超开胃！店内野菜自助不限量，灵魂吃法汤汁泡饭，轻轻松松干下两碗。
[红色心形R]来福洋芋片：本来是冲着他隔壁的炸洋芋来的，但是人太多了就尝试了这家。确实好吃，特别是黄瓜奶酪味直接碾压某事的黄瓜味。
来贵州必带洋芋片！不过贵州洋芋片应该都不错，买的时候一定要选有锅现炸的店，最好是把味道都尝一尝再买，基本上每家店口都有试吃的。
[黄色心形R]矮子馅饼：整体口感在线，酥皮层层松软完全不发干，趁热吃香气十足。同行人中有吃过更惊艳的馅饼，所以只能给个黄榜。顺路可以买着试试，支持拼盒，不用特意排长队买。
这次来贵阳不光吃到很多美食，还挖到两家超好逛的服装店！
一家位于商场，店内按颜色分区摆放，看着特别舒服，款式超多，定价很亲民。
一家是临街小店，店面不大但版型专为微胖女生设计！剪裁充分考虑女生身材曲线，不是平着下来。#贵阳美食[话题]# #贵阳旅游[话题]#",包整(甲秀楼店,混合贴候选,,"巧八角：网传贵阳必打卡的冰浆网红店，期待值拉满结果大失所望，完全不值得专门排队！点了三个味道杨梅、芋泥和芒果，只有芒果相对好吃。糯米感觉不出来，冰沙也不够绵密。
觉园素斋：路过的时候尝试了一下引子包。感觉就是普通的糖包，不爱吃糖包的直接避开。
包整（甲秀楼店）：客观来说位置和服务都可以，在窗边就能望到甲秀楼，但是味道不如之前好了，专程打卡没必要，只适合顺路拍照打卡、不想走远的游客。
[红色心形R]小平香辣素粉：藏在老小区的地道老店，排队人超多。粗酸粉劲道顺滑，吸满了红油。推荐搭配个溏心蛋，口感翻倍。划重点：辣椒后劲十足，对于吃辣不行的人来说即使是少辣椒，也偏辣。
[黄色心形R]去茶山：我们尝试的是芭乐生椰贵州铜仁抹茶，芭乐果香浓郁，但抹茶存在感不强。爱喝芭乐的可以直接冲，很清新。喜欢抹茶的不推荐这款。",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-1987225B58E8945E,POICAND-ABD07560D585DF1B,GYTRAVEL-HV-20260916-0011,1,20260916_贵阳高价值POI精确补采,包整(甲秀楼店),6a45057b000000001702ee97,📍贵阳·甲秀楼｜最美机位就在这里！！！,https://www.xiaohongshu.com/explore/6a45057b000000001702ee97?xsec_token_redacted=1&xsec_source=pc_dots,"谁懂啊家人们！在贵阳，竟然能把“吃”和“景”结合得这么完美！😭

窗外是600年历史的甲秀楼，桌上摆着全贵州的精华！

这就是【包整】给你的惊喜。

🥢 关于味道：

这一桌简直是贵州美食博览会！

👉 丝娃娃🥗：十几样蔬菜丝，包罗万象，裹上灵魂红酸汤，一口一个脆爽！

👉 抹茶浮奈花🌸：以为是抹茶？其实是贵州特色的清凉甜品，解辣神器，颜值还超高，配上浮奈花，贵气满满～🌸

👉 茅台火焰饭🔥：蜂窝煤造型，又好吃又出片！！

📸 关于出片：

坐在窗边，南明河的晚风吹过来，看着甲秀楼的灯火一盏盏亮起，那一刻真的想在这里虚度光阴。

来贵阳，别只顾着逛，进来【包整】坐坐，把贵州的味道吃进肚子里，把甲秀楼的风景装进相机里！📷

📍坐标：包整（甲秀楼店）
#甲秀楼拍照[话题]# #贵阳探店[话题]# #贵州小吃[话题]# #丝娃娃[话题]# #周末去哪儿[话题]# #治愈系风景[话题]##贵阳美食[话题]#",包整(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-81C8BD11B37B4966,POICAND-ABD07560D585DF1B,GYTRAVEL-HV-20260916-0011,1,20260916_贵阳高价值POI精确补采,包整(甲秀楼店),6a70ab460000000033011b02,"来贵阳甲秀楼，找到观景天花板餐厅✨
📍包整（甲秀楼店）
窗边机位直面南明河、甲",https://www.xiaohongshu.com/explore/6a70ab460000000033011b02?xsec_token_redacted=1&xsec_source=pc_dots,"来贵阳甲秀楼，找到观景天花板餐厅✨
📍包整（甲秀楼店）
窗边机位直面南明河、甲秀楼古建
一边看四百多年的城南胜迹，一边炫贵州小吃
招牌丝娃娃必点！十几种鲜蔬随心包裹，淋上灵魂酸汤
豆腐圆子、红糖引子粑、火焰饭一站式打卡
把贵州各地风味一网打尽
逛甲秀楼走累了，在这里歇脚吃饭拍照
美景配黔味，贵阳旅行仪式感直接拉满
⚠️想去窗边观景位建议早点到！
#贵阳旅游[话题]# #甲秀楼[话题]# #贵阳美食[话题]# #包整[话题]# #贵阳小吃[话题]# #丝娃娃[话题]# #贵州旅游[话题]#",包整(甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-4A618925504D8028,POICAND-5D40F14C20E97898,GYTRAVEL-HV-20260916-0048,1,20260916_贵阳高价值POI精确补采,去茶山(贵阳万象城店),68e21fc1000000000302cab2,贵州～贵阳去茶山,https://www.xiaohongshu.com/explore/68e21fc1000000000302cab2?xsec_token_redacted=1&xsec_source=pc_dots,"去茶山(贵阳万象城店)
📍 遵义路328号万象城二楼户外

推荐招牌贵州铜仁抹茶小丸子冰浆配抹茶冻！！
抹茶醇厚不涩 小丸子软糯Q弹
冰浆细腻无冰渣 甜度把控精准
搭配的抹茶冻清爽回甘
强烈推荐给不爱甜腻的抹茶控！

#去茶山抹茶[话题]# #茶饮[话题]# #去茶山[话题]# #去茶山店[话题]# #去茶山抹茶系列[话题]# #贵州去茶山[话题]# #贵阳去茶山[话题]# #去茶山推荐[话题]# #贵州奶茶[话题]# #贵阳奶茶[话题]#",去茶山(贵阳万象城店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-0F39DCCD8B6CD9FA,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),687f458400000000220302aa,这家烙锅好好吃啊🤤,https://www.xiaohongshu.com/explore/687f458400000000220302aa?xsec_token_redacted=1&xsec_source=pc_dots,"青云市集这家店排队排了2小时，排队等待过程中顺便逛了会，买了套衣服。
真开心🥳，吃到好吃的，还买了漂亮衣服🤩

小肠、猪皮、洋芋粑、黄喉、毛肚、怪噜饭好吃😋
去贵阳别只知道吃脆哨炒饭，怪噜饭也很好吃[派对R]

📍大胖刘烙锅

#贵州烙锅[话题]# #美食分享[话题]# #贵阳美食[话题]# #贵阳探店[话题]#",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-D5692B2D01AFE272,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),68c95aae0000000012023842,避雷！！！！,https://www.xiaohongshu.com/explore/68c95aae0000000012023842?xsec_token_redacted=1&xsec_source=pc_dots,来青云集市吃饭，看推荐的大胖刘烙锅，门口也有很多人排队，想着应该确实好吃，拍了一小时队，好不容易排到了，坐到桌子前半个小时了就这点菜，菜都糊锅了，其他的还不上，还说人手不够怎么的，不够也不能让消费者进去帮你们整菜吧，就没有解决办法吗，这么大个连锁店#再也不会去第二次的店[话题]#,大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-B6BF454F1865CEA8,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),69a56d550000000016008d3b,"在贵阳的最后一个晚餐
在【青云市集】的网红店～【大胖刘烙锅】享用，味道很不错，我",https://www.xiaohongshu.com/explore/69a56d550000000016008d3b?xsec_token_redacted=1&xsec_source=pc_dots,"在贵阳的最后一个晚餐
在【青云市集】的网红店～【大胖刘烙锅】享用，味道很不错，我最爱的【折耳根】配料任意吃……
这间店值得推荐！！
[色][色][强][强][强]",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
