行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
北碧府,餐饮美食,The Village Farm To Café,The Village Farm To Café Kanchanaburi,玻璃屋餐厅,桂河死亡大桥附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,一日游游客,熏鲑鱼哈密瓜和烤猪肋排推荐、食材新鲜不贵,去泰国🇹🇭北碧府不能错过的一家漂亮饭,https://www.xiaohongshu.com/explore/6a73e60f0000000012010fa4?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,ร้านต้นประดู่&หมูกะทะ กาญจนบุรี,Ton Pradu & Moo Krata Kanchanaburi,猪锅餐厅,市区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,晚餐游客,肉质新鲜、晚上有乐队演出、人均约300泰铢,北碧府：泰国的宁静绿洲,https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,树屋咖啡厅,Bang Otron Tree House,海边咖啡馆,海边沙滩上,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡/宠物友好,"围绕大树搭建,面朝大海,有秋千和木桥,宠物友好",春蓬海边树屋咖啡厅 宠物友好拍照太出片了,https://www.xiaohongshu.com/explore/6a5863e50000000011006c73?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,无名餐厅,(No Name Restaurant),泰餐,BIG ONE superstore旁边,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求性价比游客,"正宗泰餐价格实惠,人均80泰铢,pork belly推荐",🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,植物咖啡店,(Plant Coffee Shop),咖啡馆,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,咖啡爱好者,"山里小店,老板手冲咖啡手法朴实,50泰铢/杯性价比高",未被“网红化”的泰国/春蓬府,https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Baan Ouadchum Treehouse,บ้านต้นไม้อวดชุม,树屋餐厅,"海边,距市中心41km",41,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾游客/拍照打卡,"树屋结构海景好,餐食品质高无坑,咖啡一般","春蓬自驾〡海边树屋登高远眺海湾，好吃好看
泰国春蓬自驾〡小众海边高性价比民宿","https://www.xiaohongshu.com/explore/6a9195e7000000002003cabc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a915691000000002503d06b?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Baan Yai Sri,Baan Yai Sri,河边餐厅,"雨林别墅附近,需预约",41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾游客,"河边餐厅,需提前预约",泰国南部自驾之旅2.12-21第九章 春蓬雨林,https://www.xiaohongshu.com/explore/69c25618000000001a02b0ab?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Coffee Bar 99,Coffee Bar 99,咖啡馆,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,咖啡爱好者,"春蓬是泰国最大咖啡豆产地之一,这家咖啡和甜点都不错,卖自烘咖啡豆和挂耳咖啡",🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来,https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Coffee Tree House,Coffee Tree House,树屋咖啡馆,海边水塘旁,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡/工作休闲,"多层木质树屋设计,面向水塘和大海,有吉祥白水牛",春蓬隐藏秘境！纯白水牛守护的树屋咖啡店,https://www.xiaohongshu.com/explore/693a21c0000000001b030666?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Farida Cha Roti,Farida Cha Roti,本地餐馆,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地食客,"咖喱鸡饭和香蕉煎饼便宜美味,很多当地人吃",泰南春蓬,https://www.xiaohongshu.com/explore/6a7d3913000000003300bca7?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Hor Chia Dim Sum Restaurant,Hor Chia Dim Sum Restaurant,广式点心,火车站附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,点心爱好者,"自助式点单,菜量小但种类多,人均约469泰铢",春蓬一日躺平游记,https://www.xiaohongshu.com/explore/69885dbc0000000028008846?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Lay Tung Laen Seafood,Lay tung laenseafood,海鲜餐厅,通瓦兰沙滩,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,海鲜爱好者,"可坐沙滩看路人,现捞海鲜,人均200泰铢(五菜+饮料)",🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Lung Plen,Lung Plen,河边餐厅,雨林别墅附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾游客,"河边餐厅,Baan Yai Sri订不到可来这家",泰国南部自驾之旅2.12-21第九章 春蓬雨林,https://www.xiaohongshu.com/explore/69c25618000000001a02b0ab?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,mama咖啡,mama Coffee,咖啡甜品,火车站附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,等车游客,"周日营业,价格偏贵(99泰铢/份),泰奶推荐",春蓬一日躺平游记,https://www.xiaohongshu.com/explore/69885dbc0000000028008846?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,papa餐馆,papa Restaurant,酒馆餐吧,火车站对面,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,等车游客,"周日营业,价格偏贵(100+泰铢/份),咖喱汁很辣",春蓬一日躺平游记,https://www.xiaohongshu.com/explore/69885dbc0000000028008846?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Pimploy餐厅,Pimploy Restaurant,本地菜,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地食客,"谷歌地图本地推荐,味道不错",泰国小众地春蓬🇹🇭千字旅游攻略真心大放送,https://www.xiaohongshu.com/explore/65df30730000000003036527?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Sook Samoer Fish Head Hot Pot,Sook Samoer Fish Head Hot Pot,鱼肉料理,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,鱼肉爱好者,"鱼肉沙拉酱好吃,鱼籽汤酸辣开胃,店员英语不好",🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来,https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,มัทรี วัลเลย์ Restaurant & Cafe',มัทรี วัลเลย์ Restaurant&Cafe,景观咖啡馆兼餐厅,Khao Matsee观景台附近,41,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/观景游客,"院子养乌龟/山羊/兔子,可俯瞰春蓬全景,人均200-250泰铢","未被“网红化”的泰国/春蓬府
🇹🇭春蓬｜三天三夜吃喝住行全攻略
泰国春蓬🇹🇭山顶的绝美咖啡馆+动物园","https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68a18b77000000001d01b531?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,大门凤火锅鸡,大门凤火锅鸡,火锅与烧烤,滨河街旁边,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,火锅爱好者,"车厘子随便吃,酱香/微辣/麻辣可选",大城美食推荐（大门凤火锅鸡）,https://www.xiaohongshu.com/explore/67cc4b08000000002900d0dc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,陶宝砂锅,陶宝砂锅,餐厅与本地美食,府东西边,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭聚餐,"店大环境好,豆花牛肉/蘑菇推荐",大城美食｜冬天就要吃些热乎的,https://www.xiaohongshu.com/explore/67190d5d000000001b011264?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,囍聯鸿,囍聯鸿,餐厅,王府花园对面,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,中餐爱好者,"黑豆腐/臭鳜鱼/口水鸡,部分菜品调整",大城美食：吃过很多次的囍聯鸿，我有话说,https://www.xiaohongshu.com/explore/69d470350000000021012cec?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,For Filter Coffee Roaster,For Filter Coffee Roaster,咖啡馆,河边,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,午餐/下午茶,"日式简木风,泰式简餐味道惊艳",For Filter Coffee Roaster,https://www.xiaohongshu.com/explore/6975b189000000000a029d7b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,FOR YOU CAFE,FOR YOU CAFE,亲子咖啡馆兼餐厅,火车站河对面,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/甜品,"手工冰淇淋,哈密瓜雪花冰超大",Ayutthaya大城！孩子很爱的手工冰淇淋餐厅,https://www.xiaohongshu.com/explore/6790baf500000000170393f0?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,Himawari Cafe,Himawari Cafe,咖啡馆,古城内,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,日系风,"向日葵主题,日系原木风,干净治愈",大城府 Himawari Cafe,https://www.xiaohongshu.com/explore/69edf6f000000000350279fe?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,Lung Lek Boat Noodle,Lung Lek Boat Noodle,面食与小吃,古城内,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地体验,"60泰铢/碗,量大肉多,local风格",曼谷往返大城一日游,https://www.xiaohongshu.com/explore/6a80750b0000000005033cd0?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,Rak Na Ayutthaya,Rak Na Ayutthaya รักษ์นา อยุธยา,咖啡馆,Ban Pom,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照/早午餐,"稻田主题咖啡馆,楼顶吹风chill,烤虾必点",不去可惜的大城府稻田咖啡馆,https://www.xiaohongshu.com/explore/67acb150000000002901d2ce?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,Sun's Son cafe x Bistro,Sun's Son Café x Bistro,咖啡馆,河边小巷,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,下午茶,"360°河景,欧美休闲风音乐,出片",大城府-探店笔记,https://www.xiaohongshu.com/explore/6a379e41000000000d00bc00?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,The Artisans Ayutthaya,The Artisans Ayutthaya,餐厅与本地美食,河边,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,高端美食,"米其林500+道菜,烤虾/和牛/瓦罐饭惊艳",曼谷大城府，让你惊艳尖叫餐厅,https://www.xiaohongshu.com/explore/67dac6fa000000001d00403a?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,The Summer House,The Summer House,咖啡馆,南部,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,Sea小海粉丝,"Sea小海同款机位,椰子蛋糕惊艳",大城🇹🇭｜Sea小海同款咖啡厅,https://www.xiaohongshu.com/explore/6a328cb8000000002103fc4d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,餐饮美食,Pastry Architect,Pastry Architect,甜品与烘焙,古城内,72,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,法式甜点,"L'Amour Rose玫瑰甜点/抹茶流心,安静舒适",​🍰Pastry Architect：大城府必去的法式,https://www.xiaohongshu.com/explore/69889a77000000001d0271d8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,Café Amazon Trang,Café Amazon Trang,咖啡馆,Thap Thiang区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,需要提神的中国游客,06:30-20:00营业,𝐂𝐚𝐟é 𝐀𝐦𝐚𝐳𝐨𝐧 𝐓𝐫𝐚𝐧𝐠董里｜🇹🇭,https://www.xiaohongshu.com/explore/67a9fc170000000018006e95?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,Gary 18 Cafe,Gary 18 Cafe,咖啡馆,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,想拍照休息的游客,"环境好适合拍照,咖啡一般",不想去普吉人挤人？我去了董里：泡酒店+跳岛,https://www.xiaohongshu.com/explore/699ff818000000002603319a?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,Kim Restaurant,Kim Restaurant,泰式与本地餐厅,火车站附近,42,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,想尝试当地美食的中国游客,"冬阴功汤、炒花甲、鱼肚炒海鲜,17:30-22:30营业","不想去普吉人挤人？我去了董里：泡酒店+跳岛
董里印度菜
泰国🇹🇭董里","https://www.xiaohongshu.com/explore/699ff818000000002603319a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66b74b9a00000000050209e5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65dc1b70000000000702765f?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,Krua Trang,Krua Trang,泰式与本地餐厅,Makro方向,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,路过想吃饭的游客,泰国菜味道不错,董里印度菜,https://www.xiaohongshu.com/explore/66b74b9a00000000050209e5?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,MahaSamutr Cafe,MahaSamutr Cafe,海鲜餐厅兼咖啡馆,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,想吃海鲜的游客,"海鲜新鲜,鱿鱼辣汤特别辣",董里克雷登岛简明攻略,https://www.xiaohongshu.com/explore/67ad63ce000000001902e476?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,Plubpla Thai Chiense Restaurant,Plubpla Thai Chiense Restaurant,泰式与本地餐厅,Trap Thiang区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,喜欢复古环境的游客,"黑胶唱片音乐环绕,老板超Nice,送免费果盘",又挖到一家宝藏餐厅🍴|🇹🇭董里Trang,https://www.xiaohongshu.com/explore/65de102d0000000001028b44?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,Ruean Thai Dim Sum,เรือนไทยติ่มซํา,早餐与早午餐,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,喜欢早茶的中国游客,"油条配甜酱、叉烧包,520泰铢一大桌",董里早茶惊喜发现 🫖🍴｜Ruean Thai Dim Sum,https://www.xiaohongshu.com/explore/68a46be0000000001c0046f6?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,The Pier 88,The Pier 88,泰式与本地餐厅,Rua Rasada酒店内,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,住Rua Rasada酒店的游客,"椰奶鸡汤+红烧肉配饭绝配,人均150RMB",不想去普吉人挤人？我去了董里：泡酒店+跳岛,https://www.xiaohongshu.com/explore/699ff818000000002603319a?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,Turn Back Time,Turn Back Time (Indian Cuisine),印度餐厅,Khok Lo区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,想换口味的中国游客,"北印度菜,18:30打烊,需提前电话确认",董里印度菜,https://www.xiaohongshu.com/explore/66b74b9a00000000050209e5?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,餐饮美食,อยู่แต่สวน คาเฟ่,อยู่แต่สวน คาเฟ่,景观咖啡馆,市区4公里外,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,想体验特色咖啡的游客,"树林中小木屋,旁边有小溪流",董里府可以睡觉的咖啡厅,https://www.xiaohongshu.com/explore/65c05b78000000001100c5fc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Bucolic Khao Yai,Bucolic Khaoyai,咖啡馆/牧场,北冲县,55,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"田园牧场风咖啡厅,有mini zoo可喂绵羊","泰国小瑞士！考艾3天2夜自驾之旅
五一不知道去哪？那你应该看看泰国巴冲
考艾4天3晚攻略～ （下篇）","https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6995f441000000000a03f007?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Cook & Coff @Khlong Phai,Cook & Coff @Khlong Phai,餐厅/咖啡馆,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,休闲游客,"坐落在Lam Takhong水库旁,泰北风味料理",考艾｜可以眺望水库的泰北料理餐厅,https://www.xiaohongshu.com/explore/69b6aa41000000002102fd2a?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Dairy Home,Dairy Home Khao Yai,餐厅/甜品店,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子家庭,"泰国最好喝牛奶品牌,有餐厅+冰淇淋店",泰国考艾亲子攻略｜自然×农场×美食一次满足,https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Kemon Alpaca Khao Yai,เคมง อัลปาก้า เขาใหญ่,动物园/咖啡馆,考艾,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/情侣,喂羊驼绵羊、欧式庄园拍照、山景咖啡,来泰国考艾的友友们 快来这里喂羊驼🦙,https://www.xiaohongshu.com/explore/6a6c8455000000002500f1ef?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Khao Yai Tree House,Khao Yai Tree House,餐厅与本地美食,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"建在树上的树屋餐厅,现实版暮光之城",五一不知道去哪？那你应该看看泰国巴冲,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,LAMAYA KHAOYAI,LAMAYA KHAOYAI,餐厅与本地美食,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"玛雅部落美学设计,晚上有灯光秀和烟火表演",泰国考艾亲子攻略｜自然×农场×美食一次满足,https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Midwinter Green,Midwinter Green Khao Yai,咖啡馆/餐厅,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"欧式城堡外观+全玻璃温室,米其林推荐",假装在意大利！曼谷2h直达的“小欧洲”,https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Ribs Mannn,Ribs Mannn,餐厅与本地美食,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,牛排爱好者,"牛排煎得很嫩,人均300-400泰铢",五一不知道去哪？那你应该看看泰国巴冲,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,SAAN Cafe Khaoyai,SAAN Cafe Khaoyai / สานคาเฟ่,咖啡馆,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,休闲游客,"农场到table概念,有新鲜蔬菜和蜜瓜售卖",SAAN Cafe Khaoyai สานคาเฟ่ ｜ 考艾咖啡馆,https://www.xiaohongshu.com/explore/69096a82000000000402afc1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Serina Italian Restaurant,Serina Italian Restaurant,国际风味餐厅,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,意餐爱好者,"传统意大利料理,蘑菇烩饭出色",Khao Yai｜泰国考艾7个宝藏景点+餐厅+住宿,https://www.xiaohongshu.com/explore/6a7dcfc5000000000c003001?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,The Chocolate Factory,The Chocolate Factory Khao Yai,咖啡馆/甜品店,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,甜品爱好者,工业风巧克力工坊,假装在意大利！曼谷2h直达的“小欧洲”,https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Trot Cafe Khaoyai,Trot Cafe Khaoyai,咖啡馆,北冲县,55,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,"复古小汽车主题,可骑马、荡秋千","考艾两天旅游攻略
泰国小瑞士！考艾3天2夜自驾之旅
泰国考艾亲子攻略｜自然×农场×美食一次满足","https://www.xiaohongshu.com/explore/6a6ddcec0000000024025804?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,餐饮美食,Within Khao Yai,Within Khao Yai,咖啡馆,北冲县,55,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,休闲游客,英伦庭院风格咖啡店,周末逃离曼谷|🐑130km直达“瑞士牧场“,https://www.xiaohongshu.com/explore/69cb970f000000001b021dcc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
