行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
曼谷,餐饮美食,中国名堂,中餐厅,China Name Tang,辉煌地铁站附近,中餐用餐/中国胃,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/69d75038000000001d01ea95?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ec53ce000000003503330b?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：逛辉煌必吃！有温度又实在的中餐店
正文：👉今天又来曼谷辉煌吃中餐
泰国朋友说 最近中国名堂（辉煌店）全新装修+菜品大升级
✨ 环境全新升级
新中式装修干净明亮 宽敞不挤 逛累了进来歇脚超治愈
🍲 菜品全面升级 · 拒绝预制菜
全部现点现做 锅气十足 味道全面上调  家常菜、川菜、东北菜都正宗  每一口都是家的味道
🖐️我们点了馋嘴牛蛙 东北锅包肉 西红柿炒鸡蛋 凉拌猪耳朵
👉味道非常正宗且家常的味道 锅气十足 特别下饭 吃的很满足
🎁 新客福利
到店消费即享 8.8折（不含酒水） 留学生、旅客都超划算
👉位置也方便 来辉煌吃中餐不能错过
旁边就是酒店，简直还是旅客驿站 店里服务很贴心 在异国他乡也能感受到家的温暖
💖 接地气 · 有温度 · 不宰客
全中文沟通无障碍 老板超热情，实在不坑人
非常良心的中餐馆
🙋♀️店名:中国名堂（辉煌店）
MRT辉煌站附近 🚶♂️步行可到
来曼谷玩、住在辉煌附近的朋友 想念中餐就来这里
吃饭+歇脚+便民服务一站搞定
#曼谷美食推荐[话题]#
#曼谷中餐推荐[话题]#
#曼谷川菜推荐[话题]#
#曼谷必吃榜[话题]#
#曼谷中国名堂[话题]#

「2」
标题：曼谷必打卡的中国餐厅“中国名堂”
正文：#曼谷[话题]# #曼谷旅游[话题]# #曼谷必吃[话题]# #我有一个中国胃[话题]# #曼谷旅游攻略[话题]# #中国名堂[话题]# #中国名堂辉煌店[话题]# #曼谷吃喝玩乐[话题]# #曼谷必打卡[话题]# #曼谷中国菜[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,朱拉 50 巷泰国厨房,泰式与本地餐厅,ครัวจุฬา 50,朱拉隆功 50 巷,泰式美食/地方风味,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a6963d3000000001102fe7b?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：三年老吃家曼谷深度推荐-最夯泰味🇹🇭
正文：📍ครัวจุฬา 50 朱拉50巷泰国厨房（p3-p4）
4.8/5
这家完全是我会二刷的店，超级便宜，但是每一道都很稳。咖喱蟹肉饭一定要点，蟹肉给得很舍得，拌着米饭真的很香。蟹肉滑蛋建议单点，不用配饭直接吃就很好吃。竹荪肉骨茶也是必点，感觉它才是整家店真正的招牌。

⸻",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,A KEEN Coffee,咖啡馆,A KEEN Bangkok,CentralWorld/One Bangkok,咖啡休闲/轻食,0,20260831小红书点点AI增量采集,,,小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,A KEEN HOUSE,咖啡馆,A KEEN HOUSE,Khlong Toei 区,咖啡休闲/轻食,3,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/65937016000000001d0142ab?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67fd42d9000000000900fcb9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/676e0ce9000000000b00cc11?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷City Walk必逛路线｜🇹🇭
正文：🌟A Keen House
🌟Seen Space

「2*混合贴」
标题：🇹🇭曼谷值得去的6家咖啡店
正文：1。A keen House ，左边这杯烤焦糖拿铁完全长在我的味蕾上，不会过分甜，焦糖块脆脆香香，和咖啡融合在一起简直妙极
2。Beans，这家烘豆很出名，豆子可选的种类非常多。dirty口感香浓，特调的口味也在线

「3*混合贴」
标题：曼谷｜只有3家咖啡额度，我会留给它们
正文：☕️ A KEEN HOUSE
📍4 Soi Sukjai Sukhumvit 40, Phra Khanong,
Khlong Toei, Bangkok 10110

除了以上，SCR 、Onibus、La Cabra、Roling Roasters、CraftsmanRoastery……都是我比较爱去的店。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,Above Riva,景观餐厅,above riva,RIVA ARUN 酒店顶层,景观用餐/拍照休闲,0,既有全量候选,https://www.xiaohongshu.com/explore/6a4be0f5000000001702ab77?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：曼谷郑王庙景观餐厅Above Riva代预约
正文：曼谷 郑王庙 对面的网红景观餐厅，主打一个氛围感和绝美日落。
✨ 核心亮点：无敌河景与日落
Above Riva 最大的卖点就是它位于 RIVA ARUN 酒店顶层的露台位置，可以隔河相望壮丽的郑王庙。 傍晚时分来这里，可以一边用餐一边欣赏湄南河的日落景色，从黄昏到夜幕降临，郑王庙的灯光亮起，景色非常浪漫，拍照也特别出片。
🍴 菜品与消费
这是一家融合了泰式风味与西餐的创意餐厅。
菜品评价： 大家对菜品的评价比较两极。有人觉得菜品精致，味道不错，尤其是海鲜大餐份量很足。 也有人认为菜品味道平平，不算出色，但也不会踩雷。 推荐尝试的菜品有：
冬阴功汤 ： 经典泰式风味，基本不会出错。
泰式炒河粉 （Pad Thai）： 用料丰富，鸡肉外皮酥香。
青咖喱鸡 ： 味道正宗，很下饭。
芒果糯米饭 和 椰子冰淇淋 ： 甜品备受好评，非常推荐！
人均消费： 大约在300-350元人民币左右，菜品份量足，性价比还算不错。
📝 实用贴士
预约！预约！预约！ 重要的事情说三遍。这里非常热门，一定要提前预定。如果想坐窗边看日落的黄金位置，最好提前一到两个月预定。普通位置也建议至少提前几天预定，否则很可能白跑一趟。
消费门槛： 预定时会告知有最低消费要求，例如每人至少消费1,250泰铢（约250元人民币）。
最佳时间： 傍晚时分，可以欣赏到日落和夜景双重美景。
交通： 餐厅在一条小巷里，可以打车或让酒店帮忙停车。从卧佛寺步行约10分钟也能到达。#曼谷餐厅[话题]##郑王庙餐厅[话题]##湄南河餐厅[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,ACE JOLUN,咖啡馆,ace jolun,,咖啡休闲/轻食,0,既有全量候选,https://www.xiaohongshu.com/explore/6a5268650000000011007b29?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：🇹🇭曼谷｜可以吃的燕麦杯泰奶冰淇淋
正文：🍦曼谷ACE JOLUN咖啡馆的泰奶冰淇淋杯
燕麦杯可食用，内含泰奶冰淇淋球、面包丁和泰式奶茶，顶部点缀鲜花，颜值超高✨
泰奶浓郁，冰淇淋甜度适中，搭配面包丁 口感层次丰富
燕麦杯环保又有趣，适合拍照打卡📸
饮品融化较快，建议尽快享用，是曼谷超火的网红甜品，深受游客和本地人喜爱💕
💰图5
📍 ACE JOLUN",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,Aether BKK,高空酒吧,aether；aether bkk,Dusit Central Park 44 楼；是隆区,高空夜景/酒吧社交,0,既有全量候选,"https://www.xiaohongshu.com/explore/6a6ed2ce0000000022030f4c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6c869b000000002800ba35?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a4602fb000000001702be33?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：迷失在曼谷高空日落bar🥂🌆AETHER bkk
正文：曼谷的sky bar真的太chill了
带crush来这约会得多浪漫啊^_^
之前去了悦榕庄moon bar
这次来打卡新开挺火的aether
44层顶楼360°俯瞰整座城市的霓虹璀璨🌃
橘色dj吧台很梦幻🧡
音乐偏techno🎵适合微醺小蹦
日落 晚风 音乐 高楼的鼎级氛围
人就应该把时间浪费在这种地方～

📌花小钱装大杯攻略：
入场每人600泰铢一杯🍸
当天发消息预约，工作日去人不算多 随便坐
5点营业，建议6-7点日落蓝调时刻来，需带护照
📍Silom区Central Park Offices 44楼

#浪漫生活的记录者[话题]# #夏天最lalaland的地方出现了[话题]# #日落爱好者[话题]# #曼谷旅行[话题]# #泰国旅游[话题]#  #曼谷酒吧[话题]# #高空酒吧[话题]# #约会圣地[话题]# #氛围感[话题]# #来拍照了[话题]# #辣妹穿搭[话题]# #夏日穿搭[话题]# #周末去哪儿[话题]# #一万种旅行howto[话题]# #氛围感餐厅[话题]# #曼谷拍照[话题]# #曼谷探店[话题]# #城市夜景[话题]# #最美日落[话题]# #ccd拍照[话题]# #泰兰德[话题]# #审美积累[话题]#

「2」
标题：曼谷bar｜Aether BKK 44楼高空夜景🌃
正文：想来曼谷体验高空屋顶酒吧，打卡Aether BKK🌙

视野确实很不错，傍晚过来，可以把日落、城市夜景一次性看完，360°露台拍照很出片。

📝入场实用小攻略
📍在Dusit Central Park大楼44楼，先坐电梯到42层再换乘电梯上44楼
💰入场门票600泰铢，包含1杯饮品
⚠️一定要随身带护照原件，入场会检查证件
⏰想拥有好位置建议早点到，周末晚上人非常多。

客观说酒水味道普通，不要期待酒有多好喝，主要是冲风景和氛围感。专门为喝酒来不推荐，想看曼谷夜景很值得顺路过来。

📍Aether‑BKK

#曼谷酒吧[话题]# #曼谷高空酒吧[话题]# #曼谷夜景[话题]# #曼谷旅行[话题]# #曼谷夜生活[话题]#

「3」
标题：曼谷天 高空Bar🍸Aether BKK｜赴一场落
正文：曼谷新晋顶流天台酒吧，开放式露天格局无遮挡，俯瞰整座曼谷城市天际线与伦披尼公园全貌。
黄昏时分暖光橘色吧台遇上橘子海落日，光影氛围感拉满；入夜后城市灯火次第亮起，一秒切换都市微醺夜景模式，随手直出杂志大片，是曼谷当下最火拍照机位。

📍地址：44th Floor,Dusit Central Park Offices，Silom区拉玛四路，近MRT伦披尼站、BTS沙拉丹站
#曼谷[话题]# #skybar[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,After You,甜品与烘焙,after you,"多家分店(Siam Paragon/Iconsiam/Central World)；The Standard, Pattaya Na Jomtien酒店内",甜品小吃/休闲打卡,6,既有全量候选+本轮定向补采增强,"https://www.xiaohongshu.com/explore/68d7c3b7000000001400b554?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8d3e5c0000000037031369?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a63fdb5000000001c00d909?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/688f03070000000022022a79?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d7c3b7000000001400b554?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：🍯 曼谷必打卡甜品店 | After You 全攻略
正文：泰国人气甜品店 After You
蜜糖吐司+泰式刨冰甜而不腻
✨ 店铺亮点
🍰 超人气甜品：泰国本地人&游客都爱
🍯 招牌蜜糖吐司：外酥内软、甜度适中
🍧 泰式风味刨冰：芒果、泰奶、抹茶、草莓多种口味
☕ 舒适环境：木质简约风，超适合拍照打卡
📝 分店推荐（交通方便&好逛街）
Siam Paragon 分店：Siam Paragon 购物中心 G 层
CentralWorld 分店：CentralWorld 商场 2 楼
Platinum Mall 分店：白金购物中心 Ground Level
MBK 分店：MBK Center 3 层
J Avenue Thonglor 分店：Thong Lor 13 路，一些当地人常去的小资分店
Rama 3 分店：Int Intersect 商场，河边相对安静
（📌 小贴士：曼谷 BTS Siam / Chit Lom 站步行可达 Siam Paragon、CentralWorld、MBK；在商场提前取号排队，逛完再回来甜品更省时间）
🍨 必点菜单推荐
⭐ Shibuya Honey Toast（蜜糖吐司）：经典必点，厚切吐司烤得香脆，搭配香草冰淇淋
⭐ Mango Sticky Rice Kakigori（芒果糯米刨冰）：泰式风味十足，夏天吃超清爽
⭐ Thai Tea Kakigori（泰奶刨冰）：茶香浓郁不甜腻
⭐ Chocolate Lava Toast（巧克力熔岩吐司）：甜党必试
⭐ Seasonal Specials（季节限定）：比如抹茶、草莓、椰子等口味
💰 人均价格参考
甜品单品约 150–300 泰铢，饮品另计
（价格以店内实际为准）
🎒 小Tips
✔️ 下午茶时间人最多，可避开高峰
✔️ 每家分店菜单略有差异，可先查看柜台展示
✔️ 曼谷天气热，店内冷气足，吃刨冰也不怕融化太快
#曼谷甜品[话题]# #AfterYou[话题]# #泰国美食推荐[话题]# #曼谷下午茶[话题]# #蜜糖吐司[话题]# #泰式刨冰[话题]##泰国必打卡美食[话题]# #泰国旅游攻略[话题]#

「2*混合贴」
标题：曼谷 10 大必喝泰奶品牌推薦
正文：After You Dessert Cafe
特色： 曼谷知名甜點店，將泰奶融入日式刨冰與吐司，甜點控首選。
推薦： 泰奶雪花冰（Thai Tea Kakigori）、泰奶蜜糖吐司。
Fire Tiger（老虎堂/火虎）
特色： 潮牌黑糖珍珠風格，結合濃郁奶霜與炙燒黑糖香氣。
推薦： 炙燒黑糖珍珠泰奶（Fire Tiger Thai Tea）。
KAMU KAMU
特色： 連鎖日式風格茶飲，可彈性調整甜度與冰量，奶香滑順。
推薦： 起司奶蓋泰奶、古法泰式奶茶。

「3*混合贴」
标题：曼谷咖啡、奶茶、甜品的三个顶流🇹🇭
正文：[二R]After You甜品店（图8-14），周杰伦打卡过的曼谷网红店，泰国有好多家分店，我们去的是尚泰世界商场店，点了招牌芒果糯米饭绵绵冰
📍地址：Central World 尚泰世界商场 7 楼，4/1-4/2 Ratchadamri Rd, Pathum Wan, Bangkok 10330。

「4」
标题：After you曼谷最有感觉的甜品，周董同款
正文：After You是曼谷非常受欢迎的甜品店，在当地有多家分店。
品牌信息
After You于2007年开业，创始人May从小热爱烘焙，大学毕业后决定开一家甜品店，分享对甜品的热爱。经过多年发展，在曼谷已有超过10家分店。
招牌甜品
•	芒果百香果绵绵冰：淋酱和新鲜芒果很有层次感，是招牌中的招牌。
•	榴莲糯米厚多士：外酥内嫩的厚多士中间裹着榴莲果肉和糯米，搭配冰淇淋，口感丰富，榴莲味浓郁。
•	泰式奶茶绵绵冰：周董同款，冰沙细腻，泰式奶茶味浓郁，顶上是咸口奶霜，底下有仙草和烤面包丁，味道醇厚不腻。
分店地址
•	暹罗百丽宫店：位于G/F, Siam Paragon, Rama 1 Rd，营业时间为10：00-22：30。
•	Iconsiam店：在Iconsiam 6楼，电梯口附近，营业时间可参考商场。
•	Central World店：7楼，找不到可以拿图问其它商户，营业时间为10：00-22：00（我选的是这家）#曼谷甜品[话题]# #泰国旅行[话题]# #曼谷生活[话题]# #曼谷美食打卡[话题]# #周杰伦同款甜品[话题]# #高颜值甜品店[话题]# #曼谷网红打卡[话题]#

「5」
标题：🍯 曼谷必打卡甜品店 | After You 全攻略
正文：泰国人气甜品店 After You
蜜糖吐司+泰式刨冰甜而不腻
✨ 店铺亮点
🍰 超人气甜品：泰国本地人&游客都爱
🍯 招牌蜜糖吐司：外酥内软、甜度适中
🍧 泰式风味刨冰：芒果、泰奶、抹茶、草莓多种口味
☕ 舒适环境：木质简约风，超适合拍照打卡
📝 分店推荐（交通方便&好逛街）
Siam Paragon 分店：Siam Paragon 购物中心 G 层
CentralWorld 分店：CentralWorld 商场 2 楼
Platinum Mall 分店：白金购物中心 Ground Level
MBK 分店：MBK Center 3 层
J Avenue Thonglor 分店：Thong Lor 13 路，一些当地人常去的小资分店
Rama 3 分店：Int Intersect 商场，河边相对安静
（📌 小贴士：曼谷 BTS Siam / Chit Lom 站步行可达 Siam Paragon、CentralWorld、MBK；在商场提前取号排队，逛完再回来甜品更省时间）
🍨 必点菜单推荐
⭐ Shibuya Honey Toast（蜜糖吐司）：经典必点，厚切吐司烤得香脆，搭配香草冰淇淋
⭐ Mango Sticky Rice Kakigori（芒果糯米刨冰）：泰式风味十足，夏天吃超清爽
⭐ Thai Tea Kakigori（泰奶刨冰）：茶香浓郁不甜腻
⭐ Chocolate Lava Toast（巧克力熔岩吐司）：甜党必试
⭐ Seasonal Specials（季节限定）：比如抹茶、草莓、椰子等口味
💰 人均价格参考
甜品单品约 150–300 泰铢，饮品另计
（价格以店内实际为准）
🎒 小Tips
✔️ 下午茶时间人最多，可避开高峰
✔️ 每家分店菜单略有差异，可先查看柜台展示
✔️ 曼谷天气热，店内冷气足，吃刨冰也不怕融化太快
#曼谷甜品[话题]# #AfterYou[话题]# #泰国美食推荐[话题]# #曼谷下午茶[话题]# #蜜糖吐司[话题]# #泰式刨冰[话题]##泰国必打卡美食[话题]# #泰国旅游攻略[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,Akara Sky Hanuman,高空酒吧,akara sky hanuman,巴吞旺区,高空夜景/酒吧社交,0,既有全量候选,"https://www.xiaohongshu.com/explore/6a16eb9c0000000035027982?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8dbfa5000000000a009706?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8bed620000000037030f48?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：曼谷顶楼不止酒吧AKARA SKY HANUMAN
正文：曼谷不能错过这个性价比超高的顶楼
可以从日落呆到晚上，一张通票搞掂✅
这里就是市中心离central world很近
不止是天台顶楼酒吧，还有两大打卡拍照场景和餐厅！
58楼是打卡拍照区和餐厅
61楼是天台酒吧

58楼
🔵Bangkok Reflection
超有未来感设计，全玻璃区域加彩色大球，有种Nike air max的感觉，窗外就是曼谷全景

🏮Virtual Sky Lantern
置身清迈天灯节现场，不同天灯造型不断变幻颜色，很梦幻，还有工作人员帮拍照！下条笔记上视频
两个场景中间还连结着一层像teamlab的投影

61楼
🍸 天台顶楼酒吧Hanuman Bar
不仅有喝的，还有吃的
日落后上来更好，俯瞰整个曼谷日落
晚上有表演，有DJ

我们晚上九点多去几乎没人，也不用排队
第一次去不好找，图19门口进去找到入口，进去就是售票处啦！

🈺11:00-02:00
📍Akara Sky Hanuman Bangkok
548 One City Centre, 58fl.-61fl, Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330

#曼谷打卡[话题]# #曼谷旅行[话题]# #曼谷屋顶酒吧[话题]# #泰国旅行[话题]# #观景台[话题]# #HanumanBar[话题]# #曼谷新地标[话题]# #曼谷夜景[话题]# #小众景点[话题]# #屋顶酒吧推荐[话题]#

「2」
标题：曼谷爆火sky bar打卡
正文：✨ Akara Sky Hanuman Bangkok
⚠️在大楼1楼有receiption需购买门票🎫：
看其他攻略1k🐷，目前实测涨价到1.5k 🐷，只送两杯基础鸡尾酒🍹，宝子们做好心理预期哦。

58F有4个不同房间可以拍照打卡；
61F为屋顶酒吧，吹着风喝酒聊天很惬意，且DJ品味不错👌#绝美观景餐厅[话题]# #城市夜生活[话题]# #氛围感餐酒吧[话题]#

「3」
标题：🇹🇭 实测曼谷61楼Sky Bar 🥂💫
正文：在曼谷的晚上跟朋友一起去了这家61楼的 Sky Bar🌃

一到就被巨大的狮子头吸引，整个空间是黑红色调，氛围感直接拉满！我们一边吃泰式火锅、喝点小酒，一边看现场表演，后面还有DJ，越晚越热闹🎶
最喜欢的还是露台夜景，可以俯瞰曼谷的璀璨夜景，随手拍都很有感觉📸

想找一个吃饭、看表演、听DJ一次满足的地方，可以把 Akara Sky Hanuman 收进曼谷行程里～

📍Akara Sky Hanuman Bangkok
🚆靠近 BTS Phloen Chit
🏙️One City Centre 58、59及61楼
#曼谷旅行[话题]# #曼谷自由行[话题]# #曼谷夜生活[话题]# #曼谷高空酒吧[话题]# #BangkokSkyBar[话题]# #AkaraSkyHanuman[话题]# #曼谷打卡[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,Aunglo by yangrak,餐厅与本地美食,aunglo by yangrak,Emsphere商场,正餐/地方美食,0,既有全量候选,https://www.xiaohongshu.com/explore/6a8c30460000000023013fb2?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：🇹🇭 ·ᥫ᭡  ᵕ̈ 曼谷48h纯吃plog
正文：☑️p2-3【Aunglo by yangrak】米其林推荐餐厅 落地第一顿也是唯一一顿漂亮饭 网上的推荐菜基本都有点到 没有踩雷 分量属于精致类型
☑️p4【Here hai】呼声很高 因为餐厅预定不上就点了外卖（grab app）蟹肉炒饭真的绝了 711自制饮料也是喝上了 康普茶+养乐多+果汁（p5） 多放点冰块就没那么甜了",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,Avery Wong,甜品与烘焙,avery wong,,甜品小吃/休闲打卡,0,既有全量候选,https://www.xiaohongshu.com/explore/6a767d59000000002201107d?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：来曼谷千万别错过这家店，泰式奶茶+圣代太绝
正文：跟着洋抖上的曼谷本地人吃喝真的不踩雷！这次去打卡了最近很火的Avery Wong圣代系列～
出品确实有点东西，冰淇淋搭配配料，口感层次超丰富，一次性搞定喝奶茶+吃甜品的快乐！
强推它家的迪拜圣代配香草可可，浓郁的可可香配上开心果脆脆的口感，一口咬下去又酥脆又绵密，巧克力控根本抵御不了…
而且很加分的一点是，他们家的饮品和圣代都能换植物奶，对乳糖不耐受或者怕奶腻的人来说超友好。
#奶茶测评[话题]# #泰奶[话题]# #泰国奶茶[话题]# #曼谷美食[话题]# #Averywong[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,Baan Kook Kai,餐厅与本地美食,บ้านกุ๊กไก่,曼谷市区,正餐/地方美食,0,既有全量候选+本轮定向补采增强,https://www.xiaohongshu.com/explore/6a7c18e2000000002403d2fd?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：虞书欣同款！曼谷Baan Kook Kai妈妈面🍜
正文：谁懂啊！欣欣子来曼谷都专门打卡的这家妈妈面，真的封神了😭 就在朱拉隆功夜市，烟火气超浓🔥

📍Baan Kook Kai（บ้านกุ๊กไก่）
地址：32 Soi Chula 3, Wang Mai, Pathum Wan
🚇BTS National Stadium站步行可达
⏰15:00-00:00（建议宵夜时段去）

✨虞书欣同款必点
🍜冬阴功海鲜妈妈面 300-350铢
虾+鱿鱼+脆皮猪肉+肉丸+生蛋黄，配料堆满！汤底酸辣浓郁，妈妈面吸饱汤汁巨入味
🐖招牌脆皮猪肉 150铢
外皮咔滋咔滋，肥瘦刚好，蘸泰式酸辣酱绝了
🥬炒空心菜 80铢
锅气十足，蒜香入味，一致好评
🦀蟹肉炒饭 小份180铢
蟹肉超多，粒粒分明

⚠️划重点
· 炒妈妈面比汤的辣很多！不太能吃辣记得让店员调整
· 结账一定要核对账单！有博主反映被多收钱
· 只收现金💰不能刷卡/手机支付
· 大排档没空调怕热慎选
👥三个人吃下来约1080铢，性价比可
#曼谷美食[话题]# #虞书欣同款[话题]# #朱拉隆功夜市[话题]# #曼谷宵夜[话题]# #冬阴功妈妈面[话题]# #BaanKookKai[话题]# #泰国自由行[话题]# #曼谷必吃[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,Bar.Yard,高空酒吧,bar.yard,Kimpton Maa-Lai Bangkok 40 楼,高空夜景/酒吧社交,0,既有全量候选,https://www.xiaohongshu.com/explore/6a870cbe000000000f03a400?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：曼谷高空微醺酒夜40 楼美景rooftop bar
正文：如果住曼谷 Kimpton Maa-Lai Bangkok（金普顿玫兰酒店），晚上真的很推荐直接搭电梯上 40楼的 Bar.Yard 喝一杯。

这家 Rooftop Bar 给我的感觉不是那种很拘谨、一定要盛装打扮的高空酒吧，反而比较像是一个搬到曼谷天空上的大型花园派对。

整个空间设计非常漂亮，挑高的室内空间加上大量热带元素，一边有冷气，可以舒舒服服坐着喝酒；另一边则是开放式的户外露台，直接面对曼谷的城市天际线。尤其从傍晚坐到晚上，看着天空慢慢变暗、整座城市开始亮灯，气氛真的完全不一样。

我觉得这里最适合的不是一个人来，而是约几个好朋友一起上来小喝几杯。

晚上 DJ 开始放音乐之后，整个空间会慢慢热起来。现在官方主打的音乐包括 Afro House 和各种比较有节奏感的 Remix，但又不会让你觉得自己跑进了夜店，还是保留了 Rooftop Bar 那种舒服、慵懒的感觉。(Kimpton Maa-Lai Bangkok)

手里拿杯 Cocktail，吹着曼谷晚上的风，看着40楼下面的城市灯光，跟朋友聊天、听音乐，偶尔随着 DJ 的音乐摇一下——

而且 Bar.Yard 也不是只有景色漂亮，它连续获得 2023、2024、2025 BK B.A.D Awards「Bangkok Best Rooftop Bar」，酒单以热带 Cocktail 为主，餐点则融合 Pan-Latin、泰国以及 Nikkei 风格。(Kimpton Maa-Lai Bangkok)

如果想看夕阳，可以早点来；想要感受最好的气氛，我反而更喜欢天黑以后。

白天的曼谷很热闹，
晚上的曼谷却有另外一种迷人的样子。

📍Bar.Yard
🏨 Kimpton Maa-Lai Bangkok
🌃 40楼 Rooftop Bar

来曼谷不一定每天都要跑景点。

有时候找一个漂亮的地方，和几个喜欢的人喝杯酒、吹吹风、听听音乐，看着曼谷的夜景发呆几个小时，反而是旅行里最舒服的时刻。🥂✨

#曼谷旅行[话题]# #曼谷自由行[话题]# #曼谷酒吧[话题]# #曼谷夜生活[话题]# #曼谷Rooftop[话题]# #曼谷天台酒吧[话题]# #BangkokRooftop[话题]# #BarYard[话题]# #KimptonMaaLai[话题]# #曼谷探店[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,餐饮美食,Bella Casa,泰式与本地餐厅,Bella Casa,,泰式美食/地方风味,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a6963d3000000001102fe7b?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：三年老吃家曼谷深度推荐-最夯泰味🇹🇭
正文：📍Bella Casa ร้านอาหาร เบลล่า คาซ่า（P1-P2）
这家直接排我曼谷泰餐第一，精致的传统泰餐，属于融合菜，但是融合得特别舒服，完全没有为了创新而创新。第一次吃 Khao Chae（泰国皇室冷饭）的时候真的被惊艳到了，本来以为就是体验一下，结果越吃越喜欢，冰冰凉凉的茉莉花饭配不同的小菜，每一口味道都不一样，很适合泰国这种天气。650THB一套我觉得很值，里面那个辣椒酿鱼肉真的一定要吃，看起来不起眼，但是鲜味特别足，虾仁炒粉丝也很好吃，反而很多人推荐的柠檬豆腐我觉得比较普通。还有一个加分项就是主理人奶奶真的很有品味，会很耐心的给你介绍。店里的布置、餐具和整个氛围都特别舒服，吃饭的时候心情都会变好。

⸻",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
