行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
沙敦府,交通服务,沙墩码头,Pak Bara Pier,码头,朴巴拉,70,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,前往丽贝岛、自驾游客,车船联运终点、每天有3趟快艇9:30/11:30/13:30、上岛费220泰铢,"沙墩码头到丽贝岛
成都—曼谷—合艾—丽贝岛超详细攻略
丽贝岛最全攻略及避坑指南（交通篇）
合艾至丽贝岛交通全攻略","https://www.xiaohongshu.com/explore/6a3e5aff00000000060348b3?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a64a527000000000f016ca7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ff37f8000000001e00da71?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6da51a000000002402ec1a?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,交通服务,Tammalang 码头,Tammalang Pier,边境码头,沙敦边境,70,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,前往兰卡威、跨国轮渡,泰国马来西亚边境关口、可办理出境、车程1小时从朴巴拉,泰国Tammalang 码头,https://www.xiaohongshu.com/explore/67930723000000001800b76c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,交通服务,Hatyai Bus Terminal 1,Hatyai Bus Terminal 1,巴士总站,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,长途巴士,"去往宋卡的车(面包车大小),在柜台不收费上车后才收费",穷游第12天泰国（合艾-宋卡）暮色打卡,https://www.xiaohongshu.com/explore/66b1fe8b0000000005022d1b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,交通服务,曼谷北部巴士站,Bangkok Bus Terminal (Chatuchak/Mo Chit 2),汽车站,靠近恰图恰市场,42,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,曼谷出发游客,"5号窗口买素可泰票,票价376-479泰铢,车程7-9小时","从国内出发到素可泰交通攻略
曼谷市区坐大巴到素可泰
曼谷到素可泰的大巴
素可泰交通攻略（26年5月版）","https://www.xiaohongshu.com/explore/6a82e6350000000022011a5e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980b686000000001a021946?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69908043000000002800b905?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0acdfb000000003502ce02?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,交通服务,彭世洛汽车站1号,Phitsanulok Bus Terminal 1,汽车站,离彭世洛火车站2.3公里,42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,中转游客,"32号窗口买素可泰老城票100-120泰铢,13号窗口46泰铢到新城(不靠谱)","从国内出发到素可泰交通攻略
11元彭世洛到素可泰巴士攻略~~","https://www.xiaohongshu.com/explore/6a82e6350000000022011a5e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69be9c73000000002102dadf?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,交通服务,素可泰新城汽车站,Sukhothai Bus Terminal,汽车站,离历史公园14公里,42,5,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,长途游客,"有较多班次往返曼谷、清迈,Wintour公司运营","11元彭世洛到素可泰巴士攻略~~
曼谷市区坐大巴到素可泰
彭世洛-素可泰的公共交通详解
从彭世洛如何去素可泰？超详细坐车攻略
🔥素可泰交通全攻略| 彭世洛→老城往返指南","https://www.xiaohongshu.com/explore/69be9c73000000002102dadf?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980b686000000001a021946?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66b784570000000005031c09?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6948c263000000001e03a321?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67d44e43000000001a007e4a?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,交通服务,牛洞寺接待处,,交通节点与游船服务,拜县与夜丰颂之间,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,禅修交通,黄色松条车120泰铢+每天两班7:00/11:00,泰国牛洞寺禅修最全攻略～旅拍,https://www.xiaohongshu.com/explore/694ad023000000001e024079?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,交通服务,清迈长途汽车站(Chiang Mai Arcade2),,汽车与巴士站,清迈,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,发往拜县,80泰铢/人+4小时车程,泰国旅行攻略14 | 拐760弯去住拜县这家酒店,https://www.xiaohongshu.com/explore/5fab74f3000000000101d9f9?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,交通服务,南托站,Nam Tok Station,火车站,铁路终点站,27,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,深度游游客,可去Sai Yok Noi瀑布、时间充裕可多住几晚,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,交通服务,Koh Kradan Beach,Koh Kradan Beach,海滩,全岛,42,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,追求最美海滩的游客,"2023年英国卫报评选全球最佳海滩No.1,白沙滩砂质细腻",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,交通服务,Koh Ngai Beach,Koh Ngai Beach,海滩,东侧,42,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,喜欢安静海滩的游客,"绵长白色沙滩,清澈海水,游客少",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,交通服务,呵叻府汽车站2,Nakhon Ratchasima Bus Terminal 2,交通节点,呵叻市区,55,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,公共交通游客,可乘车前往披迈石宫等周边景点,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,交通服务,沙美岛公共码头,Samet Public Pier,公共码头,主街附近,75,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,所有游客,"有标志性雕塑,双条车20-60铢/人,摩托车400铢/天",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,交通服务,清莱夜市车站,Chiang Rai Night Market Station,夜市旁,市中心,69,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,适合逛吃,夜市5点-10点营业、有舞台表演,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,交通服务,合艾钟楼 Van Terminal,Hatyai Clock Tower Van Terminal,面包车站点,钟楼附近,42,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,往返宋卡,"去宋卡城区,车程约1小时,35泰铢/人,自备零钱",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,交通服务,宋卡钟楼 Van Terminal,Songkhla Clock Tower Van Terminal,面包车站点,钟楼附近,42,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,返回合艾,返程也在宋卡钟楼附近,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,交通服务,素可泰老城车站,Sukhothai Old City Station,车站,历史公园800米街上,42,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,清迈/曼谷往返,一家商店代售少量清迈和曼谷巴士票,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,交通服务,Aya Service车站,迷你巴士站,拜县,清迈往返,43,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,150泰铢/人+7:30-17:30每小时发车,强,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
