行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
达叻府,交通服务,萨帕罗特码头,码头与渡轮,Ao Sapparot,象岛北侧,码头换乘/乘船出海,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/69950337000000002800aa19?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：象岛Koh Chang|我愿称之为人间理想！
正文：象岛码头（Ao Sapparot/Ao Thammachart）
耗时： 大巴约6小时，轮船约40分钟，双条车大概20-30分钟。
费用： 大巴票每个人约292泰铢，船票约60泰铢，双条车约100泰铢。

【温馨提示】
999巴士需要提前一天订，当天可能订不到，只有两班07:45、08:45。
也可以直接从曼谷包车到象岛，3000-4000泰铢。
车站等很多地方洗手间是收费的，记得带5-10泰铢。岛上基本只能用现金，不支持其他方式。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
大城府,交通服务,大城府火车站,火车站,Ayutthaya Railway Station,城区中心,所有游客,8,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/69f7262a000000003502687f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d16947000000000e021ae7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68a08a6d000000001d00f02b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66c0bea2000000000503b577?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8529280000000028004615?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：泰国🇹🇭大城府民宿推荐-罗望子宾馆
正文：1. 出大城府火车站（Ayutthaya Station）正对面直走200米（巷子里有卖早餐的摊子），直走穿过小巷到河边Ayutthaya Train Station Pier（火车站码头），看见木船就是了 。
坐摆渡船过河（2分钟，10泰铢）
直接上船，10泰铢/人（带自行车15泰铢），随到随开，2分钟直达河对岸，到岸可直走到底即到玛哈泰寺，玛哈泰寺对面就是民宿路口

「2*混合贴」
标题：大城府两日游，民宿推荐
正文：第一晚住的民宿是บ้านสว่างศิลป์@อยุธยา Baan Sawhangsilp，去之前有☎️价格是890/晚，然后在火车上通过平台预订了891/晚[失望R]，位置在玛哈泰寺和大城府火车站的中间，靠近minibus，房间图7，卫生间很大，是自己的地块造了2幢楼，一边自住一边民宿。
优点：民宿位置不错，15分钟能走到玛哈泰寺（推荐逛完后去门口咖啡店买个3D冰激凌，窗外景色不错 图4）玛哈泰寺隔壁是拉嘉布拉那寺 Wat Ratchaburana（功课没做好第二天又跑一次）。返回民宿路上有夜市（比曼谷便宜），我买了图5的盐烤鱼190泰铢2个人吃的很饱。巴莱船面吃不下第二天早上去吃的，8:00第一桌客人（住得近的好处）
缺点：距离码头走15分钟（可以打摩的）路上没什么餐馆吃饭，会路过一个学校，放学时间门口有卖传统椰子冰激凌和烤串（现金+难沟通），5分钟内步行有家动作很慢的破饭店（60泰铢鸡肉炒面）。有个机器全天发出轻微的规律噪音，我睡眠很差但也能入睡。

「3*混合贴」
标题：202508 泰国大城府必经码头 美味烫嘴早点摊
正文：大城府火车站和文化遗产古城，隔河相望，最便利的交通方式，就是坐轮渡到河对岸。火车站对面小巷走5分钟，就到渡口pier，Ayutthaya Train Station Pier 泰文ท่าเทียบเรือสถานีรถไฟอยุธยา。小吃摊就在去码头的必经之路小巷里。

【美味小摊】
趁凉快六点多出门，原计划是到河对面大早市吃东西。谁能想到，还没过河，就吃吃吃停不下来了！这条通往渡口的小巷，好多家小摊，且没有早市那么拥挤，可以清爽坐下来吃东西！

【试吃体验】
试了【软蛋肉丸姜丝粥】和【椰浆小烘糕】，都非常美味！

米粥（25铢，约RMB 5元），有肉有蛋有菜！肉丸很鲜，店主大姐还细心均匀摆在碗里，不爱姜的我，都因为这个粥不嫌弃姜了。

现烘的椰浆糕（10铢，约RMB 2元），一盒6个，好吃！但超级烫，喝完粥再吃依然烫，一下爆浆甩到衣服上，还好是白衣服完美隐藏了！

【猫咖遗憾】
旁边还有一家很多猫的咖啡店，猫们一大早在啃j脚脚舔毛毛，超可爱！店主大姐看起来很有腔调，但还想留肚子到对面继续吃吃吃，就没试咖啡，后面也再没往这边走，错过有点遗憾啊！

【顺便感谢】
在火车站门口拉客的dudu车小哥，虽然我们婉拒了他的邀约，还是热心给我们指pier渡口方向，不急不恼的，感受到了温和善意！

「4*混合贴」
标题：曼谷大城府一日游极简攻略
正文：2.到达Ayutthaya railway station，出站沿着正对面的小巷子一直走，到达码头Ayutthaya train station pier，坐船两分钟过河，10泰铢。

「5*混合贴」
标题：#游玩攻略[话题]#
正文：我购买的是火车8:45发车，（图4-7）9:40左右抵达大城府火车站，（图8-图9）车程1小时，然后步行3分钟左右到（图10-11）",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
大城府,交通服务,Ayutthaya Train Station Pier,码头,ท่าเทียบเรือสถานีรถไฟอยุธยา,火车站对面小巷,过河游客,4,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/69f7262a000000003502687f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68a08a6d000000001d00f02b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66c0bea2000000000503b577?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8529280000000028004615?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：泰国🇹🇭大城府民宿推荐-罗望子宾馆
正文：1. 出大城府火车站（Ayutthaya Station）正对面直走200米（巷子里有卖早餐的摊子），直走穿过小巷到河边Ayutthaya Train Station Pier（火车站码头），看见木船就是了 。
坐摆渡船过河（2分钟，10泰铢）
直接上船，10泰铢/人（带自行车15泰铢），随到随开，2分钟直达河对岸，到岸可直走到底即到玛哈泰寺，玛哈泰寺对面就是民宿路口

「2*混合贴」
标题：202508 泰国大城府必经码头 美味烫嘴早点摊
正文：大城府火车站和文化遗产古城，隔河相望，最便利的交通方式，就是坐轮渡到河对岸。火车站对面小巷走5分钟，就到渡口pier，Ayutthaya Train Station Pier 泰文ท่าเทียบเรือสถานีรถไฟอยุธยา。小吃摊就在去码头的必经之路小巷里。

【美味小摊】
趁凉快六点多出门，原计划是到河对面大早市吃东西。谁能想到，还没过河，就吃吃吃停不下来了！这条通往渡口的小巷，好多家小摊，且没有早市那么拥挤，可以清爽坐下来吃东西！

【试吃体验】
试了【软蛋肉丸姜丝粥】和【椰浆小烘糕】，都非常美味！

米粥（25铢，约RMB 5元），有肉有蛋有菜！肉丸很鲜，店主大姐还细心均匀摆在碗里，不爱姜的我，都因为这个粥不嫌弃姜了。

现烘的椰浆糕（10铢，约RMB 2元），一盒6个，好吃！但超级烫，喝完粥再吃依然烫，一下爆浆甩到衣服上，还好是白衣服完美隐藏了！

【猫咖遗憾】
旁边还有一家很多猫的咖啡店，猫们一大早在啃j脚脚舔毛毛，超可爱！店主大姐看起来很有腔调，但还想留肚子到对面继续吃吃吃，就没试咖啡，后面也再没往这边走，错过有点遗憾啊！

【顺便感谢】
在火车站门口拉客的dudu车小哥，虽然我们婉拒了他的邀约，还是热心给我们指pier渡口方向，不急不恼的，感受到了温和善意！

「3*混合贴」
标题：曼谷大城府一日游极简攻略
正文：2.到达Ayutthaya railway station，出站沿着正对面的小巷子一直走，到达码头Ayutthaya train station pier，坐船两分钟过河，10泰铢。

「4*混合贴」
标题：#游玩攻略[话题]#
正文：Ayutthaya Train Station Pier码头坐船（10泰铢）到湄南河对面，开启一天的游玩。
值得去的是这3个地方：",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
大城府,交通服务,Chao Phrom Market Pier,码头,Chao Phrom Market Pier,河对岸,租车/逛市场,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/66c0bea2000000000503b577?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：曼谷大城府一日游极简攻略
正文：3.到达河对岸Chao Phrom Market Pier，下船就有租车店，摩托车250泰铢一天，押金2000泰铢或者押护照，18点之前还。",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
大城府,交通服务,Minibus Station,汽车站,Minibus Station Chatuchak,曼谷Mo Chit附近,曼谷往返,2,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/6a76b9f500000000260349d3?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/697e237b000000000c0368a9?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：从曼谷到大城 正确的打开方式
正文：去过两次大城，但是2019年的记忆已经很模糊了，这次先记录下来，以防下次想不起来
交通：🚌从曼谷出发，可以坐火车，但是坐火车的时间没有小巴灵活就选择了小巴，去Minibus Station Chatuchak乘坐小巴，每40分钟发一趟车，有时候坐满就走，每人80泰铢。Minibus Station就在乍都乍所在的Mo chit 站附近，也需要打车前往。
🚌回程：去的时候我们没有在半路下车，专门坐到终点站，问了末班车的时间，末班车是17:00，一般16:20得到达上车点，上车的地方没有专门的站台，只是在路边售票，依然是每人80泰铢。需要注意也有其他小巴在那里售票，一般游客过去都会说每人160泰铢，可以砍价，或者等minibus发车，感觉minibus更安全。
大城府交通🛺：minibus下车点有很多嘟嘟车，路上也有很多嘟嘟车，记得第一次去不太懂，包车半天花了1500泰铢（没有半天，其实也就三四个小时），第二次用蹩脚泰语砍价，大叔要价3个小时1000泰铢，最后砍价4个小时750泰铢，大叔每次都会在景点门口等我们（现在想来还是会觉得我们胆子好大，如果大叔把我们拉到别的地方去可能我们都不知道，而且三轮车还没有安全保障，全靠人与人之间的那点信任）
因为时间的关系就去了四个地方🪷
☀️1. 崖差蒙空寺 也就是西游记取景地，挺值得逛的，门票每人40泰铢
☀️2. 玛哈泰寺 (Wat Mahathat) 比较经典的景点就是树抱佛头，P6拍摄于景点门口 门票每人80泰铢
☀️3.柴瓦塔那兰寺 (Wat Chaiwatthanaram) 门票每人80泰铢 ，门口有泰装出租，每人300泰铢。来大城最值得逛的大概就是这个景点，下一次如果时间充裕就在大城住一晚，四点过后再来逛，听说夕阳很美。七年前也在这拍了泰装，而且还在这偶遇了欣欣她们几个（那会跟欣欣还不熟，这一次就是和欣欣一起去了）现在想来都是缘分
☀️4. Wat Lokaya Sutha 超大卧佛，P14，因为师傅说这里是免费就带我们去拍了几张照片 （翻照片才发现之前也去过）
整个行程一共四个小时，说实话当天来回确实有点赶，这一次不仅重温了七年前的记忆，同时也拥有了新的回忆，我也不知道下一次会不会带家人朋友去，先存着吧。

#大城府[话题]# #崖差蒙空寺[话题]# #玛哈泰寺[话题]# #柴瓦塔那兰寺[话题]#

「2」
标题：大城回曼谷必看！一张地图看完立省200🐷
正文：🎬 大城回曼谷交通防坑指南｜一张原创地图省下200铢！
来曼谷玩想顺便逛逛大城？ 交通攻略看这篇！！ 全网独一份原创手绘地图 带你一眼看懂大城交通布局
📍 核心动线： 曼谷火车抵达➡️大城火车站 ➡️轮渡过河 ➡️景点集中区（河对岸） ➡️迷你巴士站
⚠️ 血泪经验： 别完全依赖旧攻略！ 我们曾因末班车时间变动（5点截止） 白白多花200铢打突突车绕远路
🚌 正确操作： 如果错过迷你巴士末班 ✅ 步行至轮渡站（仅800米） ✅ 花10铢坐船到火车站 ❌ 千万别直接从小巴站打车去火车站！
⛴️ 轮渡时间： 5:00-19:00（雨季可能调整） 下火车先问工作人员是否运行
🚉 返程贴士： • 当日索取最新列车时刻表 • 看清终点站（华南蓬老站/邦苏新站） • 建议拍照存手机随时核对
一张地图 + 实时确认 轻松玩转大城不踩坑✨@泰国国家旅游局上海办事处
#发现泰国镜头之外的精彩[话题]# #中泰一家亲福运同行[话题]# #泰国[话题]# #大城府[话题]# #泰兰德[话题]# #曼谷周边旅游[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
大城府,交通服务,December house租车行,租车与自驾服务,December house,河对岸,租车/自驾出行,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/695f35e0000000001a02966c?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：推荐阿育陀耶的一家租车行
正文：1.6去大城府一日游，去了网上推荐的河对面租车行December house 租了一辆60🐷的自行车
每一个景点门口都有自行车停放的地方 很方便
骑行到景点三的时候呆呆的主包把钥匙掉了 15.结束参观准备还车的时候发现 自行车就锁在那里动不了 因为还在老板娘那里报了下午4:00的200🐷船游，主包先是在景区慌乱的找了一圈 没发现以后就赶快打了一个Grab 回到码头和老板娘说明情况
老板娘非常好 只收了主包30🐷的遗失钥匙费用 然后了解了停车地点后自己去把车从景点带回来 再主包手足无措的时候还一直安慰 不要影响到之后的船游
主包觉得有这样的服务态度做什么事情都会成功的 非常感谢所有的帮助 在语言不通的情况下 找到一个善良的店家是主包的幸运
如果主包的泰国手机可以打电话或者当时加了店铺的
whatsapp就好了…#大城府[话题]# #泰国自行车[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
董里府,交通服务,Hat Yao Pier,码头,Hat Yao Pier,长滩,去利邦岛的游客,2,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/698f1beb000000001a028c27?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67430b4200000000070280a1?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：🇹🇭 泰国董里 | 99%游客不知道的宝藏
正文：出行：去Libong岛要在Hat Yao Pier坐船🚣100🐷/单程

「2*混合贴」
标题：一张图看懂董里的岛怎么玩
正文：红树林和海草，吸引了濒危儒艮在此栖息，是观赏儒艮的好地方。此外，岛上还可以看到许多迁徙的海鸟和滨鸟。岛民主要以捕鱼和种植橡胶为生，生活简单，大多数人信仰伊斯兰教。每天早上8:00到下午5:00有长尾船从长滩码头（Hat Yao Pier）前往，船票40泰铢，约30分钟到达。
在深度的玩法可以去从各岛去甲米的兰塔，或者附近的洛克岛，还有丽贝岛跳岛游#这才是海岛的正确打开方式[话题]# #泰国[话题]# #董里[话题]# #泰国旅行[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
董里府,交通服务,Khuan Tung Ku Pier,码头,Khuan Tung Ku Pier,甘当区,自驾游客,2,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/698f1beb000000001a028c27?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67430b4200000000070280a1?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：🇹🇭 泰国董里 | 99%游客不知道的宝藏
正文：去Mook 岛要在Khuan Tung Ku Pier 坐船。跳岛出行也可以和住宿民宿预约行程，当地人很淳朴很善良。跳岛出游价格也合理。
PS：一定要浮潜🤿跳岛，深度玩董里 入股不亏，强烈推荐‼️

「2*混合贴」
标题：一张图看懂董里的岛怎么玩
正文：关于交通✈️🚂🚢：曼谷有直飞董里的航班，董里机场出口的左侧有一个小柜台卖有去各个岛车船联票，去离岸最近穆岛550🐷，去克雷登岛和奈岛是950🐷。如果是董里火车站对面的旅行社也有卖到去码头的车船联运，到穆岛车船是250🐷如果是自驾的话可以直接开到Khuan Tung Ku Pier这个码头，附近有停车场。码头北边的Pak Mong Port码头也有提供到各个岛船
关于选岛
穆岛🏝️：离陆地海岸线最近，水质沙质一半，西边是面向大海的岩石峭壁，东面是当地的渔村，穆岛上最值的去的就是西面的翡翠洞，需要一群人扶着绳子游进洞穴🏊，里面的风景别有洞天。
奈岛🏝️：岛的东侧拥有绵长的白色沙滩和清澈的海水。大多数住宿都位于该地区。精品度假村和海滨住宿与大自然完美融合。岛的西侧多山，森林茂密，岛屿周围是美丽的珊瑚礁。这使得奈岛成为著名的浮潜地点。可以从海滩观赏珊瑚和海洋生物，也可以前往附近的岛屿进行潜水之旅。可以在岛上选择一日游，包括奈岛、象岛（เกาะเชือก）、马岛（เกาะม้า）及穆岛的翡翠洞
克雷登岛🏝️：是董里府举办水下婚礼的热门地点之一。岛屿周围环绕着洁白柔软的沙滩和干净清澈的海水，非常适合游泳和休闲。沿岸分布着珊瑚礁和海扇，使这里成为浮潜和观赏珊瑚的绝佳地点，岛上有昭迈国家公园的公共住宿设施，也有私人度假村可供选择，满足不同游客的需求。从西高县的帕克蒙码头（Pak Meng Pier）租船前往，约需1小时，或购买一日游套餐前往，也可从甘当县的宽登古码头（Khuan Tung Ku Pier）乘船，若在岛上预订了住宿，酒店通常会提供摩托艇接送服务。
利邦岛🏝️：是董里府最大的岛屿，面积约25,000莱，属于利邦岛群岛野生动物保护区。岛上生态丰富，有沙滩、红树林和海草，吸引了濒危儒艮在此栖息，是观赏儒艮的好地方。此外，岛上还可以看到许多迁徙的海鸟和滨鸟。岛民主要以捕鱼和种植橡胶为生，生活简单，大多数人信仰伊斯兰教。每天早上8:00到下午5:00有长尾船从长滩码头（Hat Yao Pier）前往，船票40泰铢，约30分钟到达。
在深度的玩法可以去从各岛去甲米的兰塔，或者附近的洛克岛，还有丽贝岛跳岛游#这才是海岛的正确打开方式[话题]# #泰国[话题]# #董里[话题]# #泰国旅行[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
董里府,交通服务,Pak Meng Pier,码头,Pak Meng Pier,市区,去董里四岛的游客,2,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/67430b4200000000070280a1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6708b6da000000001a021d67?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：一张图看懂董里的岛怎么玩
正文：克雷登岛🏝️：是董里府举办水下婚礼的热门地点之一。岛屿周围环绕着洁白柔软的沙滩和干净清澈的海水，非常适合游泳和休闲。沿岸分布着珊瑚礁和海扇，使这里成为浮潜和观赏珊瑚的绝佳地点，岛上有昭迈国家公园的公共住宿设施，也有私人度假村可供选择，满足不同游客的需求。从西高县的帕克蒙码头（Pak Meng Pier）租船前往，约需1小时，或购买一日游套餐前往，也可从甘当县的宽登古码头（Khuan Tung Ku Pier）乘船，若在岛上预订了住宿，酒店通常会提供摩托艇接送服务。
利邦岛🏝️：是董里府最大的岛屿，面积约25,000莱，属于利邦岛群岛野生动物保护区。岛上生态丰富，有沙滩、红树林和海草，吸引了濒危儒艮在此栖息，是观赏儒艮的好地方。此外，岛上还可以看到许多迁徙的海鸟和滨鸟。岛民主要以捕鱼和种植橡胶为生，生活简单，大多数人信仰伊斯兰教。每天早上8:00到下午5:00有长尾船从长滩码头（Hat Yao Pier）前往，船票40泰铢，约30分钟到达。
在深度的玩法可以去从各岛去甲米的兰塔，或者附近的洛克岛，还有丽贝岛跳岛游#这才是海岛的正确打开方式[话题]# #泰国[话题]# #董里[话题]# #泰国旅行[话题]#

「2*混合贴」
标题：超级适合度假的奈岛⛱️
正文：✈️可以从曼谷廊曼机场到董里机场，打车到PAK MENG PIER码头，从码头包船到Koh Ngai，一定要和船夫说把船开到酒店外面，不然他会停到Koh Ngai Resort，你得自己走到酒店，中间有山路很不好走。",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,交通服务,呵叻火车站,交通节点,Nakhon Ratchasima Railway Station,呵叻市区,公共交通游客,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6644752f000000001e033103?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：素林出发披迈石宫，值得一去吗？
正文：从素林出发 早上【9点】或者【9:30】有火车去呵叻府（Nakhon Ratchasima），【9点】的火车在网站上查不到的，当天去买票工作人员告诉我【9点】也有火车，而且票价比【9点30分】的还便宜，果断选择【9点】，票价【32฿】。

原本还有计划去武里南府的，但查了房价太贵，所以放弃了这个府，直接安排了呵叻府，有需要去武里南府的朋友可以收藏一下。

素林到呵叻时刻表，票价【160฿】大概3个半—4小时才能到达。
推荐去武里南或者呵叻坐火车，有田园风景还有洗手间，而且票价超便宜~
呵叻火车站坐摩托到呵叻新汽车站【41号站台】坐大巴到【phimai】县看【披迈石宫】，大巴车车程大约【2小时】，票价【59฿】。
入住【Benyaguesthouse】民宿，一晚房价【450฿】，卫生间很小，房间也小，有大阳台，但是床和被子很有家的感觉。
【披迈石宫】要门票（外国人100฿）的话不推荐去，我当天是直接走进去，无人验票，但大门口有售票亭，去过素可泰与大城府也不推荐去，因为地方不大，可看的东西很少。

Phimai县的夜市可以顺路逛逛，711小狗🐕真可爱～

#泰国[话题]#  #泰国旅行[话题]#  #泰国旅游[话题]#  #披迈石宫[话题]#  #呵叻[话题]#  #呵叻府[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
甲米府,交通服务,奥南旅行,交通节点与游船服务,Aonang Travel,奥南海滩附近码头,到达/换乘/码头/出海,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/67fa5b9d000000001c0311da?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/696ba805000000001a025a23?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：甲米→PP岛选船指南｜教你省钱又舒心
正文：AonangTravel（AO）
📍码头位置：奥南海滩附近（适合住奥南/莱雷的宝子）
⏰班次：09:30/15:30（直达皮皮岛通塞码头）
💡亮点：
✔️免费接送范围广（甲米镇/奥南/克longmuang海滩等）
✔️莱雷海滩可直接登船（不用折腾去码头！）
✔️普通舱统一价，座位宽敞

「2*混合贴」
标题：甲米到皮皮岛选哪个码头？看完不纠结！🏝️
正文：📍 **Aonang Travel 码头**
📍 **Andaman Wave 码头** → 近**甲米镇**",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,交通服务,奥南码头,码头与渡轮,Ao Nang Pier,奥南海滩,码头换乘/乘船出海,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a66a242000000001302e351?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a314fe6000000001700a386?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：甲米莱利海滩一日游｜海岛秘境攻略
正文：9:00 奥南码头坐船出发，登西莱利海滩
清晨游客极少，独占整片白沙滩，踩水、拍无人海岛大片，光线柔和不刺眼

「2*混合贴」
标题：甲米出发莱利海滩一日游攻略
正文：8:00 甲米镇出发前往奥南码头，提前备好泳衣
9:00 抵达西莱利海滩，清晨人少，细腻白沙滩适合拍照、浅滩玩水，以石灰岩山峰为背景出片率极高。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,交通服务,查法公园码头,码头与渡轮,Chao Fah Park Pier,甲米镇,码头换乘/乘船出海,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/69ee25df0000000023005140?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：泰国甲米镇长尾船直达莱利海滩攻略
正文：[打卡R]定位：Chao Fah Park pier（图2）走到码头，有人会问你要去哪，直接告诉他们去Railey Beach，然后他们会叫对应船的船长。然后等着拼人，据说一般4个人就能开船。一人150🐷，大概30分钟到达莱利东海滩，就是有栈道的那个码头。
晚上6:00前回到莱利东沙滩码头也可以坐莱利——甲米的船。
注意：
甲米镇码头上拼船去莱利有风险，我当时从11点20等到了大概12:15都没有人来拼船，最后和船长沟通300🐷送我一个人去莱利了。（不过最开始船长叫的600🐷，我一直说不行我只能出300要是不愿意的话我就去坐车到澳南在换船去莱利）
后面从莱利回甲米镇我也是在下午6点前到达了莱利东沙滩码头，但是一问工作人员说已经没有船到甲米镇了。我又只能从东海滩走到西沙滩按照方式一回的甲米镇。
所以甲米镇——莱利坐船的方式不太推荐，不太稳定，有点耽误时间和精力了。不如车+船稳定。
（下一篇：到了莱利岛到底玩什么户外新手告诉你）

正在#泰国[话题]# 旅行中，从#芭东海滩[话题]# - #普吉镇[话题]# - #甲米[话题]# 甲米镇 - #莱利海滩[话题]# - #清迈[话题]#

下一篇：
泰国Solo Trip超实用贴之——户外小白在莱利体验徒步攀岩值不值得",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,交通服务,甲米国际机场,机场,Krabi International Airport,15号/16号/17号出口,航班到达/离开,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/68affea8000000001c036a1b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66cb54ae000000001d03aa2c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68df9f31000000000402a116?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6767f1d8000000000900dc1a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/696ee38f000000001a023210?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：泰国甲米机场到皮皮岛实况教程！😅
正文：从泰国甲米机场入境
中国护照免签入机场后填写入境卡（旁边有电脑，如果手机没信号的话）

「2*混合贴」
标题：终于有人说清楚甲米往返皮皮岛自由行了
正文：🏃🏻♀️➡️🏃🏻♀️➡️🏃🏻♀️➡️甲米机场-皮皮岛交通船票
[一R]可以在网上提前买
提前一周买的价格有优惠，ferry 399泰铢/人，买完船票会发到电子邮箱，打印出来，离甲米机场近的码头是klong jilad pier,不要买错码头。普通轮船2小时，快艇1小时，船票预定网址：https://www.thailandferrybooking.com/mobile/index.php ，在国内能打开，其实现场买票也来得及，一般坐不满

「3*混合贴」
标题：甲米/奥南沙滩去皮皮岛轮渡最新攻略 含避坑
正文：[一R]落地甲米机场或者去甲米镇,在附近的P1码头Klong Jilad Ferry Pier（实拍图P3）坐轮渡去皮皮岛比较方便,机场grab/bolt打车（30分钟左右）或者机场里面问旅行柜台坐小巴车过去。
[气球R]xhs推荐坐Andaman轮渡的较多,内部相对干净舒适，我查看了国内飞🐷或者官网买票需最晚提前一天, 大家可以当天去现场买票也可以Agoda买当天票(见评论区置顶）。Andaman一天2班去皮皮岛通塞码头P2. [薯券R]早上9点和下午1:30，2个小时，成人500🐷，儿童300🐷（4-11岁）. 🏁如果没赶上可以去别的班次，Agoda上很全可选择。

「4*混合贴」
标题：从甲米机场到酒店，仅需100泰铢！超省钱攻略
正文：📍地点：甲米机场16号出口
💸 费用：仅需100泰铢/人

「5*混合贴」
标题：曼谷to甲米机场to皮皮岛
正文：甲米机场直接打车或shuttlebus到Klong Jilad Pier Krabi，shuttlebus90🐷见p4
2、买船票去皮皮岛，票价信息见P3，有两种船型，一个大而稳，一个小而快，这是大多数人选择的船司",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
