entityType,entityChineseName,field,fieldChineseName,dataType,constraint,index,optional,description,currentNonEmptyCount,coveragePercent
GeoCell,H3网格,zoneAliasesSeen,格内出现过的商圈名,Text,MultiValue,Text,,格内 POI 带过的全部商圈名及来源平台，形如 amap:喷水池、dianping:喷水池/太平路。高德 83 个、点评 132 个、携程 240 个商圈名三者共有 0 个，名称对齐不可行；落在同一批格子上的不同平台名即同一片区的不同叫法，靠本字段完成地理对齐,1246,0.09576512181999847
GeoCell,H3网格,landmarkNames,地标关键名称,Text,MultiValue,TextAndVector,,本格内最具辨识度的地标名，按显著度排序。游客问「喷水池美食」时，喷水池只是地名，真正该被提到的是那一带的「青云市集」这条小吃街 —— 没有本字段，答案只能把几百家单店平铺给游客，得不到重点。 显著度依次为：聚集型地标（美食街、市集、步行街）> 知名景区景点 > 交通枢纽 > 大型商业体。单个餐厅酒店不算地标，它们是被地标聚起来的对象,1996,0.15340865421566366
GeoCell,H3网格,clusterLandmarks,聚集型地标,Text,MultiValue,Text,,本格内的美食街、小吃街、市集、步行街、夜市等聚集体，形如 amap:B0FFxxx:青云市集。它们介于单个商户与商圈之间：不是一家店，也不覆盖整个商圈，而是一条街上的几十家店。回答「这一带吃什么」时应先给聚集体再给单店,158,0.012143570824686804
GeoCell,H3网格,poiCount,POI数,Integer,NotNull,,,格内 POI 总数，实测中位 3、最大 699。既是推荐时判断「这一带够不够逛」的依据，也是采集覆盖度的体检指标,13011,1
GeoCell,H3网格,categoryMix,业态构成,Text,MultiValue,Text,,形如 餐饮:42、住宿:8、景点:1。回答「这一带以什么为主」，也是「找个能吃能住能逛的地方」这类复合推荐的直接依据。实测 R8 格中 907 格只有单一业态、149 格有 5 类,2701,0.20759357466758896
GeoCell,H3网格,dominantCategory,主导业态,Text,,Text,,categoryMix 中占比最高的一类，供快速筛选,2701,0.20759357466758896
GeoCell,H3网格,nightActive,夜间活跃,Text,"NotNull,Enum=""是,否,未知""",Text,,格内是否有夜间营业 POI。夜游、夜宵、深夜抵达三类场景直接按本字段筛格子，比逐个查 POI 的营业时间快一个数量级,13011,1
GeoCell,H3网格,collectionCoverage,采集覆盖状态,Text,"NotNull,Enum=""充分,偏低,疑似漏采,未采""",Text,,本格的采集完整度自评。用于发现采集漏洞而非描述真实密度。 判定必须两步走，不能只看密度：① 密度断崖只是【可疑信号】—— 实测高德快照中乌当区仅 528 个 POI 而相邻各区为 5000 至 17000；② 可疑不等于漏采，必须拿地图厂商的周边检索逐格交叉验证才能定性。 实测：对据此标为「疑似漏采」的乌当区格子三轮抽样共 132 格（周边检索半径 531 米，并校验返回 POI 确实落在本格内），真缺口约 17%（单轮 11.7% 与 24.1%，置信区间重叠），其余约八成地图厂商自己也返回 0 个 POI —— 那里是真荒地不是漏采。 但少数派不可忽略：抽出的真缺口里多数是农家乐、风味馆、烧烤这类旅游相关餐饮，正是本图谱最需要的品类。 所以本字段的正确用法是【分诊而非定论】：「疑似漏采」只表示该格值得逐格核验，不表示已认定漏采；只凭密度比较就整区翻案，会把有实据的缺口连同误判一起抹掉。 反过来缺了本字段，真正的漏采又会被当成「那一带本来就没东西」。两种误判方向相反，代价都很高,13011,1
GeoCell,H3网格,poiCountAt,POI数统计时点,Text,,Text,,poiCount 与 categoryMix 的统计时刻。POI 会增减，这两个字段是快照不是现值,13011,1
GeoCell,H3网格,sourceId,来源ID,Text,NotNull,Text,,该实体的主来源，指向 DataSource.id。多源融合时它只代表主源，逐字段的出处见 fieldSources,13011,1
GeoCell,H3网格,batchId,采集批次,Text,,Text,,指向 CollectionBatch.batchId；未登记批次的数据不得入库,13011,1
GeoCell,H3网格,externalIds,外部标识,Text,"NotNull,MultiValue",Text,,"跨源去重键。形如 amap:B0FFH..., baike:956442。同一对象在多次采集或多来源出现时，必须先按本字段查重命中已有实体再决定新建或更新；不得用名称拼 id 去重 —— 实测同一词条出现在两个采集目录时会产生重复实体",13011,1
GeoCell,H3网格,dataQuality,数据质量,Text,"NotNull,Enum=""ingestable,needs_review,rejected,archived""",Text,,【共享词表 DataQuality】唯一的对外闸门。置为 ingestable 必须同时满足四条，缺一不可，且四条全部可由本 schema 的字段机器判定，不靠人记规则：① lastVerifiedAt 非空；② 每个对外字段的 fieldSources 指向的 DataSource.publishable=是，百科等不可发布来源写的字段必须先由官方源覆盖或人工确认；③ 该字段有断言级 SourceEvidence（带 field 与 quote），词条级证据不算；④ updatedAt 不晚于 lastVerifiedAt —— 核验之后内容又变过的必须自动退回 needs_review，否则改了价照样对外。needs_review 只进人工队列不对外；archived 为软删除，引用保留但不出现在任何对外查询 —— 删除一个景区平均波及 34 条引用，其中 18 条是 targetId 软引用不在图上，硬删会留下指向空对象的知识,13011,1
GeoCell,H3网格,contentHash,内容哈希,Text,,Text,,对业务字段与关系一并求哈希；哈希不变时不得推进 updatedAt，否则无法回答「哪些真的变了」。必须把关系算进去 —— 关系是内容不是元数据。漏算会让「第一遍灌实体、第二遍补关系」的分步挂载中，第二遍因指纹未变被判为未变而整个吞掉，图上永远建不起边,13011,1
GeoCell,H3网格,createdAt,首次入库时间,Text,,Text,,,13011,1
GeoCell,H3网格,updatedAt,内容更新时间,Text,,Text,,内容变更时刻，不是抓取时刻,13011,1
GeoCell,H3网格,lastSeenAt,最近抓取时间,Text,,Text,,最近一次抓到本记录的时间。contentHash 未变时只推进本字段、不推进 updatedAt —— 否则重复抓取会把「最近更新」刷屏，人工复核队列也会被无变化的记录淹没,13011,1
GeoCell,H3网格,referencedBy,被引用数,Integer,,,,指向本实体的硬引用与软引用总数，入库时由灌数器维护。删除或下线前先读本字段判断波及面；为 0 才可安全硬删，否则一律走 dataQuality=archived 软删除,13011,1
GeoCell,H3网格,archivedAt,归档时间,Text,,Text,,软删除时刻。归档后实体与引用全部保留，仅从对外查询中过滤，证据与历史知识仍可追溯,0,0
GeoCell,H3网格,archiveReason,归档原因,Text,,Text,,如「景区永久关闭」「重复实体已合并至 XX」。合并去重时被并方也走归档而非删除，以便回查,0,0
PlaceAlias,地名别名,id,标识,Text,NotNull,Text,,,40106,1
PlaceAlias,地名别名,alias,地名,Text,NotNull,TextAndVector,,游客可能说出的名字，含简称、旧名、错别字常见写法。同一个目标实体可以有多条本实体记录,40106,1
PlaceAlias,地名别名,normalizedAlias,归一后地名,Text,,Text,,去除「市/区/县/街道/镇/乡」等行政后缀与括号注释后的主名，用于宽松匹配。如「贵阳市南明区」归一为「南明」,40105,0.9999750660749015
PlaceAlias,地名别名,targetType,目标类型,Text,"NotNull,Enum=""ScenicArea,Area,Zone,AdminArea,FoodAndBeverage,Accommodation,Shopping,TransitHub,TransitStop,TransitFacility,Facility""",Text,,取值为本 schema 的实体类型英文名,40106,1
PlaceAlias,地名别名,targetId,目标ID,Text,NotNull,Text,,,40106,1
PlaceAlias,地名别名,resolveMode,解析方式,Text,"NotNull,Enum=""点半径,片区格集,辖区格集,地理编码兜底""",Text,,决定「附近」怎么算，四种语义不可混用：点半径=以目标坐标为中心按查询半径算 k 环，适用于单个 POI；片区格集=取目标 Zone 的 h3Cells 再按需外扩一环，适用于商圈；辖区格集=取 AdminArea 的 boundaryH3Cells，通常上千格，只适合「XX区有什么」而不适合「XX区附近有什么」；地理编码兜底=图谱里没有对应实体，靠地图厂商的地理编码取坐标后按点半径处理。 用错语义的后果：拿辖区格集去答「附近」，会把整个区的 POI 都算成附近。 兜底那一种为什么必要：实测「喷水池」是贵阳最常被提及的地名之一（真实语料 450 次），但它在地图厂商数据里没有独立商圈实体，只作为平台别名出现在北京路、中华北路等 5 个相邻商圈的标签里，5 个候选优先级相同、解析随机 —— 而地理编码能直接给出它的准确坐标。这类「人人都在说但没有实体」的地名，只能靠兜底,40106,1
PlaceAlias,地名别名,geocodeLat,兜底纬度,Float,,,true,resolveMode=地理编码兜底 时由地图厂商地理编码给出的坐标。图谱里没有对应实体，这对坐标就是唯一定位依据，按点半径处理,4,9.973570039395601e-05
PlaceAlias,地名别名,geocodeLng,兜底经度,Float,,,true,,4,9.973570039395601e-05
PlaceAlias,地名别名,targetCell,目标所在格,Text,,Text,true,【派生字段，每次建格重算】目标实体坐标所在的 R8 网格 id。 为什么要在地名索引里冗余一份格子：resolveMode=点半径 的条目占全索引 97%，而它们的坐标存在目标实体上（ScenicArea/FoodAndBeverage/…）——查一个地名要先查索引拿 targetId、再查目标实体拿坐标、再算格子，三跳。 索引存在的意义就是把「这个名字在哪」一次答完，不带格子的名字索引是半个索引。 resolveMode=片区格集/辖区格集 时本字段存目标格集的重心格，只用于粗排距离，圈选仍以 Zone.h3Cells / AdminArea.boundaryH3Cells 为准,40106,1
PlaceAlias,地名别名,targetCellR9,目标所在细格,Text,,Text,true,【派生字段】R9 网格 id，174 米级。点半径查询在 R9 上算 k 环再上卷到 R8，比直接在 R8 上算少圈进约一环的无关区域,40106,1
PlaceAlias,地名别名,cellComputedAt,落格时间,Text,,Text,true,【派生字段】本条目落格的时间。目标实体坐标变动或网格重建后本字段过期，与 GeoCell.poiCountAt 同批刷新,40106,1
PlaceAlias,地名别名,adminScope,归属行政区,AdminArea,,,,本地名所属的行政区，用于同名消歧。实测「金华镇」既是观山湖区的街道乡镇又是商圈名 —— 只有名字不足以定位，必须带上行政区上下文,40086,0.9995013214980302
PlaceAlias,地名别名,priority,优先级,Integer,NotNull,,,同一地名命中多个目标时的排序。数值大者优先。景区通常应高于同名商圈 —— 游客说「青岩」多半指古镇而非商圈标签。 解析时必须按优先级降序取【第一个能定位的】候选，而不是取最高优先级的候选：优先级表达的是「这个名字多半指谁」，能不能定位是另一回事。 实测「花果园」最高优先候选是花果园街道（优先级 65），但该街道在地图厂商数据里尚未单独划界、名下 0 格，取它等于解析失败；降序落到商圈候选（优先级 55）才拿得到格子。 取最高优先级后不做兜底，会让 8 个无格街镇名下的 16 条地名全部解析不出结果,40106,1
PlaceAlias,地名别名,mentionCount,真实提及次数,Integer,,,true,本说法在真实游客内容中被提及的次数，来自帖子与问答语料的全文统计。用于在同类型别名内部排序 —— 官方名与平台别名的 priority 是按类型拍的，谁更常被说出口只有语料知道。实测「黔灵」被提及 628 次而某些官方全称一次都没有，召回时前者应当优先,5684,0.1417244302598115
PlaceAlias,地名别名,aliasSource,别名来源,Text,"NotNull,Enum=""官方名,平台别名,用户问法,人工补录""",Text,,"本别名从哪来。官方名=实体自身 name；平台别名=地图或 OTA 的叫法；用户问法=真实语料中出现过的说法，证据最强但需人工确认；人工补录=去修饰、拆复合名等规则生成。 注意「用户问法」需先剔除通用词：「公园酒店」去掉修饰后剩「酒店」被提及 2,221 次，但那是品类不是地名，当成某家酒店的别名会让所有含「酒店」的问句都命中它",40106,1
PlaceAlias,地名别名,status,状态,Text,"NotNull,Enum=""启用,停用,待确认""",Text,,,40106,1
PlaceAlias,地名别名,sourceId,来源ID,Text,NotNull,Text,,,40106,1
PlaceAlias,地名别名,externalIds,外部标识,Text,"NotNull,MultiValue",Text,,去重键，形如 alias:甲秀楼:ScenicArea:sa_xxx。同一别名指向同一目标只应有一条,40106,1
PlaceAlias,地名别名,batchId,采集批次,Text,,Text,,,40106,1
PlaceAlias,地名别名,dataQuality,数据质量,Text,"NotNull,Enum=""ingestable,needs_review,rejected,archived""",Text,,【共享词表 DataQuality】待确认的别名不得进入对外解析,40106,1
PlaceAlias,地名别名,createdAt,首次入库时间,Text,,Text,,,40106,1
PlaceAlias,地名别名,updatedAt,内容更新时间,Text,,Text,,,40106,1
PlaceAlias,地名别名,lastSeenAt,最近抓取时间,Text,,Text,,,40106,1
PlaceAlias,地名别名,contentHash,内容哈希,Text,,Text,,,40106,1
