问题ID,优先级,主题,区域,信息目标,问题,交叉验证次数,备注,问题来源
GYTRAVEL-HV-20260916-0096,P0,住宿酒店-标准POI精确证据核实,南明区,核实标准实体“如家酒店(贵阳青云市集火车站店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：如家酒店(贵阳青云市集火车站店)；业务类型为住宿酒店；行政区为南明区；参考地址为贵州贵阳南明区四通街8号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：南明区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“如家酒店(贵阳青云市集火车站店)”，POI业务类型必须写“住宿酒店”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=hotel_ctrip_749658；score=83.51；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0097,P0,住宿酒店-标准POI精确证据核实,观山湖区,核实标准实体“贵阳恒世纪酒店(观山湖区诚信路地铁站店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：贵阳恒世纪酒店(观山湖区诚信路地铁站店)；业务类型为住宿酒店；行政区为观山湖区；参考地址为贵州贵阳观山湖区金朱路1号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：观山湖区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“贵阳恒世纪酒店(观山湖区诚信路地铁站店)”，POI业务类型必须写“住宿酒店”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=hotel_ctrip_1340370；score=83.46；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0098,P0,住宿酒店-标准POI精确证据核实,观山湖区,核实标准实体“贵阳观山湖公园兴义路亚朵酒店”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：贵阳观山湖公园兴义路亚朵酒店；业务类型为住宿酒店；行政区为观山湖区；参考地址为贵州贵阳观山湖区兴义路7号润鑫广场B栋。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：观山湖区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“贵阳观山湖公园兴义路亚朵酒店”，POI业务类型必须写“住宿酒店”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=hotel_ctrip_66732670；score=83.35；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0099,P0,住宿酒店-标准POI精确证据核实,观山湖区,核实标准实体“全季酒店(贵阳北站西广场店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：全季酒店(贵阳北站西广场店)；业务类型为住宿酒店；行政区为观山湖区；参考地址为贵州贵阳观山湖区观山街道观山东路观山开磷城一组团7号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：观山湖区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“全季酒店(贵阳北站西广场店)”，POI业务类型必须写“住宿酒店”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=hotel_ctrip_130296102；score=83.3；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0100,P0,住宿酒店-标准POI精确证据核实,花溪区,核实标准实体“贵阳循美·栖溪院子(花溪公园十里河滩度假店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：贵阳循美·栖溪院子(花溪公园十里河滩度假店)；业务类型为住宿酒店；行政区为花溪区；参考地址为贵州贵阳花溪区十里河滩麦翁布依古寨。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“贵阳循美·栖溪院子(花溪公园十里河滩度假店)”，POI业务类型必须写“住宿酒店”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=hotel_ctrip_68108441；score=83.22；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0101,P0,景点观光-标准POI精确证据核实,花溪区,核实标准实体“天河潭风景区”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：天河潭风景区；业务类型为景点观光；行政区为花溪区；参考地址为贵州省贵阳市花溪区石板镇。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“天河潭风景区”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=sa_4898566；score=88.09；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0102,P0,景点观光-标准POI精确证据核实,花溪区,核实标准实体“青岩古镇”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：青岩古镇；业务类型为景点观光；行政区为花溪区；参考地址为贵州省 贵阳市 花溪区 南部。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“青岩古镇”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=sa_404936；score=84.99；existingEvidence=1；target=将独立直接体验证据补到至少3篇,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0103,P0,景点观光-标准POI精确证据核实,花溪区,核实标准实体“花溪公园”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：花溪公园；业务类型为景点观光；行政区为花溪区；参考地址为贵阳市花溪区花溪大道南段3108号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“花溪公园”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=sa_112398；score=81.49；existingEvidence=1；target=将独立直接体验证据补到至少3篇,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0104,P0,景点观光-标准POI精确证据核实,云岩区,核实标准实体“黔灵山公园”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：黔灵山公园；业务类型为景点观光；行政区为云岩区；参考地址为贵州省贵阳市云岩区枣山路187号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：云岩区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“黔灵山公园”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=sa_6479802；score=80.04；existingEvidence=1；target=将独立直接体验证据补到至少3篇,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0105,P0,景点观光-标准POI精确证据核实,花溪区,核实标准实体“花溪夜郎谷”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：花溪夜郎谷；业务类型为景点观光；行政区为花溪区；参考地址为贵州省 贵阳市花溪区党武乡。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“花溪夜郎谷”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=sa_956442；score=70.51；existingEvidence=1；target=将独立直接体验证据补到至少3篇,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0106,P0,景点观光-标准POI精确证据核实,南明区,核实标准实体“甲秀楼”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：甲秀楼；业务类型为景点观光；行政区为南明区；参考地址为贵州省贵阳市南明区翠微巷135号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：南明区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“甲秀楼”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=sa_412694；score=69.29；existingEvidence=1；target=将独立直接体验证据补到至少3篇,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0107,P0,景点观光-标准POI精确证据核实,南明区,核实标准实体“贵阳森林公园”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：贵阳森林公园；业务类型为景点观光；行政区为南明区；参考地址为园林路90号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：南明区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“贵阳森林公园”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=scenic_amap_B035301FIE；score=67.57；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0108,P0,景点观光-标准POI精确证据核实,花溪区,核实标准实体“孔学堂”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：孔学堂；业务类型为景点观光；行政区为花溪区；参考地址为董家堰。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“孔学堂”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=scenic_amap_B03530RNBF；score=67.23；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0109,P0,景点观光-标准POI精确证据核实,乌当区,核实标准实体“香纸沟”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：香纸沟；业务类型为景点观光；行政区为乌当区；参考地址为新堡布依族乡103县道附近。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：乌当区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“香纸沟”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=scenic_amap_B03530Q0QW；score=64.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0110,P0,景点观光-标准POI精确证据核实,花溪区,核实标准实体“贵阳市十里河滩国家湿地公园”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：贵阳市十里河滩国家湿地公园；业务类型为景点观光；行政区为花溪区；参考地址为花溪大道南段辅路与郎萝桥交叉口东220米。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“贵阳市十里河滩国家湿地公园”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=scenic_amap_B03530OTGJ；score=64.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0111,P0,景点观光-标准POI精确证据核实,观山湖区,核实标准实体“观山湖公园”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：观山湖公园；业务类型为景点观光；行政区为观山湖区；参考地址为观山大桥南北两侧。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：观山湖区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“观山湖公园”，POI业务类型必须写“景点观光”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=scenic_amap_B03530OZ78；score=63.37；existingEvidence=1；target=将独立直接体验证据补到至少3篇,现行图谱高价值POI分层补采
