候选ID,问题ID,采集轮次,来源阶段,行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,游客需求场景,AI证据强度,POI细分类型证据,地理位置描述证据,游客需求场景证据,字段证据审核状态,名称直接命中帖子数（非热度）,证据帖子ID,证据标题,证据URL,固定实体初筛,分店消歧状态,审核结论,合并主候选ID,审核备注,原始回答行
POICAND-104DBEC25DF66D36,GYTRAVEL-S4-F010,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,玉珍酸笋酸汤火锅,未确认,酸笋酸汤火锅,喷水池（另设黔灵山、八鸽岩分店）,游客排队吃酸汤火锅、炸茄子,高（N22、N23、N26、N59）。,,,,,2,"6a647c7b000000001b01edb6
6a9cbaa40000000026009f0f","喷水池步行逛吃！贵阳真是猪肉仙人
离开贵阳让我念念不忘的9家。。。","https://www.xiaohongshu.com/explore/6a647c7b000000001b01edb6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9cbaa40000000026009f0f?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,玉珍酸笋酸汤火锅｜未确认｜餐饮美食｜酸笋酸汤火锅｜云岩区｜喷水池（另设黔灵山、八鸽岩分店）｜游客排队吃酸汤火锅、炸茄子｜高（N22、N23、N26、N59）。
POICAND-881307A4134AB0CA,GYTRAVEL-S4-F003,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,玉珍酸笋酸汤火锅,玉珍酸笋酸汤火锅,酸笋酸汤火锅·老店,黔灵山公园/八鸽岩路一带,游客游黔灵山后打卡、酸笋爱好者,强（多篇游客笔记+老店）,,,,,7,"69a5b81e000000001a02a0d2
6a2fef2d000000001c027afa
6a761738000000002501418e
6a8111a2000000002800bc59
6a9cbaa40000000026009f0f
6a9ce75d000000002a02eb21
6aa55d6c000000002b01e276","贵阳个人觉得无法超越的店（附地址
贵阳必吃榜！（游客版）
存一些贵阳吃到的14家美食细糠。。。（合集）
在贵阳逛吃挖到的美食细糠。。。味道
贵阳|0元玩转黔灵山公园！免费看攻略来了
离开贵阳让我念念不忘的9家。。。
听劝！贵阳本地人私藏美食，拒绝网红坑
贵阳美食攻略完整分类版","https://www.xiaohongshu.com/explore/69a5b81e000000001a02a0d2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2fef2d000000001c027afa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a761738000000002501418e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8111a2000000002800bc59?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9cbaa40000000026009f0f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9ce75d000000002a02eb21?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa55d6c000000002b01e276?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,玉珍酸笋酸汤火锅｜玉珍酸笋酸汤火锅｜餐饮美食｜酸笋酸汤火锅·老店｜云岩区｜黔灵山公园/八鸽岩路一带｜游客游黔灵山后打卡、酸笋爱好者｜强（多篇游客笔记+老店）
POICAND-11B273589E0E9B32,GYTRAVEL-S4-F009,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,玉珍酸笋酸汤火锅（北京路店）,—,酸汤火锅,北京路,排队等位：旺季各分店线上预约均100+号起步,游客笔记,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,玉珍酸笋酸汤火锅（北京路店）｜—｜餐饮美食｜酸汤火锅｜云岩区｜北京路｜排队等位：旺季各分店线上预约均100+号起步｜游客笔记
POICAND-D22EC6E6C5CC6D31,GYTRAVEL-S4-F002,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,玉珍酸笋酸汤火锅（北京路店）,未确认,酸笋酸汤火锅,北京路,黔灵山公园游玩后顺路,中（N25 游客到店）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,玉珍酸笋酸汤火锅（北京路店）｜未确认｜餐饮美食｜酸笋酸汤火锅｜云岩区｜北京路｜黔灵山公园游玩后顺路｜中（N25 游客到店）
POICAND-1B52EF6E5C653B7B,GYTRAVEL-S4-F009,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,玉珍酸笋酸汤火锅（喷水池店）,玉珍酸笋酸汤火锅(喷水池店),酸汤火锅,喷水池/民生路商圈,排队等位：实测等178分钟、晚市等位500+桌、需线上掐点取号、过号作废,多篇游客笔记,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,玉珍酸笋酸汤火锅（喷水池店）｜玉珍酸笋酸汤火锅(喷水池店)｜餐饮美食｜酸汤火锅｜云岩区｜喷水池/民生路商圈｜排队等位：实测等178分钟、晚市等位500+桌、需线上掐点取号、过号作废｜多篇游客笔记
POICAND-2C8248D5FCF14B19,GYTRAVEL-S4-F002,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,玉珍酸笋酸汤火锅（喷水池总店）,未确认,酸笋酸汤火锅,喷水池商圈,网红酸笋酸汤打卡、需提前线上取号,强（N18/N24/N28/N29/N35/N36 多篇游客到店）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,玉珍酸笋酸汤火锅（喷水池总店）｜未确认｜餐饮美食｜酸笋酸汤火锅｜云岩区｜喷水池商圈｜网红酸笋酸汤打卡、需提前线上取号｜强（N18/N24/N28/N29/N35/N36 多篇游客到店）
POICAND-04BFC2F1B131EC0C,GYTRAVEL-S4-F002,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,玉珍酸笋酸汤火锅（黔灵山公园店）,未确认,酸笋酸汤火锅,黔灵山公园附近,游园后步行可达,中（N38 游客到店）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,玉珍酸笋酸汤火锅（黔灵山公园店）｜未确认｜餐饮美食｜酸笋酸汤火锅｜云岩区｜黔灵山公园附近｜游园后步行可达｜中（N38 游客到店）
POICAND-956FF86D8BFDDCE8,GYTRAVEL-S4-F016,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,王孃孃传统纯手搓冰粉,Wangniangniang,手搓冰粉冰浆,喷水池勇烈路（鲍师傅旁）,老贵阳手搓冰粉体验,中（2026-08、2025-10两篇）,,,,,2,"68fb5fc600000000030359e4
6a92ce880000000024004813","喷水池王嬢嬢手搓冰粉！
老贵阳夏天的快乐被这碗冰浆承包了","https://www.xiaohongshu.com/explore/68fb5fc600000000030359e4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a92ce880000000024004813?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,王孃孃传统纯手搓冰粉｜Wangniangniang｜餐饮美食｜手搓冰粉冰浆｜云岩区｜喷水池勇烈路（鲍师傅旁）｜老贵阳手搓冰粉体验｜中（2026-08、2025-10两篇）
POICAND-68E3687757854BC7,GYTRAVEL-S4-F010,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,王林面食三鲜大包,未确认,面食包子,黔灵山菜市场入口,游客逛早市买三鲜大包,中（N54、N57）。,,,,,1,6a78232f000000002c006b8f,在贵阳黔灵山，感受早市的烟火气！,https://www.xiaohongshu.com/explore/6a78232f000000002c006b8f?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,王林面食三鲜大包｜未确认｜餐饮美食｜面食包子｜云岩区｜黔灵山菜市场入口｜游客逛早市买三鲜大包｜中（N54、N57）。
POICAND-31A868DD821FBD02,GYTRAVEL-S4-F010,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,王记锅巴糍粑,未确认,锅巴糍粑小吃,正新街,游客边走边吃咸甜口锅巴糍粑,中（N8、N9）。,,,,,1,6a96edad000000002803932a,贵阳小吃这个吃啊,https://www.xiaohongshu.com/explore/6a96edad000000002803932a?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,王记锅巴糍粑｜未确认｜餐饮美食｜锅巴糍粑小吃｜云岩区｜正新街｜游客边走边吃咸甜口锅巴糍粑｜中（N8、N9）。
POICAND-1E9F8311C4E2E3A4,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,王阿姨糯米饭（沙河街）,王阿姨糯米饭,糯米饭,沙河街毛阿姨对面,游客打卡、全家福、上午摆摊,中,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,王阿姨糯米饭（沙河街）｜王阿姨糯米饭｜餐饮美食｜糯米饭｜云岩区｜沙河街毛阿姨对面｜游客打卡、全家福、上午摆摊｜中
POICAND-0D53CC1ECB4A417A,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,王齐川老素粉（蔡家街）,王齐川老素粉,素粉馆,蔡家街,游客早餐、发酵酸粉,弱,,,,,1,6a6ea8700000000025003572,王齐川老素粉,https://www.xiaohongshu.com/explore/6a6ea8700000000025003572?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,王齐川老素粉（蔡家街）｜王齐川老素粉｜餐饮美食｜素粉馆｜云岩区｜蔡家街｜游客早餐、发酵酸粉｜弱
POICAND-51C6C9A6F12ED116,GYTRAVEL-S4-F010,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,甜院冰浆,未确认,冰浆甜品,小十字文明路,游客吃冰浆、外卖包装好,中高（N13、N22、N55、N56）。,,,,,5,"68aee7bb000000001d0070cb
6a25978c000000001603d8db
6a647c7b000000001b01edb6
6a8865fa000000002800134c
6aa5442d000000002902e45d","又吃了几家贵阳美食
贵阳食物之小吃
喷水池步行逛吃！贵阳真是猪肉仙人
黔灵山公园×贵厨酸汤
贵阳｜在洋芋国爽吃48h","https://www.xiaohongshu.com/explore/68aee7bb000000001d0070cb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a25978c000000001603d8db?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a647c7b000000001b01edb6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8865fa000000002800134c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa5442d000000002902e45d?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,甜院冰浆｜未确认｜餐饮美食｜冰浆甜品｜云岩区｜小十字文明路｜游客吃冰浆、外卖包装好｜中高（N13、N22、N55、N56）。
POICAND-64BE8B069BF6795E,GYTRAVEL-S4-F016,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,甜院冰浆,Tianyuan,冰浆甜品,文笔街104号（文明路另有分店）,逛老城歇脚吃冰浆,高（2026-04至08多篇）,,,,,3,"69f83de10000000036000d5f
6a6f6d280000000025003d93
6aa4dec30000000029014f49","甜院冰浆 在贵阳只吃了这一家
地道老贵阳冰浆在这里✨绵密糯米冰浆太绝了
谁懂啊！贵州的冰浆米酒才是天花板🍧","https://www.xiaohongshu.com/explore/69f83de10000000036000d5f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6f6d280000000025003d93?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa4dec30000000029014f49?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,甜院冰浆｜Tianyuan｜餐饮美食｜冰浆甜品｜云岩区｜文笔街104号（文明路另有分店）｜逛老城歇脚吃冰浆｜高（2026-04至08多篇）
POICAND-F4B921E831AE7712,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,田嬢素粉（盐务街）,田嬢素粉,素粉馆,盐务街,游客打卡、口味清淡、7元,中 N48,,,,,1,69f6abfb000000003700fee2,贵阳素粉推荐,https://www.xiaohongshu.com/explore/69f6abfb000000003700fee2?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,田嬢素粉（盐务街）｜田嬢素粉｜餐饮美食｜素粉馆｜云岩区｜盐务街｜游客打卡、口味清淡、7元｜中 N48
POICAND-4693F22C126C9969,GYTRAVEL-S4-F019,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,知亘茶食,知亘茶食 ZhiGen,中式茶食/甜品店,文昌北路2号，文昌阁对面小院,文昌阁游览后歇脚，老建筑庭院环境、中式茶食+法式甜品，适合拍照发呆与闺蜜下午茶,强（N46/N48/N50/N52/N54等5篇以上独立到店笔记）,,,,,7,"641dbac8000000001301407c
675798330000000001029698
678e1233000000001701ce9e
684b7c72000000000303c02a
69da6c9c000000001d01a2f0
69e8a336000000001e00f242
6a59a3b4000000000103285a","贵阳探店—知亘茶食
🇨🇳贵州贵阳 茶室推荐｜知亘茶食
贵阳 知亘茶食
我愿称之为贵阳甜品天花板 | 知亘茶食
陈粒｜《正在消化一朵花的蛇兔》｜知亘茶食🍵
藏在文昌阁，一家甜品星人狂喜的小店🍰
贵州！雨天适合去的治愈小店🌧️🌧️（附机位📷","https://www.xiaohongshu.com/explore/641dbac8000000001301407c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/675798330000000001029698?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/678e1233000000001701ce9e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/684b7c72000000000303c02a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69da6c9c000000001d01a2f0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69e8a336000000001e00f242?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a59a3b4000000000103285a?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,知亘茶食｜知亘茶食 ZhiGen｜餐饮美食｜中式茶食/甜品店｜云岩区｜文昌北路2号，文昌阁对面小院｜文昌阁游览后歇脚，老建筑庭院环境、中式茶食+法式甜品，适合拍照发呆与闺蜜下午茶｜强（N46/N48/N50/N52/N54等5篇以上独立到店笔记）
POICAND-0F0F14A6D3E97E2E,GYTRAVEL-S4-F017,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,社会牛肉粉,喷水池慈善巷店,深夜牛肉粉,喷水池慈善巷（近喷水池地铁站）,夜游后深夜嗦粉,强（N7 游客实测晚 7 点开门至凌晨 4 点，N3/N4/N20/N22 多次提及）,,,,,1,6a3e513c000000000e038400,广东人爽吃贵阳day1 🍽️,https://www.xiaohongshu.com/explore/6a3e513c000000000e038400?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,社会牛肉粉｜喷水池慈善巷店｜餐饮美食｜深夜牛肉粉｜云岩区｜喷水池慈善巷（近喷水池地铁站）｜夜游后深夜嗦粉｜强（N7 游客实测晚 7 点开门至凌晨 4 点，N3/N4/N20/N22 多次提及）
POICAND-9D40DD72F2A68D45,GYTRAVEL-S4-F010,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,社会牛肉粉,未确认,牛肉粉,喷水池,游客深夜嗦清汤牛肉粉,中（N15、N24）。,,,,,2,"69045f55000000000301d815
6aa72e5f000000002b026b51","贵阳的喷水池真好看，下次不来了。
喷水池美食之🌸拢火小排档","https://www.xiaohongshu.com/explore/69045f55000000000301d815?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa72e5f000000002b026b51?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,社会牛肉粉｜未确认｜餐饮美食｜牛肉粉｜云岩区｜喷水池｜游客深夜嗦清汤牛肉粉｜中（N15、N24）。
POICAND-67E81A8D5481A29F,GYTRAVEL-S4-F007,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,程家洋芋粑（交通街）,未确认,洋芋粑,交通街,游客尝洋芋粑,弱（N32）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,程家洋芋粑（交通街）｜未确认｜餐饮美食｜洋芋粑｜云岩区｜交通街｜游客尝洋芋粑｜弱（N32）
POICAND-EC0CAAC05EC77483,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,笔记安顺夺夺粉火锅,Biji Duoduofen,夺夺粉火锅,醒狮路,游客打卡安顺特色火锅,证据强度：中（N2/N38）,,,,,2,"6a2fef2d000000001c027afa
6aa5740d000000002502fb11","贵阳必吃榜！（游客版）
J人总结😋吃过的贵阳好饭（合集）","https://www.xiaohongshu.com/explore/6a2fef2d000000001c027afa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa5740d000000002502fb11?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,笔记安顺夺夺粉火锅｜Biji Duoduofen｜餐饮美食｜夺夺粉火锅｜云岩区｜醒狮路｜游客打卡安顺特色火锅｜证据强度：中（N2/N38）
POICAND-8E7BA16485D9E8F0,GYTRAVEL-S4-F004,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,绿茶餐厅（贵阳壹号店）,绿茶餐厅,杭帮菜／融合菜,贵阳壹号商场,游客吃杭帮菜、家庭闺蜜聚餐,中（N10 真实体验+账单，新店开业；另有白云方圆荟首店 N12）,,,,,2,"6a71f650000000002500dcb4
6a81cc79000000002701f81f","✨白云新商场｜方圆荟·中京广场餐饮大盘点📝
干饭日记｜绿茶餐厅实测✨惊喜和踩雷都有！","https://www.xiaohongshu.com/explore/6a71f650000000002500dcb4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a81cc79000000002701f81f?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,绿茶餐厅（贵阳壹号店）｜绿茶餐厅｜餐饮美食｜杭帮菜／融合菜｜云岩区｜贵阳壹号商场｜游客吃杭帮菜、家庭闺蜜聚餐｜中（N10 真实体验+账单，新店开业；另有白云方圆荟首店 N12）
POICAND-D683E47EC5166A43,GYTRAVEL-S4-F010,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,罗小二烙锅,未确认,烙锅烤肉,喷水池／太平路,游客吃烙锅、牛肉嫩,中（N20、N12）。,,,,,2,"6a89a7ba000000003400ed50
6aa5740d000000002502fb11","贵阳喷水池排队美食
J人总结😋吃过的贵阳好饭（合集）","https://www.xiaohongshu.com/explore/6a89a7ba000000003400ed50?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa5740d000000002502fb11?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,罗小二烙锅｜未确认｜餐饮美食｜烙锅烤肉｜云岩区｜喷水池／太平路｜游客吃烙锅、牛肉嫩｜中（N20、N12）。
POICAND-DA8B11C32F4C2F3C,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,罗小二烙锅烤肉,Luo Xiaoer,烙锅烤肉,太平路,游客专程排队约2小时,证据强度：中（N1/N38）,,,,,1,6aa5740d000000002502fb11,J人总结😋吃过的贵阳好饭（合集）,https://www.xiaohongshu.com/explore/6aa5740d000000002502fb11?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,罗小二烙锅烤肉｜Luo Xiaoer｜餐饮美食｜烙锅烤肉｜云岩区｜太平路｜游客专程排队约2小时｜证据强度：中（N1/N38）
POICAND-245E0E8C57C0E419,GYTRAVEL-S4-F017,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,老五鸡丝豆花面,瑞金北路店,深夜豆花面,瑞金北路 94 号,深夜收尾面食,中（N3/N20/N22 多次提及）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,老五鸡丝豆花面｜瑞金北路店｜餐饮美食｜深夜豆花面｜云岩区｜瑞金北路 94 号｜深夜收尾面食｜中（N3/N20/N22 多次提及）
POICAND-186534C95FB4B3E6,GYTRAVEL-S4-F007,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,老俩口洋芋粑（文笔路店）,未确认,洋芋粑,文笔路，贵阳二中北门对面,游客尝校门口洋芋粑,中（N45）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,老俩口洋芋粑（文笔路店）｜未确认｜餐饮美食｜洋芋粑｜云岩区｜文笔路，贵阳二中北门对面｜游客尝校门口洋芋粑｜中（N45）
POICAND-87FF066DF3019662,GYTRAVEL-S4-F010,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,老兵私房菜,未确认,黔菜私房菜,喷水池附近,游客吃宫爆板筋、肥肠,中（N10、N71）。,,,,,2,"6aa1595b000000001200015d
6aa63832000000002b013aad","谁去贵阳玩不吃老兵私房菜都会后悔的！
贵阳你真的太好吃好喝","https://www.xiaohongshu.com/explore/6aa1595b000000001200015d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa63832000000002b013aad?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,老兵私房菜｜未确认｜餐饮美食｜黔菜私房菜｜云岩区｜喷水池附近｜游客吃宫爆板筋、肥肠｜中（N10、N71）。
POICAND-AA566BF6FDD72772,GYTRAVEL-S4-F018,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,老凯俚酸汤鱼,老凯俚酸汤鱼,酸汤鱼火锅,省府路老店,游客尝酸汤鱼、非遗体验,中,,,,,3,"6a3b97ce0000000011016461
6a8075c4000000001201020c
6a8525d5000000002202c79c","贵阳必吃清单🔥这8道美食不吃等于白来！
🇭🇰打工人周末快闪贵阳（美食篇）
贵阳美食天花板｜本地人私藏6大品类","https://www.xiaohongshu.com/explore/6a3b97ce0000000011016461?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8075c4000000001201020c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8525d5000000002202c79c?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,老凯俚酸汤鱼｜老凯俚酸汤鱼｜餐饮美食｜酸汤鱼火锅｜云岩区｜省府路老店｜游客尝酸汤鱼、非遗体验｜中
POICAND-95D349B252CD55B0,GYTRAVEL-S4-F002,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,老凯俚酸汤鱼（喷水池店）,未确认,酸汤鱼,喷水池商圈,正餐打卡,弱（N34 本地合集提及，缺游客到店正文）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,老凯俚酸汤鱼（喷水池店）｜未确认｜餐饮美食｜酸汤鱼｜云岩区｜喷水池商圈｜正餐打卡｜弱（N34 本地合集提及，缺游客到店正文）
POICAND-CC81F55F0B50723E,GYTRAVEL-S4-F003,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,老凯俚酸汤鱼（宅吉店）,老凯俚酸汤鱼（宅吉店）,酸汤鱼·非遗老字号,宅吉,游客就近吃酸汤鱼（省府店平替）,中（单篇游客笔记）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,老凯俚酸汤鱼（宅吉店）｜老凯俚酸汤鱼（宅吉店）｜餐饮美食｜酸汤鱼·非遗老字号｜云岩区｜宅吉｜游客就近吃酸汤鱼（省府店平替）｜中（单篇游客笔记）
POICAND-A1BCA92C9B2AF2ED,GYTRAVEL-S4-F002,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,老凯俚酸汤鱼（省府街/省府店）,未确认,酸汤鱼,省府街,落地第一顿、出差就近用餐,中（N4/N13 游客到店；疑与省府路店为同一店，待消歧）,,,,,1,691408d30000000003037fc4,"到贵阳出差可真的是大饱口福，有米粉吃，还有酸汤鱼吃🐟

客户安排了这家老凯俚",https://www.xiaohongshu.com/explore/691408d30000000003037fc4?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,老凯俚酸汤鱼（省府街/省府店）｜未确认｜餐饮美食｜酸汤鱼｜云岩区｜省府街｜落地第一顿、出差就近用餐｜中（N4/N13 游客到店；疑与省府路店为同一店，待消歧）
POICAND-22703B1E9D559D3C,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,云岩区,餐饮美食,老凯俚酸汤鱼（省府路店）,Laokaili Suantangyu,酸汤鱼,省府路,游客品尝凯里酸汤鱼，门外常排长队,证据强度：强（N16/N18/N35）,,,,,1,6a79f1ab000000003301b59d,贵阳散记（14）酸汤鱼,https://www.xiaohongshu.com/explore/6a79f1ab000000003301b59d?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,老凯俚酸汤鱼（省府路店）｜Laokaili Suantangyu｜餐饮美食｜酸汤鱼｜云岩区｜省府路｜游客品尝凯里酸汤鱼，门外常排长队｜证据强度：强（N16/N18/N35）
