行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
巴蜀府,住宿酒店,Let's Sea Hua Hin,莱茨海华欣酒店,设计感酒店,筷子山片区,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合情侣/追求静谧,只有30多间房、多泳池设计、步行1分钟到沙滩,泰国华欣Verso｜颜值在线，这些细节要注意,https://www.xiaohongshu.com/explore/69d36be6000000001a035cb3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,Sheraton Hua Hin Resort & Spa,华欣喜来登水疗度假酒店,六善底子喜来登运营,位置偏远,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合家庭/奢华度假,两卧室泳池别墅、服务超五星标准、餐饮不错,"世界第一家六善
泰国华欣 喜来登水疗度假酒店","https://www.xiaohongshu.com/explore/6a1aa305000000003601f2b2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6974970000000006013420?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,Siriam Guest House,西里阿姆宾馆,经济型宾馆,希尔顿附近/步行到夜市几分钟,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合预算有限,人均不到100元一晚、位置近夜市,从曼谷花9元坐6个多小时火车去趟华欣值吗？,https://www.xiaohongshu.com/explore/6445161c00000000120336e3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,Subhamitra Hotel Hua Hin,素帕米特拉酒店,经济型酒店,离火车站近,51,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合预算有限/安静,比较便宜、离火车站近、安静,"嘿嘿！来泰兰德半个月做了八次马杀鸡
华欣七岩｜适合“消失式度假”的酒店
泰国华欣攻略","https://www.xiaohongshu.com/explore/66321a7b000000001e019a44?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/699e97f6000000002203833b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8ff731000000001f01f5e6?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,康养SPA,The Barai Spa,เดอะ บาราย สปา,SPA与水疗,凯悦酒店内,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合追求设计感/高端体验,建筑设计按五行理念、色彩出片、有桑拿湿蒸、90分钟项目送半小时,按了个摩,https://www.xiaohongshu.com/explore/696ba0cc000000000b011a24?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,The Regent Cha am Beach Resort,丽晶七岩海滩度假村,海滨度假村,靠近七岩海滩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合情侣/家庭,性价比高、出门觅食方便、酒店嘟嘟车可接送,华欣DNA动了！这家海边泰餐小馆我可以追着吃,https://www.xiaohongshu.com/explore/6a6df9d70000000033037dc8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,Verso Hotel,韦尔索酒店,蓝白ins风酒店,筷子山片区,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合拍照/安静度假,颜值在线、成人无边泳池+儿童浅水区、部分房型带阳台浴缸,泰国华欣Verso｜颜值在线，这些细节要注意,https://www.xiaohongshu.com/explore/69d36be6000000001a035cb3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,After Rain Coffee,After Rain Coffee Kanchanaburi,稻田咖啡厅,稻田区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影游客,田园风出片圣地,🌿【北碧府：泰国的隐世治愈系秘境】🌿,https://www.xiaohongshu.com/explore/68b961df000000001b021544?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,Chanchala,Chanchala Kanchanaburi,隐藏餐厅,市区外,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,猎奇游客,路边杂草中别有洞天、有小瀑布、酸辣鱼好吃、160元4道菜,北碧府隐藏餐厅,https://www.xiaohongshu.com/explore/6a5a404e000000000a039841?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,KEEREE TARA,KEEREE TARA Kanchanaburi,河边餐厅,桂河大桥附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,午餐游客,河边位置好、价格合理,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,Meena Café,Meena Café มีนา คาเฟ่,稻田咖啡馆,虎穴寺对面稻田中,27,5,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影/松弛感游客,可躺吃拍一下午、看寺庙和稻田、人均约100元,"北碧府的两家宝藏咖啡馆
北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，
北碧府：泰国的宁静绿洲
北碧府一日游｜神树+寺庙+咖啡+桂河大桥
泰国值得去之北碧府（1）","https://www.xiaohongshu.com/explore/6a5317a9000000000803f38c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69cf9ef0000000001f0066b4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65a228d2000000001a02a44c?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,Sai Yok Punchan Coffee,Sai Yok Punchan Coffee Kanchanaburi,丛林树屋咖啡馆,树冠中,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,网红打卡游客,真正长在树冠里的咖啡馆、俯瞰北碧全景,🌿【北碧府：泰国的隐世治愈系秘境】🌿,https://www.xiaohongshu.com/explore/68b961df000000001b021544?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,The Curve,The Curve Kanchanaburi,景观咖啡馆,死亡铁路附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,火车爱好者,可俯瞰铁路看火车驶过、有猫咪、三文鱼披萨好吃,北碧府的两家宝藏咖啡馆,https://www.xiaohongshu.com/explore/6a5317a9000000000803f38c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,The Village Farm To Café,The Village Farm To Café Kanchanaburi,玻璃屋餐厅,桂河死亡大桥附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,一日游游客,熏鲑鱼哈密瓜和烤猪肋排推荐、食材新鲜不贵,去泰国🇹🇭北碧府不能错过的一家漂亮饭,https://www.xiaohongshu.com/explore/6a73e60f0000000012010fa4?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,ร้านต้นประดู่&หมูกะทะ กาญจนบุรี,Ton Pradu & Moo Krata Kanchanaburi,猪锅餐厅,市区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,晚餐游客,肉质新鲜、晚上有乐队演出、人均约300泰铢,北碧府：泰国的宁静绿洲,https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,购物商业,桂河夜市,Kwai River Night Market,夜市,桂河大桥附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,傍晚游客,河边位置好、时间充裕可去,北碧府：泰国的宁静绿洲,https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,购物商业,桑卡武里县夜市,Sangkhla Buri Walking Street,夜市,孟族村附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,过夜游客,孟族特色、可体验清晨布施,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,购物商业,JJ火车夜市,JJ Night Market Kanchanaburi,夜市,火车站附近,27,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,傍晚游客,物价友好、10泰铢一袋水果、可体验露天马杀鸡,"北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，
🇹🇭北碧府四天三夜背包旅行攻略—P1","https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67e40184000000001d018e56?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,交通服务,北碧府汽车站,Kanchanaburi Transportation,巴士站,市区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,巴士到达/离开游客,有minibus运营公司、可去爱侣湾瀑布和孟族村,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,交通服务,北碧火车站,Kanchanaburi Station,火车站,市区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,火车到达/离开游客,可步行到桂河大桥、有夜市和餐厅,🇹🇭北碧府四天三夜背包旅行攻略—P1,https://www.xiaohongshu.com/explore/67e40184000000001d018e56?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,交通服务,桂河大桥站,Saphan Kwae Yai Station,火车站,桂河大桥旁,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,死亡铁路游客,可直接上火车、步行到观音寺和夜市,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,交通服务,甲赛站,Tham Krasae Station,火车站,死亡铁路悬崖段,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影游客,经典机位、悬崖木栈道看火车驶过,花200泰铢，坐上泰国最美铁路！,https://www.xiaohongshu.com/explore/6a648900000000000100f5bc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,交通服务,曼谷南部巴士总站,Sai Tai Mai Bus Terminal,巴士站,吞武里区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,巴士前往北碧游客,每小时一班小巴、130泰铢、车程约2.5小时,"北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，",https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,交通服务,桑卡武里县汽车站,Sangkhla Buri Minibus Terminal,巴士站,孟族村附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,前往孟族村游客,每天早8:05一班、5小时车程、复古大巴无空调,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,交通服务,Wang Pho火车站,Wang Pho Station,火车站,孟族村附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,深度游游客,可体验水中寺庙和清晨布施,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,景点观光,茉莉之城,Mallika R.E 124 เมืองมัลลิกา,复古主题公园,市区外,27,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化体验游客,穿泰服品尝传统小吃用古钱币交易、仿佛回到拉玛五世时代、45元/人,"北碧府tips
曼谷出发🚗2.5h 打卡这座小众宝藏小城","https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65aa6faa000000002d030535?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,景点观光,Skywalk Kanchanaburi City,Skywalk Kanchanaburi City,玻璃栈道观景台,市区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,日落摄影游客,俯瞰桂河、风景如诗如画、门票60泰铢,"北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，",https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,北碧府纳提河滨酒店,Natee The Riverfront Hotel Kanchanaburi,河景酒店,桂河大桥附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求便利游客,步行可达酒吧/美食/711、房间带大浴缸,北碧府酒店3家 人均200,https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,Binlha Raft Resort,Binlha Raft Resort Kanchanaburi,水屋民宿,桂河上,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,体验型游客,水上漂浮屋、早餐棒但设施一般,北碧府酒店3家 人均200,https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,Contemporary Villas Floating on River Kwai,Contemporary Villas Floating on River Kwai,高端水上别墅,桂河上,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,高端度假游客,需乘船前往、泰式风格带私人码头和秋千,曼谷出发🚗2.5h 打卡这座小众宝藏小城,https://www.xiaohongshu.com/explore/65aa6faa000000002d030535?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,Cross River Kwai X2,Cross River Kwai X2 Kanchanaburi,高端漂浮酒店,桂河中段,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求品质游客,私人码头可划kayak、顶楼观景台、按摩手法顶级,泰国旅游攻略 之 北碧府住宿,https://www.xiaohongshu.com/explore/63b5a991000000001c0379fe?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,Good Times Resort,Good Times Resort Kanchanaburi,市区酒店,桂河大桥附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,临时入住游客,位置便利、可步行到夜市,北碧府2天1夜佛系3人自由行（交通篇）,https://www.xiaohongshu.com/explore/6690000f0000000025004480?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,Kanchanaburi City Hotel,Kanchanaburi City Hotel,市区酒店,汽车站旁,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,背包客/中转游客,地理位置好、周边有市场/711/按摩/餐厅,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,No.9 Hostel Kanchanaburi,No.9 Hostel Kanchanaburi,青旅,市区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,背包客,便宜干净、位置便利、混合宿舍六人间,🇹🇭北碧府四天三夜背包旅行攻略—P1,https://www.xiaohongshu.com/explore/67e40184000000001d018e56?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,River Kwai Jungle Rafts Floating Hotel,River Kwai Jungle Rafts Floating Hotel,原生态水屋,桂河上游,27,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,猎奇体验型游客,无电无热水无Wi-Fi、煤油灯照明、早上可喂大象、可漂流,"泰国值得去之北碧府（1）
恐怖体验：泰国朋友直呼下次不来了
泰国亲子游｜坐船入住北碧府超Chill的民宿","https://www.xiaohongshu.com/explore/65a228d2000000001a02a44c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66161888000000001a00f72d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67a20c48000000001800d914?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,River Kwai Resotel,River Kwai Resotel Kanchanaburi,连锁度假村,桂河上游,27,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/自驾游客,河边设施齐全、空气清新但离市区远,"北碧府酒店3家 人均200
泰国亲子游｜坐船入住北碧府超Chill的民宿","https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67a20c48000000001800d914?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,River Life Resort,River Life Resort Kanchanaburi,河滨度假村,桂河沿岸,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/周末度假,氛围感强、含双早、可划竹筏看野象,🇹🇭北碧府避世河滨悠闲周末住宿篇,https://www.xiaohongshu.com/explore/66a1ab3300000000270126b1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,V1 Boutique Hotel Kanchanaburi,V1 Boutique Hotel Kanchanaburi,精品酒店,汽车站旁,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,赶早班车游客,干净卫生、步行100米到汽车站但房间小价格偏高,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,树屋咖啡厅,Bang Otron Tree House,海边咖啡馆,海边沙滩上,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡/宠物友好,"围绕大树搭建,面朝大海,有秋千和木桥,宠物友好",春蓬海边树屋咖啡厅 宠物友好拍照太出片了,https://www.xiaohongshu.com/explore/6a5863e50000000011006c73?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,无名餐厅,(No Name Restaurant),泰餐,BIG ONE superstore旁边,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求性价比游客,"正宗泰餐价格实惠,人均80泰铢,pork belly推荐",🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,植物咖啡店,(Plant Coffee Shop),咖啡馆,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,咖啡爱好者,"山里小店,老板手冲咖啡手法朴实,50泰铢/杯性价比高",未被“网红化”的泰国/春蓬府,https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Baan Ouadchum Treehouse,บ้านต้นไม้อวดชุม,树屋餐厅,"海边,距市中心41km",41,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾游客/拍照打卡,"树屋结构海景好,餐食品质高无坑,咖啡一般","春蓬自驾〡海边树屋登高远眺海湾，好吃好看
泰国春蓬自驾〡小众海边高性价比民宿","https://www.xiaohongshu.com/explore/6a9195e7000000002003cabc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a915691000000002503d06b?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Baan Yai Sri,Baan Yai Sri,河边餐厅,"雨林别墅附近,需预约",41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾游客,"河边餐厅,需提前预约",泰国南部自驾之旅2.12-21第九章 春蓬雨林,https://www.xiaohongshu.com/explore/69c25618000000001a02b0ab?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Coffee Bar 99,Coffee Bar 99,咖啡馆,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,咖啡爱好者,"春蓬是泰国最大咖啡豆产地之一,这家咖啡和甜点都不错,卖自烘咖啡豆和挂耳咖啡",🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来,https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Coffee Tree House,Coffee Tree House,树屋咖啡馆,海边水塘旁,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡/工作休闲,"多层木质树屋设计,面向水塘和大海,有吉祥白水牛",春蓬隐藏秘境！纯白水牛守护的树屋咖啡店,https://www.xiaohongshu.com/explore/693a21c0000000001b030666?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Farida Cha Roti,Farida Cha Roti,本地餐馆,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地食客,"咖喱鸡饭和香蕉煎饼便宜美味,很多当地人吃",泰南春蓬,https://www.xiaohongshu.com/explore/6a7d3913000000003300bca7?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Hor Chia Dim Sum Restaurant,Hor Chia Dim Sum Restaurant,广式点心,火车站附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,点心爱好者,"自助式点单,菜量小但种类多,人均约469泰铢",春蓬一日躺平游记,https://www.xiaohongshu.com/explore/69885dbc0000000028008846?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Lay Tung Laen Seafood,Lay tung laenseafood,海鲜餐厅,通瓦兰沙滩,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,海鲜爱好者,"可坐沙滩看路人,现捞海鲜,人均200泰铢(五菜+饮料)",🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Lung Plen,Lung Plen,河边餐厅,雨林别墅附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾游客,"河边餐厅,Baan Yai Sri订不到可来这家",泰国南部自驾之旅2.12-21第九章 春蓬雨林,https://www.xiaohongshu.com/explore/69c25618000000001a02b0ab?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,mama咖啡,mama Coffee,咖啡甜品,火车站附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,等车游客,"周日营业,价格偏贵(99泰铢/份),泰奶推荐",春蓬一日躺平游记,https://www.xiaohongshu.com/explore/69885dbc0000000028008846?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,papa餐馆,papa Restaurant,酒馆餐吧,火车站对面,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,等车游客,"周日营业,价格偏贵(100+泰铢/份),咖喱汁很辣",春蓬一日躺平游记,https://www.xiaohongshu.com/explore/69885dbc0000000028008846?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,Pimploy餐厅,Pimploy Restaurant,本地菜,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地食客,"谷歌地图本地推荐,味道不错",泰国小众地春蓬🇹🇭千字旅游攻略真心大放送,https://www.xiaohongshu.com/explore/65df30730000000003036527?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
