行政区,POI业务类型,POI名称,POI泰文名称,POI细分类型,地理位置描述,名称直接命中帖子数（非热度）,证据样例标题,证据样例URL,重要口径
攀牙府,餐饮美食,KOPI KUAPA Cafe,高巴咖啡,复古咖啡馆,老城区,1,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,La Malila Café,拉玛丽拉咖啡馆,咖啡/甜点,小巷,1,純白色建築有實力網美級咖啡廳咖啡烘焙冠軍,https://www.xiaohongshu.com/explore/684e69d90000000012006419?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Latitude 08,纬度08大堂酒吧,精致酒廊,Le Méridien酒店,1,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Le Scoop,乐思酷普,咖啡冰淇淋,Le Méridien酒店,1,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Makai Cafe and Space,牧井咖啡馆,日式木屋咖啡馆,小镇街角,2,"📍Makai Cafe and Space｜泰国攀牙府・泰米昂
（Phang-nga攀牙湾）🐋Makai Cafe and Space🪵
地","https://www.xiaohongshu.com/explore/6864bce100000000110038fa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6235a7bc000000000102bbc3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Mali Restaurant,玛丽餐厅,海鲜,主街,1,🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉,https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Mum Aroi,姆阿罗伊餐厅,海鲜大排档,渔村海边,1,攀牙府渔村里的海鲜小餐馆~普吉岛,https://www.xiaohongshu.com/explore/68a9e40d000000001b033b38?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Nai Mueang Restaurant,奈孟餐厅,复古泰餐,镇中心,1,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,NernKhao View Talay,山顶景观餐厅,泰式料理,Ban Suansin酒店旁,1,人均60元，都给我冲泰国攀牙山顶米其林餐厅,https://www.xiaohongshu.com/explore/63f6052600000000270299a4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,OLIVE,橄榄意大利餐厅,意式料理,海滩旁,1,落日海景🌅｜考拉海滩私藏餐厅推荐🍴,https://www.xiaohongshu.com/explore/6745a90900000000080056c6?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Panasia Grill & Bar,帕纳西亚烧烤酒吧,屋顶餐厅,JW万豪6楼,2,"带娃出行，晚餐和按摩依然只属于我们两个人
考拉万豪唯一屋顶餐厅|自烤和牛+落日海景","https://www.xiaohongshu.com/explore/6a7c29960000000022010d8d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c2acdb000000002200e2b3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Ruan Thai Kitchen,阮泰厨房,泰式料理,海滩,1,来考拉海滩再不来这家餐厅我真的会…,https://www.xiaohongshu.com/explore/676415dc000000000b00c5ed?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Takrai Thai Restaurant,塔克莱泰餐厅,正宗泰餐,JW万豪内,1,Takrai Thai Restaurant Khao Lak 泰餐,https://www.xiaohongshu.com/explore/6a5e370b0000000001030ee3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,The Nest,巢穴餐厅,国际自助,Le Méridien酒店,1,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,The Pizzeria,披萨店,意式披萨,Le Méridien酒店,2,"考拉（蔻丽）一个泰国最喜欢的宝藏地
泰国考拉美食全攻略🍴全天候度假味觉之旅","https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Tiewson,蒂乌森餐厅,泰式料理,镇中心(不靠海),1,考拉（蔻丽）一个泰国最喜欢的宝藏地,https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Valhalla 咖啡馆,山顶海景咖啡馆,咖啡/简餐,山上,1,Valhalla 咖啡馆,https://www.xiaohongshu.com/explore/683d76b90000000022024cc6?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Valhalla Tree House,瓦尔哈拉树屋咖啡馆,森林系咖啡馆,山顶,1,拷叻最美森林系咖啡廳~泰國網紅拍照打卡,https://www.xiaohongshu.com/explore/6832da5b00000000120007f0?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,购物商业,Nang Thong 夜市,南通夜市,小型夜市,南通区,1,🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉,https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,交通服务,HinRomPier,欣罗姆码头,长尾船码头,攀牙湾入口,1,攀牙2天纯玩真实体验,https://www.xiaohongshu.com/explore/66e1103e0000000027000e7f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,交通服务,Jian Wanich Pier,建瓦尼奇码头,轮渡码头,返回普吉,1,如何去瑶亚岛（Koh Yao yai）也叫大长岛,https://www.xiaohongshu.com/explore/65c841f0000000000c007228?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,交通服务,Laem Hin Pier,莱姆欣码头(皇家码头),轮渡码头,瑶亚岛方向,1,如何去瑶亚岛（Koh Yao yai）也叫大长岛,https://www.xiaohongshu.com/explore/65c841f0000000000c007228?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,交通服务,Sarasin Bridge,萨拉辛桥,跨海大桥,渔村,1,攀牙府渔村里的海鲜小餐馆~普吉岛,https://www.xiaohongshu.com/explore/68a9e40d000000001b033b38?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,景点观光,Bang Niang Beach,邦娘海滩,海滩,邦娘区,1,🇹🇭泰国!考拉!不愧是亲子酒店天花板,https://www.xiaohongshu.com/explore/69e6ebaf000000002200eb84?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,景点观光,Khuk Khak Beach,库克卡克海滩,海滩,The Haven酒店前,1,🌊邂逅宁静——The Haven Khao Lak🌊,https://www.xiaohongshu.com/explore/6a6171b5000000000f0110cd?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,景点观光,Small Sandy Beach,小沙滩,隐蔽海滩,小众,1,向全世界安利普吉周边度假小镇—考拉,https://www.xiaohongshu.com/explore/67d15c99000000001201ea99?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,景点观光,The Little Amazon Takuapa,小亚马逊塔库阿帕,雨林皮划艇,热带雨林,1,泰国南部 Phang Nga 攀牙的活动,https://www.xiaohongshu.com/explore/68cab5c10000000013034d3b?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,康养SPA,Finn Massage,芬恩按摩,精油按摩,邦娘夜市附近,1,🇹🇭考拉Khao Lak - 四天四夜,https://www.xiaohongshu.com/explore/69cbb7c4000000001a028066?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,康养SPA,Nalinya Spa,娜琳雅SPA,亲子SPA,卡塔坦尼金沙度假村,1,家庭Spa💆才是泰国亲子游正确打开方式！,https://www.xiaohongshu.com/explore/673b22a60000000008005402?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,康养SPA,Quan Spa,权SPA,高端SPA,JW万豪酒店内,1,考拉JW 万豪水疗度假酒店,https://www.xiaohongshu.com/explore/6a5b3db4000000000301fe63?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,康养SPA,Sala Massage,萨拉按摩,海滩按摩,卡塔坦尼金沙度假村,1,家庭Spa💆才是泰国亲子游正确打开方式！,https://www.xiaohongshu.com/explore/673b22a60000000008005402?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Ban Suansin,班苏安辛酒店,小木屋酒店,山顶,1,人均60元，都给我冲泰国攀牙山顶米其林餐厅,https://www.xiaohongshu.com/explore/63f6052600000000270299a4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Devasom Khao Lak Beach Resort & Villas,德瓦颂酒店,豪华度假村,邦萨海滩,2,"考拉（蔻丽）一个泰国最喜欢的宝藏地
没有遗憾的普吉岛之旅从选对酒店开始","https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2ea71c000000003501f288?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Eden Beach Khao Lak Resort & Spa,考拉伊甸海滩度假村,四星级度假村,邦娘海滩,1,考拉🏝️不想走的人生酒店！巨好住！太舒服了！,https://www.xiaohongshu.com/explore/69f95d9d0000000035023e99?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,JW Marriott Khao Lak Resort & Spa,考拉JW万豪水疗度假酒店,五星级度假村,邦萨海滩,7,"攀牙府考叻
🇹🇭普吉岛！男大豪赌普吉岛成功了！！！！
🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉
考拉JW 万豪水疗度假酒店
泰国考拉镇Bang Niang夜市","https://www.xiaohongshu.com/explore/677de47b0000000001001f00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0d5846000000003502093f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5b3db4000000000301fe63?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b6aba5000000001f005aee?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Khaolak Bhandari Resort & Spa,考拉班达里度假村,泰式度假村,热带花园,1,泰国神仙度假村🥹百元住出安纳塔拉顶配度假,https://www.xiaohongshu.com/explore/6a4c5cf30000000007024cf8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Kokotel Khao Lak Montana,科科特尔考拉蒙塔纳酒店,中端酒店,镇中心,1,🇹🇭考拉Khao Lak - 四天四夜,https://www.xiaohongshu.com/explore/69cbb7c4000000001a028066?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Le Méridien Khao Lak Resort & Spa,考拉艾美水疗度假酒店,五星级度假村,邦萨海滩,3,"在普吉岛考拉❗️私藏必打卡的海边餐厅
普吉岛考拉必打卡清单✨玩这些才叫海岛游！
泰国考拉美食全攻略🍴全天候度假味觉之旅","https://www.xiaohongshu.com/explore/69ff1cc5000000001f007d89?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f5f46e0000000023007cb5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Little Khao Lak Coast,小考拉海岸,度假村,海滩,1,考拉（蔻丽）一个泰国最喜欢的宝藏地,https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Nang Thong Beach Resort,南通海滩度假村,海滩度假村,南通海滩,1,🇹🇭考拉Khao Lak - 四天四夜,https://www.xiaohongshu.com/explore/69cbb7c4000000001a028066?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Samet Nangshe Boutique Hotel,萨梅特南舍精品酒店,精品酒店,山顶观景台,1,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,The Haven Khao Lak,考拉避风港酒店,成人专属度假村,库克卡克海滩,1,🌊邂逅宁静——The Haven Khao Lak🌊,https://www.xiaohongshu.com/explore/6a6171b5000000000f0110cd?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,大名点心,ต้าหมิงติ่มซํา,广府点心,市区,1,强烈安利我的泰北超值美食地图（个人向）,https://www.xiaohongshu.com/explore/6a6d3a15000000002701fb1c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,A-PA COFFEE,A-PA COFFEE,山谷咖啡馆,101茶园方向,1,适合中国宝宝的世外桃源——清莱美斯乐(三),https://www.xiaohongshu.com/explore/66594aba00000000160137c0?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Boonsita Vegetarian Restaurant,Boonsita Vegetarian Restaurant,素食餐厅,市区,1,强烈安利我的泰北超值美食地图（个人向）,https://www.xiaohongshu.com/explore/6a6d3a15000000002701fb1c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Chakrapad Chicken Rice,Chakrapad Chicken Rice,炸鸡饭,市区,1,强烈安利我的泰北超值美食地图（个人向）,https://www.xiaohongshu.com/explore/6a6d3a15000000002701fb1c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Chivit Thamma Da Coffee House,ชีวิตธรรมดา คอฟฟี่เฮาส์,咖啡馆兼餐厅,蓝庙旁300米,3,"清萊必打卡的歐系咖啡廳
🇹🇭如果在清莱住一晚，一定要来这家餐厅！
不愧是清莱顶流网红餐厅","https://www.xiaohongshu.com/explore/6925442a000000000d03f338?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68fb24b50000000004021653?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a1c078f0000000037034b78?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Jeheang Noodle Shop,ร้านก๋วยเตี๋ยว เจ้เฮียง เจ้าเก่า,汤粉店,车站旁,1,清莱美食推荐🇹🇭🇹🇭,https://www.xiaohongshu.com/explore/6291c5560000000021034295?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Juktoonhai,Juktoonhai,粥品店,钟楼附近,1,强烈安利我的泰北超值美食地图（个人向）,https://www.xiaohongshu.com/explore/6a6d3a15000000002701fb1c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Pa Euan Bua Loy,Pa Euan Bua Loy,甜品店,夜市附近,1,清莱美食推荐🇹🇭🇹🇭,https://www.xiaohongshu.com/explore/6291c5560000000021034295?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Pana Coffee House,Pana Coffee House,山路咖啡馆,兴华中学旁小路6km,1,适合中国宝宝的世外桃源——清莱美斯乐(三),https://www.xiaohongshu.com/explore/66594aba00000000160137c0?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Tharanee Cafe,Tharanee Cafe,森林咖啡馆,白庙以南15-20分钟,1,【清莱白庙+森林咖啡馆】一天只去这两个地方,https://www.xiaohongshu.com/explore/69b012e2000000001d013e73?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,View point Mae Salong Nai,View point Mae Salong Nai,观景咖啡馆,A-PA往回1km,1,适合中国宝宝的世外桃源——清莱美斯乐(三),https://www.xiaohongshu.com/explore/66594aba00000000160137c0?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Wang Put Tan Tea Plantation,Wang Put Tan Tea Plantation,森林咖啡馆,101茶园方向,1,适合中国宝宝的世外桃源——清莱美斯乐(三),https://www.xiaohongshu.com/explore/66594aba00000000160137c0?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,WangPutTan Yunnanese Restaurant,ภัตตาคารวังพุดตาล,云南菜,村中,1,清莱｜1200海拔的美斯乐村,https://www.xiaohongshu.com/explore/689db1c9000000001d014efa?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Xin Shi Dai Bakery,ซินซือไต้เบเกอรี,面包店,村中,1,清莱｜1200海拔的美斯乐村,https://www.xiaohongshu.com/explore/689db1c9000000001d014efa?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,Yunnan Chinese Noodle,Yunnan Chinese Noodle,面馆,村中,1,清莱｜1200海拔的美斯乐村,https://www.xiaohongshu.com/explore/689db1c9000000001d014efa?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,ข่วง craft cafe&cats,ข่วง craft cafe,猫咖,城区,1,清莱文艺咖啡厅,https://www.xiaohongshu.com/explore/69f719ec000000003501dff9?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,餐饮美食,บ้านใช้ชีวิต,บ้านใช้ชีวิต,木屋咖啡馆,泰缅边境山上,1,考古系女生访清莱丨全泰国最北端的木屋咖啡,https://www.xiaohongshu.com/explore/68d8b7ab000000000b03ffa4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,购物商业,清莱夜市美食街,Chiang Rai Night Market,夜市,市中心车站旁,1,清莱美食推荐🇹🇭🇹🇭,https://www.xiaohongshu.com/explore/6291c5560000000021034295?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,交通服务,清莱机场,Chiang Rai Airport,机场,市区4.5公里,5,"清迈、清莱之旅——住宿篇
曼谷清莱一日✈️游极限逛白红蓝三庙
到了清莱机场如何最便宜进城？
🇹🇭清莱艾美大促！928💰两人！豪华客房➕双早
泰国🇹🇭 | 泰北美斯乐，深山华人村落","https://www.xiaohongshu.com/explore/66e67972000000000c018696?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691c7309000000001f004eff?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65f968400000000012032fa7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/660233ae000000000d00d7cc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/5ca4b61d000000000f027912?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,康养SPA,Akha Ya Massage & Spa,Akha Ya Massage & Spa,按摩店,夜市869/169 Phahonyothin Rd,1,清莱spa探店|人均250泰铢💆60min泰式按摩,https://www.xiaohongshu.com/explore/5e465d340000000001008a1d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,康养SPA,Baan Tawan Massage,Baan Tawan Massage,按摩店,班塔万民宿一层,1,泰国清莱旅游 泰式按摩,https://www.xiaohongshu.com/explore/62b6b829000000000102c058?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,康养SPA,Grand Spa,Grand Spa,SPA,夜市旁,1,泰国第三天：到了清莱,https://www.xiaohongshu.com/explore/6a3895950000000015024504?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,康养SPA,The Lanna Xxx,The Lanna Healing Package,按摩店,夜市附近Kha Ya Massage旁,1,泰国清莱旅游 泰式按摩,https://www.xiaohongshu.com/explore/62b6b829000000000102c058?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,风雅轩别墅,Maesalong Villa,民宿,山上,1,🏔️ 美斯乐360°环山美景民宿 一定要来一次,https://www.xiaohongshu.com/explore/6a68d1060000000002003c00?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,清莱艾美度假酒店,Le Méridien Chiang Rai Resort,度假村,221/2 Moo 20 Kwaewai Road,7,"先码后看📒清莱遛娃必看的14条建议🏝
清莱艾美:廉颇老矣｜千店测评7/1000
清莱疗愈SPA｜清莱艾美度假酒店水疗中心💆
用一次正宗的泰式按摩，真正的放松身心
一趟身心疗愈之旅，从特色SPA开启","https://www.xiaohongshu.com/explore/661cd3b8000000001a00cf08?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69cb6524000000001e00c2a4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66306823000000001e038bd5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6964b215000000000a02b2ba?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/680b0912000000001c030810?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,睡莲酒店,Lotus Hotel,酒店,市中心,1,清莱吃住之睡莲酒店和清莱夜市泰北泥炉火锅,https://www.xiaohongshu.com/explore/69aba5c8000000001d027351?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,小屋旅社,Small House Guesthouse,民宿,村中,1,泰国美斯乐---小众夏日避暑胜地推荐,https://www.xiaohongshu.com/explore/66a71372000000000d03087d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,新生旅舍,Shin Sane Guest House,旅馆,村中心,1,Since 1970的新生旅社，藏着半个世纪的故事,https://www.xiaohongshu.com/explore/6a799ca50000000033010cd8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
